scenario_id,anwg__full_prefill,anwg__chunked_prefill_small,anwg__estimated_service_time_first,anwg__weighted_fair_share,anwg__least_laxity_first,anwg__kv_constrained_online,winner,oracle,best_fixed_utility,oracle_gain_over_best_fixed,policy_range
joint_mm_0079,0.5743492758085197,0.5399772308356114,0.5628919274842169,0.5628919274842169,0.5514345791599142,0.5628919274842169,full_prefill,0.5743492758085197,0.5628919274842169,0.011457348324302785,0.034372044972908244
joint_mm_0080,0.8080876531109533,0.7542170252868463,0.7845174887035722,0.7845174887035722,0.817345343717471,0.7963025709072628,least_laxity_first,0.817345343717471,0.7963025709072628,0.021042772810208277,0.06312831843062472
joint_mm_0081,0.36350429273470186,0.15452564391020526,0.6303646633904724,0.6541624489306355,0.4302193853986445,0.6568647758884784,kv_constrained_online,0.6568647758884784,0.6568647758884784,0.0,0.5023391319782731
joint_mm_0082,0.0,0.0,0.0,0.0,0.0,0.017531190579734443,kv_constrained_online,0.017531190579734443,0.017531190579734443,0.0,0.017531190579734443
joint_mm_0083,0.03592396666291924,0.03592396666291924,0.03592396666291924,0.03592396666291924,0.03592396666291924,0.03592396666291924,full_prefill,0.03592396666291924,0.03592396666291924,0.0,0.0
joint_mm_0084,0.027340205547611667,0.0,0.045567009246019446,0.03645360739681555,0.027340205547611667,0.03645360739681555,estimated_service_time_first,0.045567009246019446,0.03645360739681555,0.009113401849203895,0.045567009246019446
joint_mm_0085,0.3908534861527558,0.3271948806138581,0.3908534861527558,0.3908534861527558,0.3908534861527558,0.3908534861527558,full_prefill,0.3908534861527558,0.3908534861527558,0.0,0.06365860553889768
joint_mm_0086,0.15212319738503075,0.07481724124837091,0.3042463947700615,0.29226940438633403,0.21496344824967417,0.21496344824967417,estimated_service_time_first,0.3042463947700615,0.21496344824967417,0.08928294652038732,0.22942915352169058
joint_mm_0087,0.2855801290736831,0.23941451774351621,0.4467774004988439,0.5923312226603337,0.4154905019715018,0.568866048764827,weighted_fair_share,0.5923312226603337,0.568866048764827,0.02346517389550662,0.3529167049168175
joint_mm_0088,0.13855160758348192,0.12218126993677186,0.2162113343364291,0.23258167198313914,0.2036354498946198,0.2611303857959562,kv_constrained_online,0.2611303857959562,0.2611303857959562,0.0,0.13894911585918435
joint_mm_0089,0.09752925305031057,0.051144802102983604,0.11798717389150401,0.12345578315644411,0.16984023410377108,0.1855378037893079,kv_constrained_online,0.1855378037893079,0.1855378037893079,0.0,0.1343930016863243
joint_mm_0090,0.7983214526921966,0.7754543480287489,0.9064333972114551,0.8835662925480074,0.7525872433653013,0.8835662925480074,estimated_service_time_first,0.9064333972114551,0.8835662925480074,0.022867104663447657,0.15384615384615385
joint_mm_0091,0.7063492723653312,0.7589286209406652,0.7063492723653312,0.7063492723653312,0.7063492723653312,0.7063492723653312,chunked_prefill_small,0.7589286209406652,0.7063492723653312,0.05257934857533397,0.05257934857533397
joint_mm_0092,0.6288929304220919,0.5261000879350817,0.6528732179496761,0.5901446758327985,0.5701125256477322,0.6328410677646096,estimated_service_time_first,0.6528732179496761,0.6328410677646096,0.020032150185066544,0.12677313001459445
joint_mm_0093,0.04177662925312388,0.04177662925312388,0.06962771542187313,0.04177662925312388,0.12722499741160467,0.05759728198973156,least_laxity_first,0.12722499741160467,0.05759728198973156,0.06962771542187311,0.0854483681584808
joint_mm_0094,0.09058794242714102,0.04660312584190295,0.0789371609666653,0.06728637950618956,0.09058794242714102,0.06728637950618956,full_prefill,0.09058794242714102,0.06728637950618956,0.023301562920951466,0.04398481658523807
joint_mm_0095,0.29397979673493135,0.2646111102552653,0.33362626527160427,0.4317171748293384,0.33333333333333337,0.33362626527160427,weighted_fair_share,0.4317171748293384,0.33362626527160427,0.09809090955773414,0.16710606457407312
joint_mm_0096,0.3764698238565518,0.3764698238565518,0.5165563469989273,0.5690633790001532,0.5252736334295786,0.47276660142835253,weighted_fair_share,0.5690633790001532,0.47276660142835253,0.09629677757180072,0.19259355514360144
joint_mm_0097,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000002,least_laxity_first,1.0000000000000004,1.0000000000000002,2.220446049250313e-16,2.220446049250313e-16
joint_mm_0098,0.6695187143399024,0.6305882287303806,0.7084491999494243,0.732192514264039,0.693262028654517,0.7084491999494243,weighted_fair_share,0.732192514264039,0.7084491999494243,0.023743314314614627,0.10160428553365841
joint_mm_0099,0.3657190814722855,0.2918386031710203,0.48939323596832635,0.4848998899433878,0.3861225735447347,0.4759131978935105,estimated_service_time_first,0.48939323596832635,0.4759131978935105,0.013480038074815848,0.19755463279730606
joint_mm_0100,0.5841356669446693,0.4761603806243709,0.6136418238401207,0.5841356669446693,0.5841356669446693,0.5841356669446693,estimated_service_time_first,0.6136418238401207,0.5841356669446693,0.02950615689545133,0.1374814432157498
joint_mm_0101,0.1263343137898417,0.13849624023709436,0.11417238734258901,0.11417238734258901,0.17920126351999427,0.11417238734258901,least_laxity_first,0.17920126351999427,0.11417238734258901,0.06502887617740526,0.06502887617740526
joint_mm_0102,0.13732870752998752,0.12063684781713249,0.17450625678284484,0.14112253735713476,0.1874042866685526,0.13732870752998752,least_laxity_first,0.1874042866685526,0.13732870752998752,0.050075579138565085,0.06676743885142011
joint_mm_0103,0.0,0.0,0.0,0.0,0.017442096654799538,0.03093010973950424,kv_constrained_online,0.03093010973950424,0.03093010973950424,0.0,0.03093010973950424
joint_mm_0104,0.0,0.0,0.0,0.0,0.0,0.0,full_prefill,0.0,0.0,0.0,0.0
joint_mm_0105,0.02159847044094676,0.02159847044094676,0.01079923522047338,0.01079923522047338,0.04319694088189352,0.030014109563942053,least_laxity_first,0.04319694088189352,0.030014109563942053,0.013182831317951466,0.03239770566142014
joint_mm_0106,0.43952454454738804,0.4159202574075694,0.5310122179005324,0.48380364362089506,0.46312883168720675,0.5310122179005324,estimated_service_time_first,0.5310122179005324,0.5310122179005324,0.0,0.11509196049296305
joint_mm_0107,0.4331648473082987,0.41902555962070015,0.5347093616068153,0.5514181497797406,0.5758354394086463,0.5064307862316182,least_laxity_first,0.5758354394086463,0.5064307862316182,0.06940465317702815,0.1568098797879462
joint_mm_0108,0.28856859759649917,0.28856859759649917,0.46618485103220547,0.4154043133439902,0.28543817466837845,0.4048153989528581,estimated_service_time_first,0.46618485103220547,0.4048153989528581,0.06136945207934735,0.18074667636382702
joint_mm_0109,0.5784355845589736,0.6050913948177378,0.6048249867799431,0.6312143890009128,0.525923188154829,0.6048249867799431,weighted_fair_share,0.6312143890009128,0.6048249867799431,0.026389402220969638,0.10529120084608379
joint_mm_0110,0.27914440405637647,0.2283323636536671,0.26965737375068405,0.26965737375068405,0.2791444040563764,0.2696573737506841,full_prefill,0.27914440405637647,0.2696573737506841,0.009487030305692368,0.05081204040270937
joint_mm_0111,0.03214157600216962,0.00872759644878367,0.05555555555555556,0.03214157600216962,0.040869172450953284,0.0789695351089415,kv_constrained_online,0.0789695351089415,0.0789695351089415,0.0,0.07024193866015783
joint_mm_0112,0.22015804564836464,0.22015804564836464,0.22015804564836458,0.23375577975547873,0.24735351386259286,0.22015804564836464,least_laxity_first,0.24735351386259286,0.22015804564836464,0.02719546821422822,0.027195468214228274
joint_mm_0113,0.16936560383144347,0.16936560383144347,0.22275669090032169,0.23895031388898264,0.2046389806705026,0.2449895506322557,kv_constrained_online,0.2449895506322557,0.2449895506322557,0.0,0.07562394680081222
joint_mm_0114,0.9656621573866911,0.9656621573866911,1.0,1.0,0.9656621573866911,1.0000000000000002,kv_constrained_online,1.0000000000000002,1.0000000000000002,0.0,0.03433784261330908
joint_mm_0115,0.1456361462682615,0.13447353635869322,0.16822247480933497,0.17938508471890324,0.21313402316954497,0.17964619344084018,least_laxity_first,0.21313402316954497,0.17964619344084018,0.03348782972870479,0.07866048681085175
joint_mm_0116,0.14285714285714288,0.11797615569977278,0.27005940209206186,0.327648818217914,0.24377975321065745,0.25160719502176937,weighted_fair_share,0.327648818217914,0.25160719502176937,0.0760416231961446,0.2096726625181412
joint_mm_0117,0.4576023898261007,0.40504394321306614,0.45164483939785394,0.45164483939785394,0.3524854966000316,0.4635599402543475,kv_constrained_online,0.4635599402543475,0.4635599402543475,0.0,0.1110744436543159
joint_mm_0118,0.1696333782174188,0.1696333782174188,0.23746405456674016,0.26492202772451856,0.3118087832770592,0.2794652708485325,least_laxity_first,0.3118087832770592,0.2794652708485325,0.03234351242852668,0.14217540505964038
joint_mm_0119,0.43091529925890526,0.46271546266383157,0.6315789473684211,0.610747531825979,0.5153470416112,0.610747531825979,estimated_service_time_first,0.6315789473684211,0.610747531825979,0.020831415542442167,0.20066364810951587
joint_mm_0120,0.7332198434009828,0.7332198434009828,0.7617028084251335,0.7332198434009828,0.7487306629565292,0.7487306629565292,estimated_service_time_first,0.7617028084251335,0.7487306629565292,0.012972145468604257,0.028482965024150708
joint_mm_0121,0.32428363948674077,0.3053696027483319,0.22879845081676645,0.26662652429358424,0.4017697963962361,0.2873705709878529,least_laxity_first,0.4017697963962361,0.2873705709878529,0.11439922540838321,0.17297134557946967
joint_mm_0122,0.00853536446012646,0.00853536446012646,0.00853536446012646,0.00853536446012646,0.00853536446012646,0.01707072892025292,kv_constrained_online,0.01707072892025292,0.01707072892025292,0.0,0.00853536446012646
joint_mm_0123,0.48064216539429644,0.33020010386287557,0.5730107231086063,0.6548626768456292,0.48064216539429644,0.5918100999313531,weighted_fair_share,0.6548626768456292,0.5918100999313531,0.06305257691427602,0.3246625729827536
joint_mm_0124,0.15681091511273745,0.1252492956056611,0.334164318685537,0.28206021071839854,0.22895892032861576,0.415835681314463,kv_constrained_online,0.415835681314463,0.415835681314463,0.0,0.2905863857088019
joint_mm_0125,0.11501816055792208,0.09450538705478638,0.14578732081262566,0.11501816055792208,0.1355309340610578,0.11501816055792208,estimated_service_time_first,0.14578732081262566,0.11501816055792208,0.03076916025470358,0.05128193375783928
joint_mm_0126,0.08679852535657513,0.08679852535657513,0.0722311623305134,0.08679852535657515,0.08649569895667751,0.0864956989566775,weighted_fair_share,0.08679852535657515,0.0864956989566775,0.0003028263998976488,0.01456736302606175
joint_mm_0127,0.16004740157173833,0.15431731533353985,0.15431731533353985,0.17715865766676994,0.24576168728602404,0.2228413423332301,least_laxity_first,0.24576168728602404,0.2228413423332301,0.022920344952793936,0.0914443719524842
joint_mm_0128,0.2890489614939501,0.20280176399806238,0.4102625289404902,0.5174831849753262,0.4079250741790036,0.5174831849753262,weighted_fair_share,0.5174831849753262,0.5174831849753262,0.0,0.3146814209772638
joint_mm_0129,0.1178750954505945,0.1178750954505945,0.14801042366256326,0.12607548185290682,0.1178750954505945,0.1333871291227923,estimated_service_time_first,0.14801042366256326,0.1333871291227923,0.014623294539770959,0.03013532821196875
joint_mm_0130,0.13979616280767806,0.13979616280767806,0.205752264128597,0.18731972375036268,0.17144190344486054,0.18998434379691664,estimated_service_time_first,0.205752264128597,0.18998434379691664,0.01576792033168037,0.06595610132091895
joint_mm_0131,0.03583297018338208,0.014333188073352831,0.05016615825673491,0.028666376146705662,0.042999564220058496,0.042999564220058496,estimated_service_time_first,0.05016615825673491,0.042999564220058496,0.007166594036676417,0.03583297018338208
joint_mm_0132,0.22817950933794603,0.1611748869994507,0.26294915427655124,0.2790666429764963,0.24683166557660616,0.26294915427655124,weighted_fair_share,0.2790666429764963,0.26294915427655124,0.01611748869994506,0.1178917559770456
