scenario_id,anwg__full_prefill,anwg__chunked_prefill_small,anwg__estimated_service_time_first,anwg__weighted_fair_share,anwg__least_laxity_first,anwg__kv_constrained_online,winner,oracle,best_fixed_utility,oracle_gain_over_best_fixed,policy_range
joint_mm_0000,0.1928770189717766,0.18254704406362096,0.1928770189717766,0.1928770189717766,0.1928770189717766,0.1928770189717766,full_prefill,0.1928770189717766,0.1928770189717766,0.0,0.010329974908155626
joint_mm_0001,0.19297601006426765,0.1273376654102033,0.18903698616634224,0.1736121559773075,0.2257951823912998,0.20840084025330238,least_laxity_first,0.2257951823912998,0.20840084025330238,0.017394342137997426,0.0984575169810965
joint_mm_0002,0.12700685866100625,0.06827215359547167,0.3729931413389938,0.42294540481754733,0.3142584362734592,0.37450315522490585,weighted_fair_share,0.42294540481754733,0.37450315522490585,0.048442249592641484,0.35467325122207566
joint_mm_0003,0.2400482942367094,0.18037488838071417,0.45285585732385447,0.4212507165945601,0.36157731073856486,0.4910076124227439,kv_constrained_online,0.4910076124227439,0.4910076124227439,0.0,0.3106327240420297
joint_mm_0004,0.0,0.0,0.0,0.0,0.0,0.0,full_prefill,0.0,0.0,0.0,0.0
joint_mm_0005,0.15158902389711978,0.1114117059480538,0.1424687759979756,0.13211641931466833,0.17229373726373434,0.18141398516287852,kv_constrained_online,0.18141398516287852,0.18141398516287852,0.0,0.07000227921482471
joint_mm_0006,0.24513878846975823,0.2304396976591624,0.36273151495452505,0.290027020119941,0.3480324241439292,0.31863424252273753,estimated_service_time_first,0.36273151495452505,0.31863424252273753,0.044097272431787515,0.13229181729536266
joint_mm_0007,0.08677092002536292,0.08677092002536292,0.13470836801014516,0.1656551137839776,0.19356720090974286,0.1826458159949274,least_laxity_first,0.19356720090974286,0.1826458159949274,0.010921384914815452,0.10679628088437994
joint_mm_0008,0.20899653291158238,0.17929875430609246,0.2143168569035484,0.19414764360883743,0.23182590820227633,0.22650558421031033,least_laxity_first,0.23182590820227633,0.22650558421031033,0.005320323991965997,0.05252715389618387
joint_mm_0009,0.2406814940057184,0.18318753458361237,0.2874697971105301,0.2767641407932358,0.2767641407932358,0.2660584844759415,estimated_service_time_first,0.2874697971105301,0.2660584844759415,0.02141131263458862,0.10428226252691775
joint_mm_0010,0.00895585480749062,0.0,0.00895585480749062,0.00895585480749062,0.00895585480749062,0.00895585480749062,full_prefill,0.00895585480749062,0.00895585480749062,0.0,0.00895585480749062
joint_mm_0011,0.1731080864586447,0.1731080864586447,0.26253515688520823,0.2347408227884425,0.30271564099629034,0.30875970913255657,kv_constrained_online,0.30875970913255657,0.30875970913255657,0.0,0.13565162267391187
joint_mm_0012,0.8281956516868711,0.8281956516868711,0.8281956516868711,0.8281956516868711,0.8281956516868711,0.8281956516868711,full_prefill,0.8281956516868711,0.8281956516868711,0.0,0.0
joint_mm_0013,0.18984061658111717,0.18984061658111717,0.17054295976357153,0.17697551203608675,0.20633407234717724,0.17054295976357153,least_laxity_first,0.20633407234717724,0.17054295976357153,0.035791112583605705,0.035791112583605705
joint_mm_0014,0.028014788866242635,0.028014788866242635,0.028014788866242635,0.028014788866242635,0.028014788866242635,0.028014788866242635,full_prefill,0.028014788866242635,0.028014788866242635,0.0,0.0
joint_mm_0015,0.13390039774858978,0.13390039774858978,0.2505316228893029,0.33475099437147443,0.23538894183863798,0.44925572795497587,kv_constrained_online,0.44925572795497587,0.44925572795497587,0.0,0.31535533020638606
joint_mm_0016,0.8164086616357749,0.8164086616357749,0.8184208717122597,0.898451969814649,0.6933436993674632,0.8164086616357749,weighted_fair_share,0.898451969814649,0.8164086616357749,0.08204330817887417,0.20510827044718583
joint_mm_0017,0.2538548027579791,0.2610553798310931,0.2538548027579791,0.2538548027579791,0.2538548027579791,0.2538548027579791,chunked_prefill_small,0.2610553798310931,0.2538548027579791,0.007200577073114001,0.007200577073114001
joint_mm_0018,0.13029463628878066,0.13029463628878066,0.18425213238014854,0.21342778646362695,0.22022379644106047,0.1662663003496926,least_laxity_first,0.22022379644106047,0.1662663003496926,0.05395749609136788,0.08992916015227981
joint_mm_0019,0.13672859817895613,0.03360097199790117,0.17334453837250122,0.19953505796252968,0.17334453837250122,0.2227106093569143,kv_constrained_online,0.2227106093569143,0.2227106093569143,0.0,0.18910963735901315
joint_mm_0020,0.1656349936749268,0.14047355460503014,0.28511838865125755,0.32494618697670113,0.23270987079086564,0.35636454520839367,kv_constrained_online,0.35636454520839367,0.35636454520839367,0.0,0.21589099060336353
joint_mm_0021,0.253869706019395,0.2685152347903126,0.33930542568062017,0.4109081008923544,0.3116393367816385,0.3832420119933728,weighted_fair_share,0.4109081008923544,0.3832420119933728,0.02766608889898159,0.1570383948729594
joint_mm_0022,0.27867067291524417,0.24854087635859048,0.3784681377007089,0.3803737089108516,0.3671544913750625,0.38037370891085165,kv_constrained_online,0.38037370891085165,0.38037370891085165,0.0,0.13183283255226116
joint_mm_0023,0.0,0.0,0.0,0.0,0.0,0.0,full_prefill,0.0,0.0,0.0,0.0
joint_mm_0024,0.2739671149244735,0.12534823995033875,0.30530417491205813,0.2972377499482695,0.28917132498448084,0.30437553504448817,estimated_service_time_first,0.30530417491205813,0.30437553504448817,0.0009286398675699692,0.17995593496171938
joint_mm_0025,0.03130582598783795,0.015652912993918976,0.03130582598783795,0.03130582598783795,0.03130582598783795,0.03130582598783795,full_prefill,0.03130582598783795,0.03130582598783795,0.0,0.015652912993918976
joint_mm_0026,0.061672607572010346,0.061672607572010346,0.061672607572010346,0.061672607572010346,0.061672607572010346,0.061672607572010346,full_prefill,0.061672607572010346,0.061672607572010346,0.0,0.0
joint_mm_0027,0.01050030549060941,0.0,0.01050030549060941,0.01050030549060941,0.02100061098121882,0.01050030549060941,least_laxity_first,0.02100061098121882,0.01050030549060941,0.01050030549060941,0.02100061098121882
joint_mm_0028,0.017439288616931774,0.017439288616931774,0.052317865850795314,0.03487857723386355,0.0697571544677271,0.052317865850795314,least_laxity_first,0.0697571544677271,0.052317865850795314,0.01743928861693178,0.05231786585079532
joint_mm_0029,0.05482512841274845,0.04438331597585986,0.09659237816030279,0.05482512841274845,0.14620782659277368,0.08876663195171972,least_laxity_first,0.14620782659277368,0.08876663195171972,0.05744119464105396,0.10182451061691382
joint_mm_0030,0.2760402041028285,0.15697184629784397,0.2760402041028285,0.2760402041028285,0.2760402041028285,0.2760402041028285,full_prefill,0.2760402041028285,0.2760402041028285,0.0,0.11906835780498451
joint_mm_0031,0.622696867279563,0.552444899063045,0.708574810478789,0.7736181203677379,0.6114330806383854,0.708574810478789,weighted_fair_share,0.7736181203677379,0.708574810478789,0.06504330988894891,0.22117322130469297
joint_mm_0032,0.4909205881815853,0.4720101175997951,0.5221874901695821,0.5221874901695821,0.4720101175997951,0.5658108235637854,kv_constrained_online,0.5658108235637854,0.5658108235637854,0.0,0.09380070596399032
joint_mm_0033,0.8146573601849728,0.713234136916533,0.8146573601849728,0.8146573601849728,0.7955177664443935,0.8146573601849728,full_prefill,0.8146573601849728,0.8146573601849728,0.0,0.10142322326843978
joint_mm_0034,0.054594900176928036,0.054594900176928036,0.041583164374178305,0.041583164374178305,0.0806183717824275,0.041583164374178305,least_laxity_first,0.0806183717824275,0.041583164374178305,0.0390352074082492,0.0390352074082492
joint_mm_0035,0.015614614014373666,0.015614614014373666,0.007807307007186833,0.015614614014373666,0.023421921021560498,0.007807307007186833,least_laxity_first,0.023421921021560498,0.007807307007186833,0.015614614014373664,0.015614614014373664
joint_mm_0036,0.011090083503512973,0.011090083503512973,0.022180167007025946,0.022180167007025946,0.033270250510538925,0.011090083503512973,least_laxity_first,0.033270250510538925,0.011090083503512973,0.02218016700702595,0.02218016700702595
joint_mm_0037,0.37884689124869475,0.2993836326308053,0.4053346441213246,0.3939562546424842,0.3296023594183842,0.3939562546424842,estimated_service_time_first,0.4053346441213246,0.3939562546424842,0.0113783894788404,0.10595101149051928
joint_mm_0038,0.1396044228078449,0.12543298808607126,0.22463303113848665,0.2700132038449116,0.29730111108351315,0.24167033440136437,least_laxity_first,0.29730111108351315,0.24167033440136437,0.055630776682148775,0.1718681229974419
joint_mm_0039,0.12188820088545355,0.13826914918833424,0.1625176011806047,0.1544347838498479,0.20336231511712294,0.21974326342000366,kv_constrained_online,0.21974326342000366,0.21974326342000366,0.0,0.09785506253455012
joint_mm_0040,0.22785342325301322,0.21013616185542378,0.4817232127641969,0.4911413693012053,0.43743005927022327,0.4869918168709148,weighted_fair_share,0.4911413693012053,0.4869918168709148,0.004149552430290471,0.2810052074457815
joint_mm_0041,0.1380162202734212,0.04258632702665632,0.23188874326733855,0.1482734594668734,0.20267439593982944,0.1600880689131731,estimated_service_time_first,0.23188874326733855,0.1600880689131731,0.07180067435416546,0.18930241624068223
joint_mm_0042,0.15294637376363637,0.12454432741567396,0.16241372254629052,0.17552645200355277,0.15294637376363637,0.1981065302434692,kv_constrained_online,0.1981065302434692,0.1981065302434692,0.0,0.07356220282779523
joint_mm_0043,0.06768063538844793,0.054340008655946126,0.06768063538844793,0.054340008655946126,0.06101032202219703,0.054340008655946126,full_prefill,0.06768063538844793,0.054340008655946126,0.013340626732501804,0.013340626732501804
joint_mm_0044,0.9378021627183248,0.90405104517436,0.9804722423248903,0.9609444846497806,0.8845232874992502,0.9662488824560351,estimated_service_time_first,0.9804722423248903,0.9662488824560351,0.014223359868855145,0.09594895482564003
joint_mm_0045,0.008185607693160095,0.008185607693160095,0.01637121538632019,0.008185607693160095,0.03274243077264038,0.008185607693160095,least_laxity_first,0.03274243077264038,0.008185607693160095,0.024556823079480282,0.024556823079480282
joint_mm_0046,0.21089569306318415,0.23170118156209396,0.24891373397603897,0.22596366409077898,0.21663321053449916,0.23743869903340897,estimated_service_time_first,0.24891373397603897,0.23743869903340897,0.011475034942629997,0.03801804091285482
joint_mm_0047,0.9622041806948981,0.8853279716395167,0.9743745969815395,0.9743745969815395,0.9500337644082567,0.9743745969815395,estimated_service_time_first,0.9743745969815395,0.9743745969815395,0.0,0.08904662534202279
joint_mm_0048,0.7848558582822243,0.729539496818401,0.7848558582822243,0.7848558582822243,0.7848558582822243,0.7848558582822243,full_prefill,0.7848558582822243,0.7848558582822243,0.0,0.05531636146382324
joint_mm_0049,0.46404013656102866,0.3477555570600243,0.43648526230614726,0.43648526230614726,0.4604585045987949,0.43648526230614726,full_prefill,0.46404013656102866,0.43648526230614726,0.0275548742548814,0.11628457950100435
joint_mm_0050,0.06978371534688417,0.06978371534688417,0.08413723007681091,0.0957678493012916,0.0957678493012916,0.12175198325569905,kv_constrained_online,0.12175198325569905,0.12175198325569905,0.0,0.05196826790881488
joint_mm_0051,0.1478967834808845,0.10782291787205964,0.22804451469853426,0.1345388282779429,0.24236174615000253,0.24236174615000253,least_laxity_first,0.24236174615000253,0.24236174615000253,0.0,0.1345388282779429
joint_mm_0052,0.11323923912718806,0.11323923912718806,0.21690190218202984,0.21690190218202984,0.2463224335757811,0.34554221018280595,kv_constrained_online,0.34554221018280595,0.34554221018280595,0.0,0.2323029710556179
joint_mm_0053,0.5800355342821216,0.5280502883016903,0.7811285780817719,0.7441891007207928,0.5280502883016902,0.741456491221667,estimated_service_time_first,0.7811285780817719,0.741456491221667,0.03967208686010493,0.25307828978008173
joint_mm_0054,0.17375326887373646,0.17375326887373646,0.1706544406738326,0.17685209707364033,0.1889594160211774,0.27738546455799756,kv_constrained_online,0.27738546455799756,0.27738546455799756,0.0,0.10673102388416497
joint_mm_0055,0.10406951761601116,0.0822671352560137,0.10406951761601116,0.10406951761601116,0.10968951367468494,0.12587189997600862,kv_constrained_online,0.12587189997600862,0.12587189997600862,0.0,0.043604764719994915
joint_mm_0056,0.39793350197150096,0.38078493280393233,0.5008249169769128,0.5299558102408024,0.45454545454545453,0.5247895651695547,weighted_fair_share,0.5299558102408024,0.5247895651695547,0.005166245071247744,0.14917087743687008
joint_mm_0057,0.11523901534341968,0.07135113934651302,0.14270227869302604,0.15912689134032634,0.14081804910725543,0.15912689134032634,weighted_fair_share,0.15912689134032634,0.15912689134032634,0.0,0.08777575199381332
joint_mm_0058,0.015365475087028175,0.007682737543514087,0.015365475087028175,0.015365475087028175,0.015365475087028175,0.015365475087028175,full_prefill,0.015365475087028175,0.015365475087028175,0.0,0.007682737543514087
joint_mm_0059,0.03936960935033105,0.013123203116777017,0.03936960935033105,0.03936960935033105,0.03936960935033105,0.03936960935033105,full_prefill,0.03936960935033105,0.03936960935033105,0.0,0.02624640623355403
joint_mm_0060,0.12329130145618447,0.12952884218837424,0.12952884218837424,0.12329130145618447,0.1096217131056602,0.12329130145618447,chunked_prefill_small,0.12952884218837424,0.12329130145618447,0.006237540732189767,0.01990712908271404
joint_mm_0061,0.12813511173749098,0.11827856468076091,0.17985058905260226,0.21185297225425337,0.2094202302227925,0.2537119025126346,kv_constrained_online,0.2537119025126346,0.2537119025126346,0.0,0.13543333783187367
joint_mm_0062,0.4972709134717992,0.4972709134717992,0.4972709134717992,0.4587259895772386,0.4412293398687866,0.4972709134717992,full_prefill,0.4972709134717992,0.4972709134717992,0.0,0.056041573603012595
joint_mm_0063,0.09178534438609354,0.053828216324935514,0.10075671377358279,0.09178534438609354,0.12767082193605056,0.09178534438609354,least_laxity_first,0.12767082193605056,0.09178534438609354,0.03588547754995702,0.07384260561111505
joint_mm_0064,0.32942491241451505,0.18654836424404167,0.45248768160427005,0.4247212235926016,0.41272428644952003,0.5476481555890433,kv_constrained_online,0.5476481555890433,0.5476481555890433,0.0,0.3610997913450017
joint_mm_0065,0.16541330399302723,0.1654133039930272,0.15204749868835976,0.1654133039930272,0.2548028586418745,0.19966509064419882,least_laxity_first,0.2548028586418745,0.19966509064419882,0.055137767997675696,0.10275535995351476
joint_mm_0066,0.058792146435577085,0.03919476429038472,0.058792146435577085,0.058792146435577085,0.058792146435577085,0.058792146435577085,full_prefill,0.058792146435577085,0.058792146435577085,0.0,0.01959738214519236
joint_mm_0067,0.12282990391116351,0.10467555928892863,0.12282990391116351,0.12282990391116351,0.12282990391116351,0.12282990391116351,full_prefill,0.12282990391116351,0.12282990391116351,0.0,0.018154344622234878
joint_mm_0068,0.6245178734593655,0.41168038488092135,0.6210192253903737,0.7058401924404607,0.6400826076417861,0.69027545825804,weighted_fair_share,0.7058401924404607,0.69027545825804,0.015564734182420659,0.29415980755953935
joint_mm_0069,0.24487332955605706,0.24487332955605706,0.31170904755072654,0.4056960381553606,0.28126599612707426,0.35341738678909795,weighted_fair_share,0.4056960381553606,0.35341738678909795,0.05227865136626264,0.16082270859930353
joint_mm_0070,0.2731728295667837,0.24888132422456144,0.3703388509356727,0.37183041863625743,0.2974643349090059,0.3217558402512282,weighted_fair_share,0.37183041863625743,0.3217558402512282,0.05007457838502921,0.12294909441169599
joint_mm_0071,0.09281860803787627,0.09281860803787627,0.22320465200946904,0.19999999999999996,0.27320465200946903,0.26961395602840715,least_laxity_first,0.27320465200946903,0.26961395602840715,0.0035906959810618755,0.18038604397159275
joint_mm_0072,0.5774331964846142,0.45407557096386775,0.5774331964846142,0.5774331964846141,0.6312348173828669,0.6128650457684139,least_laxity_first,0.6312348173828669,0.6128650457684139,0.018369771614452968,0.17715924641899916
joint_mm_0073,0.3023090213030196,0.2461219609962108,0.39806988154773243,0.38255772553257555,0.30658376525681474,0.3911072134401658,estimated_service_time_first,0.39806988154773243,0.3911072134401658,0.0069626681075666275,0.15194792055152162
joint_mm_0074,0.4075587726132374,0.35402719351399947,0.4075587726132374,0.4075587726132374,0.4075587726132374,0.4075587726132374,full_prefill,0.4075587726132374,0.4075587726132374,0.0,0.05353157909923795
joint_mm_0075,0.4995123836045939,0.49951238360459393,0.7530505956418805,0.7210025160846866,0.4947947675548789,0.7049784763060897,estimated_service_time_first,0.7530505956418805,0.7049784763060897,0.04807211933579081,0.2582558280870016
joint_mm_0076,0.0,0.0,0.0,0.0,0.0,0.0,full_prefill,0.0,0.0,0.0,0.0
joint_mm_0077,0.3395033493203615,0.3117382773787349,0.5110602877665066,0.5765234452425303,0.4882617226212652,0.6049665067963853,kv_constrained_online,0.6049665067963853,0.6049665067963853,0.0,0.2932282294176504
joint_mm_0078,0.05134385337899787,0.02053754135159915,0.05134385337899787,0.05134385337899787,0.06161262405479745,0.05134385337899787,least_laxity_first,0.06161262405479745,0.05134385337899787,0.01026877067579958,0.041075082703198304
