scenario_id,policy_id,decode_stalled_steps,cumulative_decode_tokens_deferred,steps_with_prefill_while_decode_deferred,max_decode_tokens_deferred,prefill_stalled_steps,cumulative_prefill_requests_stalled,budget_saturated_steps,budget_saturation_fraction,n_steps,max_waiting_queue,mean_waiting_queue
joint_mm_0231,kv_constrained_online,39,141,39,7,16,26,54,0.06593406593406594,819,24,6.302808302808303
joint_mm_0232,full_prefill,0,0,0,0,2,2,66,0.011697979439914925,5642,46,19.12477844735909
joint_mm_0232,chunked_prefill_small,0,0,0,0,0,0,0,0.0,5718,46,19.140433718083244
joint_mm_0232,estimated_service_time_first,39,80,39,3,0,0,65,0.0115023889577066,5651,40,13.900371615643248
joint_mm_0232,weighted_fair_share,43,84,43,3,3,3,66,0.01186196980589504,5564,41,14.307153127246584
joint_mm_0232,least_laxity_first,33,68,33,3,3,3,65,0.011963924167126818,5433,46,25.037180195103993
joint_mm_0232,kv_constrained_online,45,99,45,3,1,1,67,0.011913229018492176,5624,43,15.083036984352773
joint_mm_0233,full_prefill,0,0,0,0,5,5,281,0.03905489923558026,7195,36,16.570674079221682
joint_mm_0233,chunked_prefill_small,0,0,0,0,0,0,0,0.0,7750,39,17.80141935483871
joint_mm_0233,estimated_service_time_first,180,369,180,3,0,0,280,0.038642009384487995,7246,32,13.858404637041126
joint_mm_0233,weighted_fair_share,188,399,188,3,0,0,280,0.038314176245210725,7308,33,13.98015873015873
joint_mm_0233,least_laxity_first,140,257,140,3,0,0,280,0.03937007874015748,7112,40,20.822131608548933
joint_mm_0233,kv_constrained_online,184,379,184,3,0,0,280,0.03869006494403759,7237,32,14.34392704159182
joint_mm_0234,full_prefill,0,0,0,0,4,4,16,0.03088803088803089,518,17,1.7007722007722008
joint_mm_0234,chunked_prefill_small,0,0,0,0,0,0,0,0.0,541,18,1.8373382624768946
joint_mm_0234,estimated_service_time_first,8,64,8,10,1,1,15,0.02895752895752896,518,17,1.4266409266409266
joint_mm_0234,weighted_fair_share,8,64,8,9,1,1,15,0.02895752895752896,518,17,1.445945945945946
joint_mm_0234,least_laxity_first,1,3,1,3,2,2,16,0.03088803088803089,518,17,2.312741312741313
joint_mm_0234,kv_constrained_online,8,64,8,10,1,1,15,0.02895752895752896,518,17,1.4555984555984556
joint_mm_0235,full_prefill,23,59,23,5,6,7,35,0.013227513227513227,2646,15,4.438019652305367
joint_mm_0235,chunked_prefill_small,0,0,0,0,0,0,0,0.0,2483,16,4.4804671768022555
joint_mm_0235,estimated_service_time_first,23,60,23,5,9,9,33,0.013557929334428924,2434,16,4.442070665571077
joint_mm_0235,weighted_fair_share,23,63,23,6,13,23,34,0.014090343970161625,2413,16,4.4687111479486115
joint_mm_0235,least_laxity_first,21,47,21,4,13,18,37,0.014269186270728885,2593,24,6.414577709217123
joint_mm_0235,kv_constrained_online,23,59,23,7,9,11,32,0.011573236889692586,2765,16,4.186980108499096
joint_mm_0236,full_prefill,8,13,8,2,9,18,81,0.042609153077327724,1901,25,9.748553392951079
joint_mm_0236,chunked_prefill_small,0,0,0,0,0,0,0,0.0,2007,27,10.20627802690583
joint_mm_0236,estimated_service_time_first,56,206,56,7,13,22,83,0.042346938775510205,1960,22,7.848979591836735
joint_mm_0236,weighted_fair_share,53,189,53,7,8,17,80,0.04294149221685454,1863,22,8.146001073537306
joint_mm_0236,least_laxity_first,40,134,40,7,9,18,82,0.04832056570418385,1697,35,18.696523276370066
joint_mm_0236,kv_constrained_online,56,193,56,7,18,30,82,0.042909471480900054,1911,24,8.869701726844584
joint_mm_0237,full_prefill,0,0,0,0,519,1891,628,0.5220282626766417,1203,48,13.686616791354947
joint_mm_0237,chunked_prefill_small,0,0,0,0,290,1155,416,0.3244929797191888,1282,49,14.282371294851794
joint_mm_0237,estimated_service_time_first,397,3022,397,14,429,1548,614,0.4815686274509804,1275,48,12.616470588235295
joint_mm_0237,weighted_fair_share,427,3317,427,15,327,1319,607,0.4683641975308642,1296,48,12.973765432098766
joint_mm_0237,least_laxity_first,250,1833,250,15,469,2017,613,0.5400881057268723,1135,48,20.3488986784141
joint_mm_0237,kv_constrained_online,428,3173,428,15,286,1304,609,0.4663093415007657,1306,48,13.846860643185298
joint_mm_0238,full_prefill,0,0,0,0,36,93,187,0.2084726867335563,897,26,9.507246376811594
joint_mm_0238,chunked_prefill_small,0,0,0,0,0,0,4,0.003669724770642202,1090,32,12.563302752293579
joint_mm_0238,estimated_service_time_first,120,445,120,7,39,96,186,0.19375,960,24,6.759375
joint_mm_0238,weighted_fair_share,115,437,115,7,28,85,186,0.19456066945606695,956,24,6.844142259414226
joint_mm_0238,least_laxity_first,75,228,75,7,43,108,187,0.20238095238095238,924,31,12.612554112554113
joint_mm_0238,kv_constrained_online,120,473,120,7,39,97,189,0.1926605504587156,981,23,6.619775739041794
joint_mm_0239,full_prefill,7,13,7,3,7,8,21,0.05785123966942149,363,18,3.0578512396694215
joint_mm_0239,chunked_prefill_small,0,0,0,0,0,0,1,0.0026595744680851063,376,18,3.377659574468085
joint_mm_0239,estimated_service_time_first,11,104,11,15,10,13,20,0.0547945205479452,365,17,2.591780821917808
joint_mm_0239,weighted_fair_share,11,102,11,13,10,12,20,0.0547945205479452,365,17,2.591780821917808
joint_mm_0239,least_laxity_first,8,31,8,8,4,4,21,0.058333333333333334,360,21,3.3777777777777778
joint_mm_0239,kv_constrained_online,12,106,12,13,10,14,21,0.05737704918032787,366,17,2.6420765027322406
