scenario_id,step,acquisition_type,alt_policy_id,chosen_policy_id,canonical_ref_action,canonical_alt_action,sbs_ref_anwg,sbs_cf_anwg,sbs_delta_anwg,sbs_abs_delta_anwg,sbs_nonzero,alive_delta_anwg,alive_abs_delta_anwg,alive_nonzero,fold,n_elevated_mechanisms,live_fingerprint_unchanged,cf_extra_steps,ref_extra_steps
joint_mm_0071,1030,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (26,)),)",(),0.09999999999999998,0.1267953479905309,0.026795347990530932,0.026795347990530932,True,0.0,0.0,False,2,3,True,2856,2861
joint_mm_0071,1213,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (20,)),)",(),0.09999999999999998,0.09999999999999998,0.0,0.0,False,0.0,0.0,False,2,3,True,2678,2657
joint_mm_0072,9,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.6128650457684139,0.6128650457684139,0.0,0.0,False,0.0,0.0,False,2,4,True,556,556
joint_mm_0072,25,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (1, 2, 3)),)","((0, (1, 2, 3)),)",0.6128650457684139,0.6128650457684139,0.0,0.0,False,0.0,0.0,False,2,4,True,540,540
joint_mm_0072,30,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (4,)),)","((0, (4,)),)",0.6128650457684139,0.6128650457684139,0.0,0.0,False,0.0,0.0,False,2,4,True,535,535
joint_mm_0072,39,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (5,)),)","((0, (5,)),)",0.6128650457684139,0.6128650457684139,0.0,0.0,False,0.0,0.0,False,2,4,True,526,526
joint_mm_0072,46,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (6,)),)","((0, (6,)),)",0.6128650457684139,0.6128650457684139,0.0,0.0,False,0.0,0.0,False,2,4,True,519,519
joint_mm_0072,66,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (15, 20, 21)),)",(),0.612865045768414,0.6128650457684139,-1.1102230246251565e-16,1.1102230246251565e-16,False,0.0,0.0,False,2,4,True,499,501
joint_mm_0072,74,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (16,)),)",(),0.5774331964846142,0.612865045768414,0.03543184928379983,0.03543184928379983,True,0.0,0.0,False,2,4,True,493,499
joint_mm_0072,88,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (17,)),)",(),0.5774331964846141,0.5774331964846142,1.1102230246251565e-16,1.1102230246251565e-16,False,0.0,0.0,False,2,4,True,485,484
joint_mm_0072,132,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (24,)),)",(),0.5774331964846141,0.5774331964846141,0.0,0.0,False,0.0,0.0,False,2,4,True,440,442
joint_mm_0072,138,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (26,)),)",(),0.5774331964846141,0.5774331964846141,0.0,0.0,False,0.0,0.0,False,2,4,True,436,436
joint_mm_0072,139,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (30,)),)",(),0.5774331964846141,0.5774331964846141,0.0,0.0,False,0.0,0.0,False,2,4,True,435,435
joint_mm_0072,140,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (28,)),)",(),0.5774331964846141,0.5774331964846141,0.0,0.0,False,0.0,0.0,False,2,4,True,434,434
joint_mm_0072,142,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (33,)),)",(),0.5774331964846141,0.5774331964846141,0.0,0.0,False,0.0,0.0,False,2,4,True,432,432
joint_mm_0072,149,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (32,)),)",(),0.5774331964846141,0.5774331964846141,0.0,0.0,False,0.0,0.0,False,2,4,True,425,425
joint_mm_0072,158,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (34,)),)",(),0.5774331964846141,0.5774331964846141,0.0,0.0,False,0.0,0.0,False,2,4,True,416,416
joint_mm_0073,6,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.3911072134401658,0.3911072134401658,0.0,0.0,False,0.0,0.0,False,3,3,True,835,835
joint_mm_0073,33,AGREEMENT_CONTROL,least_laxity_first,weighted_fair_share,"((0, (1,)),)","((0, (1,)),)",0.3911072134401658,0.3911072134401658,0.0,0.0,False,0.0,0.0,False,3,3,True,808,808
joint_mm_0073,44,AGREEMENT_CONTROL,least_laxity_first,weighted_fair_share,"((0, (2,)),)","((0, (2,)),)",0.3911072134401658,0.3911072134401658,0.0,0.0,False,0.0,0.0,False,3,3,True,797,797
joint_mm_0073,45,AGREEMENT_CONTROL,least_laxity_first,weighted_fair_share,"((0, (3, 4)),)","((0, (3, 4)),)",0.3911072134401658,0.3911072134401658,0.0,0.0,False,0.0,0.0,False,3,3,True,796,796
joint_mm_0073,46,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (5, 6, 7)),)",(),0.3911072134401658,0.379869801378804,-0.011237412061361807,0.011237412061361807,True,0.0,0.0,False,3,3,True,793,795
joint_mm_0073,47,AGREEMENT_CONTROL,chunked_prefill_small,full_prefill,(),(),0.3911072134401658,0.3911072134401658,0.0,0.0,False,0.0,0.0,False,3,3,True,794,794
joint_mm_0073,89,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (22,)),)",(),0.3911072134401658,0.3911072134401658,0.0,0.0,False,0.0,0.0,False,3,3,True,752,750
joint_mm_0073,95,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (15,)),)",(),0.379869801378804,0.3911072134401658,0.011237412061361807,0.011237412061361807,True,0.0,0.0,False,3,3,True,744,750
joint_mm_0073,113,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (37,)),)",(),0.2996210971492481,0.3911072134401658,0.09148611629091769,0.09148611629091769,True,0.0,0.0,False,3,3,True,732,746
joint_mm_0073,126,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (27, 40)),)",(),0.2616341170113677,0.2996210971492481,0.03798698013788043,0.03798698013788043,True,-0.0267495680765186,0.0267495680765186,True,3,3,True,734,758
joint_mm_0073,176,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (17,)),)",(),0.2728715290727295,0.2616341170113677,-0.011237412061361807,0.011237412061361807,True,0.0,0.0,False,3,3,True,710,722
joint_mm_0073,187,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (49,)),)",(),0.27287152907272944,0.2728715290727295,5.551115123125783e-17,5.551115123125783e-17,False,0.0,0.0,False,3,3,True,711,730
joint_mm_0073,197,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (28,)),)",(),0.27287152907272944,0.27287152907272944,0.0,0.0,False,0.0,0.0,False,3,3,True,720,737
joint_mm_0073,210,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (29,)),)",(),0.28410894113409124,0.27287152907272944,-0.011237412061361807,0.011237412061361807,True,0.0,0.0,False,3,3,True,723,754
joint_mm_0073,228,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (57,)),)",(),0.295346353195453,0.28410894113409124,-0.011237412061361751,0.011237412061361751,True,0.0,0.0,False,3,3,True,737,752
joint_mm_0074,11,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0, 1)),)","((0, (0, 1)),)",0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,198,198
joint_mm_0074,12,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (2, 3)),)","((0, (2, 3)),)",0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,197,197
joint_mm_0074,13,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (4,)),)","((0, (4,)),)",0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,196,196
joint_mm_0074,18,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (5,)),)","((0, (5,)),)",0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,191,191
joint_mm_0074,20,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (6, 7, 8)),)","((0, (6, 7, 8)),)",0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,189,189
joint_mm_0074,35,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (29, 30)),)","((0, (29,)),)",0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,174,174
joint_mm_0074,36,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (31,)),)",(),0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,173,173
joint_mm_0074,47,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (32,)),)",(),0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,162,162
joint_mm_0074,49,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (33,)),)",(),0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,160,160
joint_mm_0074,50,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (34,)),)",(),0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,159,159
joint_mm_0074,52,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (35,)),)",(),0.4075587726132374,0.4075587726132374,0.0,0.0,False,0.0,0.0,False,0,3,True,157,157
joint_mm_0075,2,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0,0.0,False,2,2,True,1706,1706
joint_mm_0075,17,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (1,)),)","((0, (1,)),)",0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0,0.0,False,2,2,True,1691,1691
joint_mm_0075,23,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (2,)),)","((0, (2,)),)",0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0,0.0,False,2,2,True,1685,1685
joint_mm_0075,48,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (3,)),)","((0, (3,)),)",0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0,0.0,False,2,2,True,1660,1660
joint_mm_0075,60,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (4,)),)","((0, (4,)),)",0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0,0.0,False,2,2,True,1648,1648
joint_mm_0075,166,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (12,)),)",(),0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0160240397785966,0.0160240397785966,True,2,2,True,1542,1542
joint_mm_0075,200,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (15, 16)),)","((0, (15,)),)",0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0160240397785966,0.0160240397785966,True,2,2,True,1508,1508
joint_mm_0075,201,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (17,)),)",(),0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0,0.0,False,2,2,True,1507,1507
joint_mm_0075,215,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (29,)),)",(),0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0160240397785966,0.0160240397785966,True,2,2,True,1493,1493
joint_mm_0075,239,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (31,)),)",(),0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0160240397785966,0.0160240397785966,True,2,2,True,1469,1469
joint_mm_0075,257,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (19, 34)),)",(),0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0160240397785966,0.0160240397785966,True,2,2,True,1451,1451
joint_mm_0075,288,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (36,)),)",(),0.7049784763060897,0.7049784763060897,0.0,0.0,False,0.0160240397785966,0.0160240397785966,True,2,2,True,1420,1420
joint_mm_0075,299,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (38,)),)",(),0.7210025160846866,0.7049784763060897,-0.0160240397785969,0.0160240397785969,True,-0.0113064237288817,0.0113064237288817,True,2,2,True,1409,1522
joint_mm_0075,309,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (25,)),)",(),0.7096960923558049,0.7210025160846866,0.011306423728881687,0.011306423728881687,True,0.0160240397785966,0.0160240397785966,True,2,2,True,1512,1529
joint_mm_0075,325,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (20,)),)",(),0.7096960923558049,0.693672052577208,-0.0160240397785969,0.0160240397785969,True,-1.1102230246251563e-16,1.1102230246251563e-16,False,2,2,True,1384,1513
joint_mm_0076,2,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,2025,2025
joint_mm_0076,78,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (1,)),)","((0, (1,)),)",0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1949,1949
joint_mm_0076,133,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (2,)),)","((0, (2,)),)",0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1894,1894
joint_mm_0076,176,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (3,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1851,1851
joint_mm_0076,186,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1841,1841
joint_mm_0076,187,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1840,1840
joint_mm_0076,199,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (4,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1828,1828
joint_mm_0076,204,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (5,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1823,1742
joint_mm_0076,254,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (6,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1692,1690
joint_mm_0076,283,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (7,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1661,1669
joint_mm_0076,294,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (8,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1658,1685
joint_mm_0076,428,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (14,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1551,1551
joint_mm_0076,493,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (12,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1486,1486
joint_mm_0076,499,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (11,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1481,1480
joint_mm_0076,544,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (15,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,1436,1435
joint_mm_0077,93,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.6049665067963853,0.6049665067963853,0.0,0.0,False,0.0,0.0,False,3,2,True,4114,4114
joint_mm_0077,173,AGREEMENT_CONTROL,least_laxity_first,weighted_fair_share,"((0, (1,)),)","((0, (1,)),)",0.6049665067963853,0.6049665067963853,0.0,0.0,False,0.0,0.0,False,3,2,True,4034,4034
joint_mm_0077,196,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (2,)),)","((0, (2,)),)",0.6049665067963853,0.6049665067963853,0.0,0.0,False,0.0,0.0,False,3,2,True,4011,4011
joint_mm_0077,203,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (3,)),)","((0, (3,)),)",0.6049665067963853,0.6049665067963853,0.0,0.0,False,0.0,0.0,False,3,2,True,4004,4004
joint_mm_0077,224,AGREEMENT_CONTROL,least_laxity_first,weighted_fair_share,"((0, (4,)),)","((0, (4,)),)",0.6049665067963853,0.6049665067963853,0.0,0.0,False,0.0,0.0,False,3,2,True,3983,3983
joint_mm_0077,503,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (9,)),)",(),0.6049665067963853,0.6049665067963853,0.0,0.0,False,-0.0234765547574695,0.0234765547574695,True,3,2,True,3704,3704
joint_mm_0077,593,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (10,)),)",(),0.6376980855343972,0.6049665067963853,-0.03273157873801191,0.03273157873801191,True,1.1102230246251563e-16,1.1102230246251563e-16,False,3,2,True,3614,3661
joint_mm_0077,718,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (28,)),)",(),0.6376980855343972,0.6376980855343972,0.0,0.0,False,0.0,0.0,False,3,2,True,3536,3536
joint_mm_0077,739,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (29,)),)",(),0.6376980855343971,0.6376980855343972,1.1102230246251565e-16,1.1102230246251565e-16,False,0.0,0.0,False,3,2,True,3516,3453
joint_mm_0077,881,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (11,)),)",(),0.6284430615538549,0.6376980855343971,0.009255023980542232,0.009255023980542232,True,0.0,0.0,False,3,2,True,3311,3372
joint_mm_0077,887,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (12,)),)",(),0.6284430615538549,0.6284430615538549,0.0,0.0,False,0.0,0.0,False,3,2,True,3366,3280
joint_mm_0077,921,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (16,)),)",(),0.6284430615538549,0.6284430615538549,0.0,0.0,False,0.0,0.0,False,3,2,True,3246,3246
joint_mm_0077,926,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (27,)),)",(),0.6191880375733126,0.6284430615538549,0.009255023980542232,0.009255023980542232,True,0.0,0.0,False,3,2,True,3241,3221
joint_mm_0077,946,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (35,)),)",(),0.6191880375733126,0.6191880375733126,0.0,0.0,False,-0.0234765547574695,0.0234765547574695,True,3,2,True,3201,3201
joint_mm_0077,954,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (13,)),)",(),0.6376980855343972,0.6191880375733126,-0.018510047961084575,0.018510047961084575,True,0.0,0.0,False,3,2,True,3194,3191
joint_mm_0078,2,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (0,)),)","((0, (0,)),)",0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1266,1266
joint_mm_0078,46,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (1,)),)","((0, (1,)),)",0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1222,1222
joint_mm_0078,78,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (2,)),)","((0, (2,)),)",0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1190,1190
joint_mm_0078,125,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (3,)),)","((0, (3,)),)",0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1143,1143
joint_mm_0078,126,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (4,)),)","((0, (4,)),)",0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1142,1142
joint_mm_0078,128,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (5, 6, 7, 8)),)","((0, (5, 6)),)",0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1140,1140
joint_mm_0078,139,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (10,)),)",(),0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1129,1129
joint_mm_0078,182,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (11,)),)",(),0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1086,1086
joint_mm_0078,200,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (13,)),)",(),0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1068,1068
joint_mm_0078,203,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (14,)),)",(),0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1065,1065
joint_mm_0078,250,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (16,)),)",(),0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1018,1018
joint_mm_0078,259,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (17,)),)",(),0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,1008,1009
joint_mm_0078,292,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (20,)),)",(),0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,976,974
joint_mm_0078,303,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (18,)),)",(),0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,963,963
joint_mm_0078,308,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (21,)),)",(),0.05134385337899787,0.05134385337899787,0.0,0.0,False,0.0,0.0,False,1,4,True,958,958
joint_mm_0079,20,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,1057,1057
joint_mm_0079,25,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (1,)),)","((0, (1,)),)",0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,1052,1052
joint_mm_0079,32,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (2,)),)","((0, (2,)),)",0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,1045,1045
joint_mm_0079,67,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (3,)),)","((0, (3,)),)",0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,1010,1010
joint_mm_0079,75,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (4,)),)","((0, (4,)),)",0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,1002,1002
joint_mm_0079,238,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (33,)),)",(),0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,839,839
joint_mm_0079,257,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (35,)),)",(),0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,820,820
joint_mm_0079,296,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (34, 36)),)",(),0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,781,781
joint_mm_0079,393,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (38,)),)",(),0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,684,684
joint_mm_0079,425,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (37,)),)",(),0.5743492758085197,0.5628919274842169,-0.011457348324302785,0.011457348324302785,True,0.0,0.0,False,4,4,True,652,652
joint_mm_0079,442,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (39,)),)",(),0.5743492758085197,0.5743492758085197,0.0,0.0,False,0.0,0.0,False,4,4,True,635,632
joint_mm_0079,446,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (40,)),)",(),0.5628919274842169,0.5743492758085197,0.011457348324302785,0.011457348324302785,True,0.0,0.0,False,4,4,True,628,628
joint_mm_0079,487,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (41,)),)",(),0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,587,587
joint_mm_0079,506,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (42,)),)",(),0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,568,568
joint_mm_0079,507,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (43,)),)",(),0.5628919274842169,0.5628919274842169,0.0,0.0,False,0.0,0.0,False,4,4,True,567,567
joint_mm_0080,2,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.7963025709072628,0.7963025709072628,0.0,0.0,False,0.0,0.0,False,4,4,True,619,619
joint_mm_0080,3,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (1,)),)","((0, (1,)),)",0.7963025709072628,0.7963025709072628,0.0,0.0,False,0.0,0.0,False,4,4,True,618,618
joint_mm_0080,5,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (2,)),)","((0, (2,)),)",0.7963025709072628,0.7963025709072628,0.0,0.0,False,0.0,0.0,False,4,4,True,616,616
joint_mm_0080,8,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (3,)),)","((0, (3,)),)",0.7963025709072628,0.7963025709072628,0.0,0.0,False,0.0,0.0,False,4,4,True,613,613
joint_mm_0080,10,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (4,)),)","((0, (4,)),)",0.7963025709072628,0.7963025709072628,0.0,0.0,False,0.0,0.0,False,4,4,True,611,611
joint_mm_0080,53,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (37, 38, 39)),)",(),0.7963025709072628,0.7963025709072628,0.0,0.0,False,0.0,0.0,False,4,4,True,568,568
joint_mm_0080,55,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (40,)),)",(),0.7752597980970545,0.7752597980970547,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0,False,4,4,True,565,563
joint_mm_0080,59,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (41,)),)",(),0.787044880300745,0.7752597980970545,-0.011785082203690567,0.011785082203690567,True,0.0,0.0,False,4,4,True,559,554
joint_mm_0080,65,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (42, 43)),)",(),0.7752597980970545,0.787044880300745,0.011785082203690567,0.011785082203690567,True,0.0,0.0,False,4,4,True,548,545
joint_mm_0080,67,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (44,)),)",(),0.7752597980970547,0.7752597980970545,-2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0,False,4,4,True,543,543
joint_mm_0080,68,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (45, 46)),)",(),0.7752597980970545,0.7752597980970547,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0,False,4,4,True,542,542
