scenario_id,step,acquisition_type,alt_policy_id,chosen_policy_id,canonical_ref_action,canonical_alt_action,sbs_ref_anwg,sbs_cf_anwg,sbs_delta_anwg,sbs_abs_delta_anwg,sbs_nonzero,alive_delta_anwg,alive_abs_delta_anwg,alive_nonzero,fold,n_elevated_mechanisms,live_fingerprint_unchanged,cf_extra_steps,ref_extra_steps
joint_mm_0001,146,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (49,)),)",(),0.1736121559773075,0.1736121559773075,0.0,0.0,False,0.0,0.0,False,1,4,True,418,401
joint_mm_0001,153,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (38,)),)",(),0.19100649811530496,0.1736121559773075,-0.017394342137997454,0.017394342137997454,True,0.0,0.0,False,1,4,True,394,401
joint_mm_0001,156,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (44,)),)",(),0.17558166792627022,0.19100649811530496,0.015424830189034733,0.015424830189034733,True,0.0,0.0,False,1,4,True,398,387
joint_mm_0002,7,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.37450315522490585,0.37450315522490585,0.0,0.0,False,0.0,0.0,False,2,1,True,2737,2737
joint_mm_0002,109,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (2, 5, 6)),)",(),0.4435303157633335,0.37450315522490585,-0.06902716053842767,0.06902716053842767,True,0.0,0.0,False,2,1,True,2636,2632
joint_mm_0002,110,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,(),(),0.4435303157633335,0.4435303157633335,0.0,0.0,False,0.0,0.0,False,2,1,True,2631,2631
joint_mm_0002,111,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,(),(),0.4435303157633335,0.4435303157633335,0.0,0.0,False,0.0,0.0,False,2,1,True,2630,2630
joint_mm_0002,112,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,(),(),0.4435303157633335,0.4435303157633335,0.0,0.0,False,0.0,0.0,False,2,1,True,2629,2629
joint_mm_0002,113,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,(),(),0.4435303157633335,0.4435303157633335,0.0,0.0,False,0.0,0.0,False,2,1,True,2628,2628
joint_mm_0002,134,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (7,)),)",(),0.4435303157633335,0.4237004117605034,-0.019829904002830134,0.019829904002830134,True,-0.0396598080056603,0.0396598080056603,True,2,1,True,2610,2607
joint_mm_0002,165,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (13,)),)",(),0.38404060375484295,0.4435303157633335,0.05948971200849057,0.05948971200849057,True,0.0,0.0,False,2,1,True,2576,2540
joint_mm_0002,174,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (24,)),)",(),0.3752581621678619,0.38404060375484295,0.008782441586981049,0.008782441586981049,True,0.0,0.0,False,2,1,True,2532,2541
joint_mm_0002,221,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (3,)),)",(),0.3554282581650317,0.3752581621678619,0.01982990400283019,0.01982990400283019,True,-0.0396598080056603,0.0396598080056603,True,2,1,True,2494,2476
joint_mm_0002,241,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (1,)),)",(),0.31576845015937133,0.3554282581650317,0.03965980800566038,0.03965980800566038,True,0.0,0.0,False,2,1,True,2456,2478
joint_mm_0002,292,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (31,)),)",(),0.3752581621678619,0.31576845015937133,-0.05948971200849057,0.05948971200849057,True,-0.0396598080056603,0.0396598080056603,True,2,1,True,2427,2426
joint_mm_0002,339,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (36,)),)",(),0.3752581621678619,0.3657207136379248,-0.009537448529937098,0.009537448529937098,True,0.0,0.0,False,2,1,True,2379,2362
joint_mm_0002,370,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (11,)),)",(),0.39508806617069214,0.3752581621678619,-0.019829904002830245,0.019829904002830245,True,0.0,0.0,False,2,1,True,2331,2329
joint_mm_0002,439,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (22,)),)",(),0.3752581621678619,0.39508806617069214,0.019829904002830245,0.019829904002830245,True,-0.0396598080056603,0.0396598080056603,True,2,1,True,2262,2254
joint_mm_0003,15,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (0,)),)","((0, (0,)),)",0.4910076124227439,0.4910076124227439,0.0,0.0,False,0.0,0.0,False,1,2,True,2834,2834
joint_mm_0003,86,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (1, 2)),)","((0, (1, 2)),)",0.4910076124227439,0.4910076124227439,0.0,0.0,False,0.0,0.0,False,1,2,True,2763,2763
joint_mm_0003,171,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (3,)),)","((0, (3,)),)",0.4910076124227439,0.4910076124227439,0.0,0.0,False,0.0,0.0,False,1,2,True,2678,2678
joint_mm_0003,198,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (4,)),)","((0, (4,)),)",0.4910076124227439,0.4910076124227439,0.0,0.0,False,0.0,0.0,False,1,2,True,2651,2651
joint_mm_0003,207,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (5,)),)","((0, (5,)),)",0.4910076124227439,0.4910076124227439,0.0,0.0,False,0.0,0.0,False,1,2,True,2642,2642
joint_mm_0003,210,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (6, 7, 8)),)",(),0.4910076124227439,0.4910076124227439,0.0,0.0,False,0.0,0.0,False,1,2,True,2639,2639
joint_mm_0003,318,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (9,)),)",(),0.4910076124227439,0.4910076124227439,0.0,0.0,False,0.0,0.0,False,1,2,True,2531,2531
joint_mm_0003,362,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (10,)),)",(),0.4910076124227439,0.4910076124227439,0.0,0.0,False,0.0,0.0,False,1,2,True,2487,2487
joint_mm_0003,430,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (11,)),)",(),0.4392354917490723,0.4910076124227439,0.051772120673671596,0.051772120673671596,True,0.0,0.0,False,1,2,True,2419,2456
joint_mm_0003,471,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (12,)),)",(),0.44713677693139586,0.4392354917490723,-0.00790128518232358,0.00790128518232358,True,0.0,0.0,False,1,2,True,2415,2323
joint_mm_0003,482,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (13,)),)",(),0.44713677693139586,0.44713677693139586,0.0,0.0,False,0.0,0.0,False,1,2,True,2311,2330
joint_mm_0003,533,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (14,)),)",(),0.40326594144004785,0.44713677693139586,0.043870835491348015,0.043870835491348015,True,0.0,0.0,False,1,2,True,2279,2313
joint_mm_0003,535,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (15,)),)",(),0.40326594144004785,0.40326594144004785,0.0,0.0,False,0.0,0.0,False,1,2,True,2311,2311
joint_mm_0003,687,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (16,)),)",(),0.377379881103212,0.40326594144004785,0.025886060336835826,0.025886060336835826,True,0.0,0.0,False,1,2,True,2160,2103
joint_mm_0003,731,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (17,)),)",(),0.4032659414400479,0.4032659414400479,0.0,0.0,False,0.0,0.0,False,1,2,True,2136,2134
joint_mm_0004,138,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (0, 1, 2, 3)),)",(),0.0,0.012895048521486088,0.012895048521486088,0.012895048521486088,True,0.0,0.0,False,0,3,True,5288,5301
joint_mm_0004,139,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,5300,5300
joint_mm_0004,140,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,5299,5299
joint_mm_0004,141,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,5298,5298
joint_mm_0004,142,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,5297,5297
joint_mm_0004,143,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,5296,5296
joint_mm_0004,325,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (4,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,5154,5153
joint_mm_0004,435,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (5,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,5043,5020
joint_mm_0004,596,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (6,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,4860,4815
joint_mm_0004,660,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (7,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,4751,4730
joint_mm_0004,669,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (8,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,4721,4725
joint_mm_0004,800,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (9,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,4594,4594
joint_mm_0004,959,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (24,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,4435,4505
joint_mm_0004,983,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (30,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,4482,4187
joint_mm_0004,1184,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (16,)),)",(),0.0,0.0,0.0,0.0,False,0.0,0.0,False,0,3,True,3987,3941
joint_mm_0005,17,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.18141398516287852,0.18141398516287852,0.0,0.0,False,0.0,0.0,False,3,3,True,2150,2150
joint_mm_0005,33,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (1,)),)","((0, (1,)),)",0.18141398516287852,0.18141398516287852,0.0,0.0,False,0.0,0.0,False,3,3,True,2134,2134
joint_mm_0005,49,AGREEMENT_CONTROL,chunked_prefill_small,full_prefill,"((0, (2,)),)","((0, (2,)),)",0.18141398516287852,0.18141398516287852,0.0,0.0,False,0.0,0.0,False,3,3,True,2118,2118
joint_mm_0005,108,AGREEMENT_CONTROL,least_laxity_first,weighted_fair_share,"((0, (3,)),)","((0, (3,)),)",0.18141398516287852,0.18141398516287852,0.0,0.0,False,0.0,0.0,False,3,3,True,2059,2059
joint_mm_0005,115,AGREEMENT_CONTROL,chunked_prefill_small,full_prefill,"((0, (4,)),)","((0, (4,)),)",0.18141398516287852,0.18141398516287852,0.0,0.0,False,0.0,0.0,False,3,3,True,2052,2052
joint_mm_0005,534,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (20,)),)",(),0.18141398516287852,0.18141398516287852,0.0,0.0,False,0.0,0.0,False,3,3,True,1633,1633
joint_mm_0005,553,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (21,)),)",(),0.16194138058042706,0.18141398516287852,0.019472604582451453,0.019472604582451453,True,0.0,0.0,False,3,3,True,1614,1629
joint_mm_0005,554,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (22,)),)",(),0.16194138058042706,0.16194138058042706,0.0,0.0,False,0.0,0.0,False,3,3,True,1628,1628
joint_mm_0005,589,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (24,)),)",(),0.16194138058042706,0.16194138058042706,0.0,0.0,False,0.0,0.0,False,3,3,True,1593,1593
joint_mm_0005,614,DISAGREEMENT,full_prefill,least_laxity_first,"((0, (36,)),)",(),0.16194138058042706,0.16194138058042706,0.0,0.0,False,0.0,0.0,False,3,3,True,1568,1514
joint_mm_0005,630,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (23,)),)",(),0.16194138058042706,0.16194138058042706,0.0,0.0,False,0.0,0.0,False,3,3,True,1498,1531
joint_mm_0005,631,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (25,)),)",(),0.16194138058042706,0.16194138058042706,0.0,0.0,False,0.0,0.0,False,3,3,True,1530,1496
joint_mm_0005,632,DISAGREEMENT,chunked_prefill_small,full_prefill,"((0, (26,)),)",(),0.16194138058042706,0.16194138058042706,0.0,0.0,False,0.0,0.0,False,3,3,True,1495,1488
joint_mm_0005,674,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (39,)),)",(),0.16194138058042706,0.16194138058042706,0.0,0.0,False,0.0,0.0,False,3,3,True,1446,1446
joint_mm_0005,684,DISAGREEMENT,full_prefill,kv_constrained_online,"((0, (38,)),)",(),0.16194138058042706,0.16194138058042706,0.0,0.0,False,0.0,0.0,False,3,3,True,1436,1436
joint_mm_0006,14,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (0,)),)","((0, (0,)),)",0.31863424252273753,0.31863424252273753,0.0,0.0,False,0.0,0.0,False,1,1,True,3732,3732
joint_mm_0006,112,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (1,)),)","((0, (1,)),)",0.31863424252273753,0.31863424252273753,0.0,0.0,False,0.0,0.0,False,1,1,True,3634,3634
joint_mm_0006,117,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (2,)),)","((0, (2,)),)",0.31863424252273753,0.31863424252273753,0.0,0.0,False,0.0,0.0,False,1,1,True,3629,3629
joint_mm_0006,297,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (3,)),)","((0, (3,)),)",0.31863424252273753,0.31863424252273753,0.0,0.0,False,0.0,0.0,False,1,1,True,3449,3449
joint_mm_0006,336,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (4,)),)",(),0.31863424252273753,0.31863424252273753,0.0,0.0,False,0.0,0.0,False,1,1,True,3410,3410
joint_mm_0006,367,AGREEMENT_CONTROL,least_laxity_first,weighted_fair_share,(),(),0.31863424252273753,0.31863424252273753,0.0,0.0,False,0.0,0.0,False,1,1,True,3379,3379
joint_mm_0006,390,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (5,)),)",(),0.31863424252273753,0.31863424252273753,0.0,0.0,False,0.0,0.0,False,1,1,True,3356,3356
joint_mm_0006,472,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (6,)),)",(),0.2753279293093452,0.31863424252273753,0.043306313213392345,0.043306313213392345,True,0.0,0.0,False,1,1,True,3274,3308
joint_mm_0006,489,DISAGREEMENT,full_prefill,chunked_prefill_small,"((0, (7,)),)",(),0.2753279293093452,0.2753279293093452,0.0,0.0,False,0.0,0.0,False,1,1,True,3293,3291
joint_mm_0006,560,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (10,)),)",(),0.2753279293093452,0.2753279293093452,0.0,0.0,False,0.0,0.0,False,1,1,True,3220,3220
joint_mm_0006,586,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (9,)),)",(),0.33333333333333337,0.290027020119941,-0.043306313213392345,0.043306313213392345,True,0.0,0.0,False,1,1,True,3198,3190
joint_mm_0006,640,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (13,)),)",(),0.39133873735732155,0.33333333333333337,-0.05800540402398818,0.05800540402398818,True,0.0,0.0,False,1,1,True,3136,3104
joint_mm_0006,706,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (14,)),)",(),0.38975681892053116,0.39133873735732155,0.0015819184367903971,0.0015819184367903971,True,0.0,0.0,False,1,1,True,3039,3058
joint_mm_0006,839,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (17,)),)",(),0.38975681892053116,0.38975681892053116,0.0,0.0,False,0.0,0.0,False,1,1,True,2926,2925
joint_mm_0006,876,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (19,)),)",(),0.34724146492553404,0.38975681892053116,0.04251535399499712,0.04251535399499712,True,0.0,0.0,False,1,1,True,2888,2877
joint_mm_0007,240,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.1826458159949274,0.1826458159949274,0.0,0.0,False,0.0,0.0,False,0,4,True,5953,5953
joint_mm_0007,241,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (2, 3, 4)),)",(),0.1826458159949274,0.19660185955781004,0.01395604356288263,0.01395604356288263,True,0.0,0.0,False,0,4,True,5685,5952
joint_mm_0007,242,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.1826458159949274,0.1826458159949274,0.0,0.0,False,0.0,0.0,False,0,4,True,5951,5951
joint_mm_0007,243,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.1826458159949274,0.1826458159949274,0.0,0.0,False,0.0,0.0,False,0,4,True,5950,5950
joint_mm_0007,244,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.1826458159949274,0.1826458159949274,0.0,0.0,False,0.0,0.0,False,0,4,True,5949,5949
joint_mm_0007,245,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,(),(),0.1826458159949274,0.1826458159949274,0.0,0.0,False,0.0,0.0,False,0,4,True,5948,5948
joint_mm_0007,327,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (5,)),)",(),0.1826458159949274,0.1826458159949274,0.0,0.0,False,0.0,0.0,False,0,4,True,5866,5866
joint_mm_0007,354,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (1,)),)",(),0.1826458159949274,0.1826458159949274,0.0,0.0,False,0.0,0.0,False,0,4,True,5839,5839
joint_mm_0007,602,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (14,)),)",(),0.1826458159949274,0.1826458159949274,0.0,0.0,False,0.0,0.0,False,0,4,True,5591,5591
joint_mm_0007,671,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (18,)),)",(),0.21359256176875985,0.19660185955781004,-0.01699070221094981,0.01699070221094981,True,0.0,0.0,False,0,4,True,5254,5254
joint_mm_0007,693,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (15,)),)",(),0.19660185955781004,0.21359256176875985,0.01699070221094981,0.01699070221094981,True,0.0,0.0,False,0,4,True,5233,5231
joint_mm_0007,731,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (16,)),)",(),0.1826458159949274,0.19660185955781004,0.01395604356288263,0.01395604356288263,True,0.0,0.0,False,0,4,True,5193,5248
joint_mm_0007,750,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (19,)),)",(),0.19660185955781004,0.1826458159949274,-0.01395604356288263,0.01395604356288263,True,0.0,0.0,False,0,4,True,5229,5180
joint_mm_0007,753,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (24,)),)",(),0.19660185955781004,0.19660185955781004,0.0,0.0,False,0.0,0.0,False,0,4,True,5177,5177
joint_mm_0007,821,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (28,)),)",(),0.19660185955781004,0.19660185955781004,0.0,0.0,False,0.0,0.0,False,0,4,True,5109,5107
joint_mm_0008,509,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (0,)),)","((0, (0,)),)",0.22650558421031033,0.22650558421031033,0.0,0.0,False,0.0,0.0,False,0,3,True,3020,3020
joint_mm_0008,532,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (1,)),)","((0, (1,)),)",0.22650558421031033,0.22650558421031033,0.0,0.0,False,0.0,0.0,False,0,3,True,2997,2997
joint_mm_0008,551,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (2,)),)","((0, (2,)),)",0.22650558421031033,0.22650558421031033,0.0,0.0,False,0.0,0.0,False,0,3,True,2978,2978
joint_mm_0008,552,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (3,)),)","((0, (3,)),)",0.22650558421031033,0.22650558421031033,0.0,0.0,False,0.0,0.0,False,0,3,True,2977,2977
joint_mm_0008,559,AGREEMENT_CONTROL,weighted_fair_share,estimated_service_time_first,"((0, (4,)),)","((0, (4,)),)",0.22650558421031033,0.22650558421031033,0.0,0.0,False,0.0,0.0,False,0,3,True,2970,2970
joint_mm_0008,563,DISAGREEMENT,full_prefill,estimated_service_time_first,"((0, (5, 6, 7)),)",(),0.22650558421031033,0.19148748161285442,-0.035018102597455913,0.035018102597455913,True,0.0350181025974558,0.0350181025974558,True,0,3,True,2905,2966
joint_mm_0008,657,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (10,)),)",(),0.22650558421031033,0.22650558421031033,0.0,0.0,False,0.0,0.0,False,0,3,True,2872,2872
joint_mm_0008,688,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (17,)),)",(),0.22650558421031033,0.22650558421031033,0.0,0.0,False,0.0,0.0,False,0,3,True,2841,2841
joint_mm_0008,697,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (13,)),)",(),0.1941476436088374,0.22650558421031033,0.03235794060147293,0.03235794060147293,True,0.0,0.0,False,0,3,True,2832,2781
joint_mm_0008,773,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (58,)),)",(),0.2143168569035484,0.1941476436088374,-0.020169213294710997,0.020169213294710997,True,0.0,0.0,False,0,3,True,2705,2694
joint_mm_0008,786,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (36,)),)",(),0.2116566949075654,0.2143168569035484,0.0026601619959830125,0.0026601619959830125,True,0.0,0.0,False,0,3,True,2681,2681
joint_mm_0008,825,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (37,)),)",(),0.2116566949075654,0.2116566949075654,0.0,0.0,False,0.0,0.0,False,0,3,True,2642,2642
joint_mm_0008,848,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (49,)),)",(),0.19414764360883743,0.2116566949075654,0.017509051298727957,0.017509051298727957,True,0.0,0.0,False,0,3,True,2619,2620
joint_mm_0008,882,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (56,)),)",(),0.19414764360883743,0.19414764360883743,0.0,0.0,False,0.0,0.0,False,0,3,True,2586,2586
joint_mm_0008,909,DISAGREEMENT,full_prefill,weighted_fair_share,"((0, (33,)),)",(),0.19414764360883743,0.19414764360883743,0.0,0.0,False,0.0,0.0,False,0,3,True,2559,2559
joint_mm_0009,15,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (0,)),)","((0, (0,)),)",0.2660584844759415,0.2660584844759415,0.0,0.0,False,0.0,0.0,False,1,5,True,360,360
joint_mm_0009,16,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (1,)),)","((0, (1,)),)",0.2660584844759415,0.2660584844759415,0.0,0.0,False,0.0,0.0,False,1,5,True,359,359
joint_mm_0009,17,AGREEMENT_CONTROL,estimated_service_time_first,chunked_prefill_small,"((0, (2, 3, 4, 5, 6)),)","((0, (2, 3, 4, 5, 6)),)",0.2660584844759415,0.2660584844759415,0.0,0.0,False,0.0,0.0,False,1,5,True,358,358
