scenario_id,a_hgb_anwg,a_hgb_regret,a_hgb_catastrophic,wrong_vbs,abs_mass,n_nonzero,max_abs
joint_mm_0000,0.1928770189717766,0.0,False,True,0.0,0,0.0
joint_mm_0001,0.2084008402533023,0.01739434213799751,False,True,0.0,0,0.0
joint_mm_0002,0.3745031552249058,0.048442249592641484,False,True,0.1586392320226412,4,0.0396598080056603
joint_mm_0003,0.4910076124227439,0.0,False,False,0.0,0,0.0
joint_mm_0004,0.0,0.0,False,True,0.0,0,0.0
joint_mm_0005,0.1722937372637343,0.009120247899144202,False,True,0.0,0,0.0
joint_mm_0006,0.3480324241439292,0.014699090810595783,False,True,0.0,0,0.0
joint_mm_0007,0.1826458159949274,0.010921384914815396,False,True,0.0,0,0.0
joint_mm_0008,0.2318259082022763,0.0,False,False,0.0350181025974558,1,0.0350181025974558
joint_mm_0009,0.2767641407932358,0.01070565631729431,False,True,0.0,0,0.0
joint_mm_0010,0.0089558548074906,0.0,False,True,0.0,0,0.0
joint_mm_0011,0.2347408227884425,0.07401888634411402,True,True,0.0,0,0.0
joint_mm_0012,0.8281956516868711,0.0,False,True,0.0,0,0.0
joint_mm_0013,0.2063340723471772,0.0,False,False,0.0,0,0.0
joint_mm_0014,0.0280147888662426,0.0,False,True,0.0,0,0.0
joint_mm_0015,0.4492557279549758,0.0,False,False,0.0,0,0.0
joint_mm_0016,0.8164086616357749,0.08204330817887417,False,True,0.0,0,0.0
joint_mm_0017,0.2538548027579791,0.007200577073114001,False,True,0.0,0,0.0
joint_mm_0018,0.1662663003496926,0.053957496091367824,False,True,0.0,0,0.0
joint_mm_0019,0.1733445383725012,0.04936607098441312,True,True,0.0,0,0.0
joint_mm_0020,0.3563645452083936,0.0,False,False,0.1006457562795864,5,0.0251614390698966
joint_mm_0021,0.3832420119933728,0.02766608889898159,False,True,0.5622382945300902,9,0.1000812484321426
joint_mm_0022,0.3671544913750625,0.013219217535789085,True,True,0.07728995306938172,4,0.0320353677667963
joint_mm_0023,0.0,0.0,False,True,0.0,0,0.0
joint_mm_0024,0.3043755350444881,0.0009286398675699692,False,True,0.023270635023796,1,0.023270635023796
joint_mm_0025,0.0313058259878379,0.0,False,False,0.0,0,0.0
joint_mm_0026,0.0616726075720103,0.0,False,True,0.0,0,0.0
joint_mm_0027,0.0105003054906094,0.0105003054906094,False,True,0.0,0,0.0
joint_mm_0028,0.0697571544677271,0.0,False,False,0.0,0,0.0
joint_mm_0029,0.1462078265927736,0.0,False,False,0.0208836248737771,1,0.0208836248737771
joint_mm_0030,0.2760402041028285,0.0,False,True,0.0,0,0.0
joint_mm_0031,0.7736181203677379,0.0,False,False,0.0268897616238855,1,0.0268897616238855
joint_mm_0032,0.5658108235637854,0.0,False,False,0.0,0,0.0
joint_mm_0033,0.8146573601849728,0.0,False,True,1.1102230246251563e-16,0,1.1102230246251563e-16
joint_mm_0034,0.0415831643741783,0.03903520740824921,False,True,0.0,0,0.0
joint_mm_0035,0.0078073070071868,0.015614614014373602,False,True,0.0,0,0.0
joint_mm_0036,0.0332702505105389,0.0,False,False,0.0110900835035129,1,0.0110900835035129
joint_mm_0037,0.3939562546424842,0.0113783894788404,False,True,0.0,0,0.0
joint_mm_0038,0.2416703344013643,0.0556307766821488,False,True,0.0070857173608868,1,0.0070857173608868
joint_mm_0039,0.2197432634200036,0.0,False,False,0.0244637656336375,2,0.0163809483028807
joint_mm_0040,0.4869918168709148,0.004149552430290471,False,True,0.1658430083614502,3,0.0761376496970756
joint_mm_0041,0.2026743959398294,0.029214347327509105,False,True,0.0410289567738088,4,0.0102572391934522
joint_mm_0042,0.1529463737636363,0.0451601564798329,True,True,0.0,0,0.0
joint_mm_0043,0.061010322022197,0.006670313366250902,False,True,0.0,0,0.0
joint_mm_0044,0.9804722423248904,0.0,False,False,0.0284467197377102,2,0.0142233598688551
joint_mm_0045,0.0327424307726403,0.0,False,False,0.0,0,0.0
joint_mm_0046,0.2374386990334089,0.011475034942629997,False,True,0.005737517471315,1,0.005737517471315
joint_mm_0047,0.9743745969815396,0.0,False,True,0.02562540301846082,1,0.0256254030184606
joint_mm_0048,0.7848558582822243,0.0,False,True,0.0,0,0.0
joint_mm_0049,0.4364852623061472,0.0275548742548814,False,True,0.0,0,0.0
joint_mm_0050,0.0957678493012916,0.025984133954407393,True,True,0.0259841339544074,1,0.0259841339544074
joint_mm_0051,0.2280445146985342,0.014317231451468293,True,True,0.0,0,0.0
joint_mm_0052,0.2169019021820298,0.1286403080007761,True,True,0.0,0,0.0
joint_mm_0053,0.7441891007207928,0.036939477360979134,False,True,0.0,0,0.0
joint_mm_0054,0.1768520970736403,0.1005333674843572,True,True,0.09152487673672399,4,0.0366099506946896
joint_mm_0055,0.1096895136746849,0.016182386301323695,True,True,0.0,0,0.0
joint_mm_0056,0.5299558102408024,0.0,False,False,0.0446296284776328,2,0.0223148142388164
joint_mm_0057,0.1591268913403263,0.0,False,True,0.0,0,0.0
joint_mm_0058,0.0153654750870281,0.0,False,True,0.0,0,0.0
joint_mm_0059,0.039369609350331,0.0,False,True,0.013123203116777,1,0.013123203116777
joint_mm_0060,0.1232913014561844,0.0062375407321898085,False,True,0.0,0,0.0
joint_mm_0061,0.2537119025126346,0.0,False,False,0.00985654705673,1,0.00985654705673
joint_mm_0062,0.4972709134717992,0.0,False,True,0.0,0,0.0
joint_mm_0063,0.1276708219360505,0.0,False,False,0.0089713693874892,1,0.0089713693874892
joint_mm_0064,0.5476481555890433,0.0,False,False,0.0832993740350049,3,0.0277664580116683
joint_mm_0065,0.1996650906441988,0.055137767997675724,False,True,0.0,0,0.0
joint_mm_0066,0.058792146435577,0.0,False,True,0.0,0,0.0
joint_mm_0067,0.1046755592889286,0.01815434462223489,True,True,0.0,0,0.0
joint_mm_0068,0.69027545825804,0.015564734182420659,False,True,0.1505785518487614,3,0.0501928506162538
joint_mm_0069,0.3534173867890979,0.052278651366262696,False,True,0.0,0,0.0
joint_mm_0070,0.3217558402512282,0.050074578385029156,False,True,0.075857651427836,3,0.0257830730428069
joint_mm_0071,0.223204652009469,0.04999999999999996,True,True,0.0,0,0.0
joint_mm_0072,0.5774331964846142,0.05380162089825269,True,True,0.0,0,0.0
joint_mm_0073,0.3911072134401658,0.006962668107566572,False,True,0.0267495680765186,1,0.0267495680765186
joint_mm_0074,0.4075587726132374,0.0,False,True,0.0,0,0.0
joint_mm_0075,0.7049784763060897,0.04807211933579081,False,True,0.12347470217905801,8,0.0160240397785966
joint_mm_0076,0.0,0.0,False,True,0.0,0,0.0
joint_mm_0077,0.6049665067963853,0.0,False,False,0.04695310951493911,2,0.0234765547574695
joint_mm_0078,0.0513438533789978,0.0102687706757996,False,True,0.0,0,0.0
joint_mm_0079,0.5628919274842169,0.011457348324302785,False,True,0.0,0,0.0
joint_mm_0080,0.7845174887035722,0.03282785501389884,True,True,0.0117850822036905,1,0.0117850822036905
joint_mm_0081,0.6568647758884784,0.0,False,False,0.0272265024571456,1,0.0272265024571456
joint_mm_0082,0.0,0.0175311905797344,True,True,0.0,0,0.0
joint_mm_0083,0.0359239666629192,0.0,False,True,0.0,0,0.0
joint_mm_0084,0.0364536073968155,0.009113401849203895,False,True,0.0,0,0.0
joint_mm_0085,0.3908534861527558,0.0,False,True,0.0,0,0.0
joint_mm_0086,0.2149634482496741,0.0892829465203874,False,True,0.072328526360082,5,0.0144657052720164
joint_mm_0087,0.568866048764827,0.02346517389550662,False,True,0.0,0,0.0
joint_mm_0088,0.2611303857959562,0.0,False,False,0.1834706590430086,7,0.044919051459527
joint_mm_0089,0.1855378037893079,0.0,False,False,0.0463844509473269,2,0.0361554905267302
joint_mm_0090,0.8835662925480074,0.022867104663447768,False,True,0.0,0,0.0
joint_mm_0091,0.7063492723653312,0.05257934857533397,False,True,0.0,0,0.0
joint_mm_0092,0.6528732179496761,0.0,False,False,0.0426963919318111,1,0.0426963919318111
joint_mm_0093,0.1272249974116046,0.0,False,False,0.0,0,0.0
joint_mm_0094,0.0672863795061895,0.023301562920951494,False,True,0.0466031258419028,4,0.0116507814604757
joint_mm_0095,0.3336262652716042,0.0980909095577342,False,True,0.0,0,0.0
joint_mm_0096,0.4727666014283525,0.09629677757180077,False,True,0.0,0,0.0
joint_mm_0097,1.0000000000000002,2.220446049250313e-16,False,True,2.220446049250313e-16,0,2.220446049250313e-16
joint_mm_0098,0.7084491999494243,0.023743314314614627,False,True,0.038930485609522,1,0.038930485609522
joint_mm_0099,0.4759131978935105,0.013480038074815792,False,True,0.035503602129061396,3,0.0151001100566123
joint_mm_0100,0.5841356669446693,0.02950615689545133,False,True,0.0442592353431768,3,0.0147530784477256
joint_mm_0101,0.114172387342589,0.06502887617740519,False,True,0.0163811703883945,1,0.0163811703883945
joint_mm_0102,0.1874042866685526,0.0,False,False,0.016691859712855,1,0.016691859712855
joint_mm_0103,0.0174420966547995,0.013488013084704702,True,True,0.0,0,0.0
joint_mm_0104,0.0,0.0,False,True,0.0,0,0.0
joint_mm_0105,0.0431969408818935,0.0,False,False,0.0,0,0.0
joint_mm_0106,0.5310122179005324,0.0,False,False,0.0,0,0.0
joint_mm_0107,0.5514181497797406,0.02441728962890577,False,True,0.0167087881729253,1,0.0167087881729253
joint_mm_0108,0.4048153989528581,0.0613694520793473,False,True,0.0,0,0.0
joint_mm_0109,0.6048249867799431,0.026389402220969638,False,True,0.0,0,0.0
joint_mm_0110,0.2696573737506841,0.009487030305692312,False,True,0.0,0,0.0
joint_mm_0111,0.0408691724509532,0.0381003626579883,True,True,0.0,0,0.0
joint_mm_0112,0.2201580456483646,0.02719546821422819,False,True,0.0,0,0.0
joint_mm_0113,0.2449895506322557,0.0,False,False,0.080701139923506,3,0.03431133321848
joint_mm_0114,1.0,2.220446049250313e-16,False,True,0.0,0,0.0
joint_mm_0115,0.1796461934408401,0.033487829728704815,False,True,0.0,0,0.0
joint_mm_0116,0.2516071950217693,0.07604162319614466,False,True,0.0,0,0.0
joint_mm_0117,0.4635599402543475,0.0,False,False,0.0,0,0.0
joint_mm_0118,0.2794652708485325,0.03234351242852668,False,True,0.0274579731577784,1,0.0274579731577784
joint_mm_0119,0.610747531825979,0.020831415542442167,False,True,0.0208314155424421,1,0.0208314155424421
joint_mm_0120,0.7617028084251335,0.0,False,False,0.0,0,0.0
joint_mm_0121,0.2873705709878529,0.11439922540838321,False,True,0.0,0,0.0
joint_mm_0122,0.0170707289202529,0.0,False,False,0.0426768223006321,4,0.0170707289202529
joint_mm_0123,0.5918100999313531,0.06305257691427602,False,True,0.0,0,0.0
joint_mm_0124,0.415835681314463,0.0,False,False,0.0420821593427684,4,0.0105205398356921
joint_mm_0125,0.115018160557922,0.03076916025470361,False,True,0.0102563867515678,1,0.0102563867515678
joint_mm_0126,0.0864956989566775,0.0003028263998976072,False,True,0.0142645366261641,1,0.0142645366261641
joint_mm_0127,0.2228413423332301,0.02292034495279388,False,True,0.02284134233323,1,0.02284134233323
joint_mm_0128,0.5174831849753262,0.0,False,True,0.0,0,0.0
joint_mm_0129,0.1333871291227923,0.014623294539770904,False,True,0.0,0,0.0
joint_mm_0130,0.1899843437969166,0.015767920331680424,False,True,0.0316457406371824,1,0.0316457406371824
joint_mm_0131,0.0429995642200584,0.0071665940366765005,False,True,0.0,0,0.0
joint_mm_0132,0.2468316655766061,0.0322349773998902,True,True,0.0,0,0.0
joint_mm_0133,0.3388716089826035,0.007148336735834593,False,True,0.0668470604060642,2,0.0334235302030321
joint_mm_0134,0.8252017139705587,0.0,False,False,0.0,0,0.0
joint_mm_0135,0.254474659531583,0.0,False,False,0.0,0,0.0
joint_mm_0136,0.4233129870779684,0.0,False,False,0.0291412338474604,1,0.0291412338474604
joint_mm_0137,0.3637677322608617,0.036437863704602,False,True,0.050723998212547,5,0.0101447996425094
joint_mm_0138,0.4047961077784269,0.0,False,False,0.0256041916232324,2,0.0128020958116162
joint_mm_0139,0.0209910632769958,0.0209910632769958,False,True,0.0104955316384979,1,0.0104955316384979
joint_mm_0140,0.0247599761175208,0.0,False,False,0.0,0,0.0
joint_mm_0141,0.477664882024658,0.01923717709704248,False,True,0.0192371770970424,1,0.0192371770970424
joint_mm_0142,0.6664128665780856,0.013158111646891957,False,True,0.0,0,0.0
joint_mm_0143,0.613657800629397,0.0,False,False,0.0,0,0.0
joint_mm_0144,0.4286227253858602,0.0,False,True,0.0,0,0.0
joint_mm_0145,0.137982406457645,0.0,False,True,0.0,0,0.0
joint_mm_0146,0.3931083394871487,0.020864108374973933,False,True,0.0,0,0.0
joint_mm_0147,0.5085526678847553,0.01921680344568466,True,True,0.0363221392151951,1,0.0363221392151951
joint_mm_0148,0.0283807995145522,0.0,False,True,0.0,0,0.0
joint_mm_0149,0.0,0.0,False,True,0.0,0,0.0
joint_mm_0150,0.7115381631097347,0.0,False,False,0.0,0,0.0
joint_mm_0151,0.1966199335995977,0.0,False,False,0.0549497057874932,4,0.0190246868927409
joint_mm_0152,0.1047900586584054,0.0523950293292027,False,True,0.0,0,0.0
joint_mm_0153,0.1321991554832699,0.0,False,False,0.0,0,0.0
joint_mm_0154,0.6586001201464885,0.021500300366221636,False,True,0.0360200841025418,2,0.0240133894016946
joint_mm_0155,0.3747022569910959,0.025195850933102226,False,True,0.0,0,0.0
joint_mm_0156,0.3348059915923358,0.01325392433102246,False,True,0.0,0,0.0
joint_mm_0157,0.3464430492946972,0.07865829576818378,False,True,0.0,0,0.0
joint_mm_0158,0.1304347826086956,0.011990813884562107,False,True,0.0,0,0.0
joint_mm_0159,0.191918751391534,0.0,False,False,0.0309766659245152,2,0.0154883329622576
joint_mm_0160,0.0092294232969243,0.0,False,False,0.0,0,0.0
joint_mm_0161,1.0,0.0,False,True,0.0,0,0.0
joint_mm_0162,0.0757348427638033,0.0,False,False,0.0,0,0.0
joint_mm_0163,0.0,0.0,False,True,0.0,0,0.0
joint_mm_0164,0.2731048939117898,0.05289839754667436,True,True,0.0880913196923045,5,0.0176182639384609
joint_mm_0165,0.1495717107758892,0.0,False,False,0.0,0,0.0
joint_mm_0166,0.0697986865390582,0.0,False,True,0.0,0,0.0
joint_mm_0167,0.2756319307504772,0.057701402582856,False,True,0.0,0,0.0
joint_mm_0168,0.0945135072742077,0.0,False,False,0.0,0,0.0
joint_mm_0169,0.0499894056375603,0.0,False,True,0.0,0,0.0
joint_mm_0170,0.1357798200060968,0.010756670826583076,False,True,0.0,0,0.0
