scenario_id,a_hgb_anwg,a_hgb_regret,a_hgb_catastrophic,wrong_vbs,abs_mass,n_nonzero,max_abs
joint_mm_0171,0.0875356244880236,0.0,False,False,0.0,0,0.0
joint_mm_0172,0.6232443589451833,0.023572894398192323,False,True,0.0,0,0.0
joint_mm_0173,0.0846078929358707,0.02224752287533449,True,True,0.0,0,0.0
joint_mm_0174,0.0106691405018827,0.0,False,True,0.0,0,0.0
joint_mm_0175,0.6116600068045147,0.02051436575682941,True,True,0.1189380777612412,2,0.1085300526275232
joint_mm_0176,0.5563359832256228,0.02343587934976754,False,True,0.0,0,0.0
joint_mm_0177,0.1296979117199491,0.047004938702087495,True,True,0.0,0,0.0
joint_mm_0178,0.4035788106812714,0.009676184712188396,False,True,1.6653345369377348e-16,0,5.551115123125783e-17
joint_mm_0179,0.154454155472734,0.028184861484242096,False,True,0.0,0,0.0
joint_mm_0180,0.3564856499024474,0.014568123550352696,False,True,0.0291362471007054,2,0.0145681235503527
joint_mm_0181,0.0446667003577857,0.029777800238523895,True,True,0.0,0,0.0
joint_mm_0182,0.2957223162136155,0.00901757850394741,False,True,0.1489033653749431,5,0.0744516826874716
joint_mm_0183,0.7907223664851567,0.0,False,True,0.0,0,0.0
joint_mm_0184,0.0108275870136507,0.0,False,True,0.0,0,0.0
joint_mm_0185,0.5360050921359456,0.0,False,False,0.0,0,0.0
joint_mm_0186,0.4703832072844959,0.012079082163772792,False,True,0.0,0,0.0
joint_mm_0187,0.4246298288750633,0.01813084730486203,True,True,0.018130847304862,1,0.018130847304862
joint_mm_0188,0.5761908417304102,0.030688510998263308,True,True,0.0,0,0.0
joint_mm_0189,0.4544581565119623,0.06688372307570611,False,True,0.024199963900369312,3,0.0080666546334564
joint_mm_0190,0.0541303707185945,0.0,False,True,0.0135325926796486,1,0.0135325926796486
joint_mm_0191,0.2727003443576959,0.035215806891187695,False,True,0.0,0,0.0
joint_mm_0192,0.5109731524144757,0.010973152414475718,True,True,0.0,0,0.0
joint_mm_0193,0.4260366484837054,0.05986726238906248,False,True,0.070315980029464,3,0.035157990014732
joint_mm_0194,0.3202266556985897,0.0,False,False,0.0,0,0.0
joint_mm_0195,0.9587510096914218,0.0,False,False,0.0,0,0.0
joint_mm_0196,0.029202384763159,0.014601192381579503,False,True,0.0,0,0.0
joint_mm_0197,0.0,0.0244483617199872,True,True,0.0,0,0.0
joint_mm_0198,0.1304224710213455,0.06812023212832652,False,True,0.0072864842516395,1,0.0072864842516395
joint_mm_0199,0.4018779215286531,0.04984350653927899,False,True,0.01602949856232071,2,0.0080147492811603
joint_mm_0200,0.2817997296380053,0.04173315532421429,False,True,0.10755865890463799,6,0.017926443150773
joint_mm_0201,0.1551878769489326,0.0,False,True,0.0,0,0.0
joint_mm_0202,0.193358055329404,0.037761296447064,False,True,0.0498506877445348,1,0.0498506877445348
joint_mm_0203,0.3225811989282461,0.0,False,False,0.0,0,0.0
joint_mm_0204,0.5416123674642761,0.03649227033482738,False,True,0.0,0,0.0
joint_mm_0205,0.0621683298445822,0.0,False,True,0.0,0,0.0
joint_mm_0206,0.6614890489998353,0.08826431063159634,True,True,0.0098619545965259,1,0.0098619545965259
joint_mm_0207,0.3242490331325183,0.010490180601020416,False,True,0.0440695430043897,1,0.0440695430043897
joint_mm_0208,0.3693614410029811,0.0,False,False,0.18859248969936637,10,0.0342895435817029
joint_mm_0209,0.5617731831142173,0.0,False,False,0.1061830024904544,2,0.0918690107714245
joint_mm_0210,0.0213174839589344,0.0578368003839831,False,True,0.0,0,0.0
joint_mm_0211,0.1411549030990319,0.0,False,False,0.0723735985829554,2,0.0361867992914777
joint_mm_0212,0.273500681153754,0.0,False,True,0.0,0,0.0
joint_mm_0213,0.7974926923716231,0.04188778834965956,False,True,0.0125365381418841,1,0.0125365381418841
joint_mm_0214,0.6951839561288111,0.013150190284903829,False,True,0.0,0,0.0
joint_mm_0215,0.10093816025969,0.0,False,False,0.0114545414021973,1,0.0114545414021973
joint_mm_0216,0.7492867822693111,0.0,False,False,0.33339041103678074,5,0.2419262941486313
joint_mm_0217,0.0987881448217286,0.0,False,False,0.0,0,0.0
joint_mm_0218,0.37069297008375,0.016554376067,False,True,0.19865251280400015,7,0.0496631282010001
joint_mm_0219,0.0087002611216528,0.0073770136129113,False,True,0.0087002611216528,1,0.0087002611216528
joint_mm_0220,0.0805188335933328,0.0,False,True,0.0,0,0.0
joint_mm_0221,0.0280914487655266,0.0,False,True,0.0,0,0.0
joint_mm_0222,0.0,0.0057444228126039,False,True,0.0,0,0.0
joint_mm_0223,0.3325129745104777,0.16748702548952232,True,True,0.0,0,0.0
joint_mm_0224,0.5511274274337424,0.0,False,False,0.0274327670543909,1,0.0274327670543909
joint_mm_0225,0.5271967063413896,0.0002705502342819077,False,True,1.1102230246251563e-16,0,1.1102230246251563e-16
joint_mm_0226,0.0641076096687884,0.021369203222929498,True,True,0.0,0,0.0
joint_mm_0227,0.1720941096593198,0.016318037684703024,True,True,0.0,0,0.0
joint_mm_0228,0.2855127746416313,0.04340493875546425,True,True,0.0,0,0.0
joint_mm_0229,0.7790615944929495,0.05261730068838133,True,True,0.0,0,0.0
joint_mm_0230,0.2297261824270574,0.016201554031837623,False,True,0.0,0,0.0
joint_mm_0231,0.1932168997999001,0.0,False,False,0.0,0,0.0
joint_mm_0232,0.0133780131550893,0.0133780131550894,False,True,0.0,0,0.0
joint_mm_0233,0.0747906023028951,0.0,False,False,0.0,0,0.0
joint_mm_0234,0.1034374873977717,0.0,False,False,0.0,0,0.0
joint_mm_0235,0.1128666497334536,0.03222527217482059,True,True,0.0161126360874102,1,0.0161126360874102
joint_mm_0236,0.2874092768146292,0.010713166984219313,False,True,0.0,0,0.0
joint_mm_0237,0.2232553654195353,0.005898756045380288,False,True,0.0,0,0.0
joint_mm_0238,0.1286001862313311,0.0,False,False,0.0,0,0.0
joint_mm_0239,0.6195175729667242,0.0,False,False,0.015959203122600123,1,0.0159592031225999
