all_alternatives_harmful,all_alternatives_zero,axis,beneficial_opportunity,condition_id,max_a_lat,mean_ref_latency,mixed_beneficial_and_harmful,num_non_sbs_branches,oracle_headroom,p95_ref_latency,regime_stage,source_dataset,state_id,window_index
0,0,kv_capacity,1,kv_16000,0.01173913043478262,0.06942850112915046,0,1,0.01173913043478262,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2972,11
0,0,kv_capacity,1,kv_16000,0.011652173913043504,0.06942850112915046,0,1,0.011652173913043504,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2973,11
0,0,kv_capacity,1,kv_16000,0.01156521739130436,0.06942850112915046,0,1,0.01156521739130436,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2974,11
0,0,kv_capacity,1,kv_16000,0.011478260869565243,0.06942850112915046,0,1,0.011478260869565243,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2975,11
0,0,kv_capacity,1,kv_16000,0.0113913043478261,0.06942850112915046,0,1,0.0113913043478261,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2976,11
0,0,kv_capacity,1,kv_16000,0.011304347826086983,0.06942850112915046,0,1,0.011304347826086983,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2977,11
0,0,kv_capacity,1,kv_16000,0.011217391304347839,0.06942850112915046,0,1,0.011217391304347839,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2978,11
0,0,kv_capacity,1,kv_16000,0.011130434782608722,0.06942850112915046,0,1,0.011130434782608722,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2979,11
0,0,kv_capacity,1,kv_16000,0.011043478260869578,0.06942850112915046,0,1,0.011043478260869578,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2980,11
0,0,kv_capacity,1,kv_16000,0.010956521739130455,0.06942850112915046,0,1,0.010956521739130455,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2981,11
0,0,kv_capacity,1,kv_16000,0.011826086956521743,0.06942850112915046,0,1,0.011826086956521743,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2982,11
0,0,kv_capacity,1,kv_16000,0.01173913043478262,0.06942850112915046,0,1,0.01173913043478262,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2983,11
0,0,kv_capacity,1,kv_16000,0.011652173913043504,0.06942850112915046,0,1,0.011652173913043504,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2984,11
0,0,kv_capacity,1,kv_16000,0.01156521739130438,0.06942850112915046,0,1,0.01156521739130438,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2985,11
0,0,kv_capacity,1,kv_16000,0.011478260869565222,0.06942850112915046,0,1,0.011478260869565222,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2986,11
0,0,kv_capacity,1,kv_16000,0.0113913043478261,0.06942850112915046,0,1,0.0113913043478261,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2987,11
0,0,kv_capacity,1,kv_16000,0.011304347826086983,0.06942850112915046,0,1,0.011304347826086983,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2988,11
0,0,kv_capacity,1,kv_16000,0.01121739130434786,0.06942850112915046,0,1,0.01121739130434786,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2989,11
0,0,kv_capacity,1,kv_16000,0.011130434782608702,0.06942850112915046,0,1,0.011130434782608702,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2990,11
0,0,kv_capacity,1,kv_16000,0.008636363636363657,0.06982402420043952,0,1,0.008636363636363657,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3018,11
0,0,kv_capacity,1,kv_16000,0.008454545454545478,0.06982402420043952,0,1,0.008454545454545478,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3019,11
0,0,kv_capacity,1,kv_16000,0.0082727272727273,0.06982402420043952,0,1,0.0082727272727273,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3020,11
0,0,kv_capacity,1,kv_16000,0.008090909090909114,0.06982402420043952,0,1,0.008090909090909114,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3021,11
0,0,kv_capacity,1,kv_16000,0.007909090909090935,0.06982402420043952,0,1,0.007909090909090935,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3022,11
0,0,kv_capacity,1,kv_16000,0.007727272727272749,0.06982402420043952,0,1,0.007727272727272749,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3023,11
0,0,kv_capacity,1,kv_16000,0.0075454545454545704,0.06982402420043952,0,1,0.0075454545454545704,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3024,11
0,0,kv_capacity,1,kv_16000,0.0073636363636364055,0.06982402420043952,0,1,0.0073636363636364055,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3025,11
0,0,kv_capacity,1,kv_16000,0.007181818181818206,0.06982402420043952,0,1,0.007181818181818206,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3026,11
0,0,kv_capacity,1,kv_16000,0.006954545454545477,0.06982402420043952,0,1,0.006954545454545477,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3027,11
0,0,kv_capacity,1,kv_16000,0.007909090909090935,0.06982402420043952,0,1,0.007909090909090935,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3028,11
0,0,kv_capacity,1,kv_16000,0.00772727272727277,0.06982402420043952,0,1,0.00772727272727277,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3029,11
0,0,kv_capacity,1,kv_16000,0.0075000000000000275,0.06982402420043952,0,1,0.0075000000000000275,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3030,11
0,0,kv_capacity,1,kv_16000,0.007272727272727306,0.06982402420043952,0,1,0.007272727272727306,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3031,11
0,0,kv_capacity,1,kv_16000,0.008227272727272757,0.06982402420043952,0,1,0.008227272727272757,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3032,11
0,0,kv_capacity,1,kv_16000,0.008818181818181864,0.06982402420043952,0,1,0.008818181818181864,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3033,11
0,0,kv_capacity,1,kv_16000,0.008636363636363643,0.06982402420043952,0,1,0.008636363636363643,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3034,11
0,0,kv_capacity,1,kv_16000,0.008454545454545478,0.06982402420043952,0,1,0.008454545454545478,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3035,11
0,0,kv_capacity,1,kv_16000,0.0082727272727273,0.06982402420043952,0,1,0.0082727272727273,0.413963577365875,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3036,11
0,0,kv_capacity,1,kv_16000,0.00847368421052637,0.07552070718062558,0,1,0.00847368421052637,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3073,11
0,0,kv_capacity,1,kv_16000,0.008315789473684276,0.07552070718062558,0,1,0.008315789473684276,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3074,11
0,0,kv_capacity,1,kv_16000,0.008157894736842142,0.07552070718062558,0,1,0.008157894736842142,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3075,11
0,0,kv_capacity,1,kv_16000,0.008000000000000035,0.07552070718062558,0,1,0.008000000000000035,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3076,11
0,0,kv_capacity,1,kv_16000,0.007842105263157942,0.07552070718062558,0,1,0.007842105263157942,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3077,11
0,0,kv_capacity,1,kv_16000,0.007684210526315849,0.07552070718062558,0,1,0.007684210526315849,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3078,11
0,0,kv_capacity,1,kv_16000,0.007526315789473714,0.07552070718062558,0,1,0.007526315789473714,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3079,11
0,0,kv_capacity,1,kv_16000,0.007368421052631607,0.07552070718062558,0,1,0.007368421052631607,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3080,11
0,0,kv_capacity,1,kv_16000,0.007210526315789528,0.07552070718062558,0,1,0.007210526315789528,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3081,11
0,0,kv_capacity,1,kv_16000,0.007052631578947435,0.07552070718062558,0,1,0.007052631578947435,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3082,11
0,0,kv_capacity,1,kv_16000,0.006894736842105301,0.07552070718062558,0,1,0.006894736842105301,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3083,11
0,0,kv_capacity,1,kv_16000,0.006736842105263194,0.07552070718062558,0,1,0.006736842105263194,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3084,11
0,0,kv_capacity,1,kv_16000,0.006578947368421101,0.07552070718062558,0,1,0.006578947368421101,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3085,11
0,0,kv_capacity,1,kv_16000,0.006421052631579008,0.07552070718062558,0,1,0.006421052631579008,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3086,11
0,0,kv_capacity,1,kv_16000,0.006263157894736873,0.07552070718062558,0,1,0.006263157894736873,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3087,11
0,0,kv_capacity,1,kv_16000,0.007368421052631635,0.07552070718062558,0,1,0.007368421052631635,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3088,11
0,0,kv_capacity,1,kv_16000,0.007210526315789528,0.07552070718062558,0,1,0.007210526315789528,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3089,11
0,0,kv_capacity,1,kv_16000,0.00700000000000002,0.07552070718062558,0,1,0.00700000000000002,0.4305012809753418,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3090,11
0,0,kv_capacity,1,kv_16000,0.007944444444444448,0.07661302375793462,0,1,0.007944444444444448,0.4305463808059692,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3091,11
0,0,kv_capacity,1,kv_16000,0.007722222222222255,0.07661302375793462,0,1,0.007722222222222255,0.4305463808059692,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3092,11
0,0,kv_capacity,1,kv_16000,0.008833333333333374,0.07661302375793462,0,1,0.008833333333333374,0.4305463808059692,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3093,11
0,0,kv_capacity,1,kv_16000,0.008666666666666697,0.07661302375793462,0,1,0.008666666666666697,0.4305463808059692,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3094,11
0,0,kv_capacity,1,kv_16000,0.008500000000000021,0.07661302375793462,0,1,0.008500000000000021,0.4305463808059692,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3095,11
0,0,kv_capacity,1,kv_16000,0.0082777777777778,0.07661302375793462,0,1,0.0082777777777778,0.4305463808059692,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3096,11
0,0,kv_capacity,1,kv_16000,0.008166666666666697,0.07661302375793462,0,1,0.008166666666666697,0.4305463808059692,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3097,11
0,0,kv_capacity,1,kv_16000,0.008533333333333379,0.08755282338460292,0,1,0.008533333333333379,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3146,11
0,0,kv_capacity,1,kv_16000,0.008466666666666692,0.08755282338460292,0,1,0.008466666666666692,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3147,11
0,0,kv_capacity,1,kv_16000,0.008400000000000032,0.08755282338460292,0,1,0.008400000000000032,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3148,11
0,0,kv_capacity,1,kv_16000,0.008333333333333373,0.08755282338460292,0,1,0.008333333333333373,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3149,11
0,0,kv_capacity,1,kv_16000,0.008266666666666714,0.08755282338460292,0,1,0.008266666666666714,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3150,11
0,0,kv_capacity,1,kv_16000,0.008200000000000027,0.08755282338460292,0,1,0.008200000000000027,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3151,11
0,0,kv_capacity,1,kv_16000,0.008133333333333367,0.08755282338460292,0,1,0.008133333333333367,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3152,11
0,0,kv_capacity,1,kv_16000,0.008066666666666708,0.08755282338460292,0,1,0.008066666666666708,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3153,11
0,0,kv_capacity,1,kv_16000,0.008000000000000049,0.08755282338460292,0,1,0.008000000000000049,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3154,11
0,0,kv_capacity,1,kv_16000,0.007933333333333348,0.08755282338460292,0,1,0.007933333333333348,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3155,11
0,0,kv_capacity,1,kv_16000,0.007733333333333342,0.08755282338460292,0,1,0.007733333333333342,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3156,11
0,0,kv_capacity,1,kv_16000,0.007800000000000001,0.08755282338460292,0,1,0.007800000000000001,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3157,11
0,0,kv_capacity,1,kv_16000,0.007466666666666677,0.08755282338460292,0,1,0.007466666666666677,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3158,11
0,0,kv_capacity,1,kv_16000,0.008133333333333326,0.08755282338460292,0,1,0.008133333333333326,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3159,11
0,0,kv_capacity,1,kv_16000,0.007800000000000001,0.08755282338460292,0,1,0.007800000000000001,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3160,11
0,0,kv_capacity,1,kv_16000,0.007466666666666677,0.08755282338460292,0,1,0.007466666666666677,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3161,11
0,0,kv_capacity,1,kv_16000,0.007133333333333353,0.08755282338460292,0,1,0.007133333333333353,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3162,11
0,0,kv_capacity,1,kv_16000,0.0068000000000000005,0.08755282338460292,0,1,0.0068000000000000005,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3163,11
0,0,kv_capacity,1,kv_16000,0.006466666666666676,0.08755282338460292,0,1,0.006466666666666676,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3164,11
0,0,kv_capacity,1,kv_16000,0.006133333333333352,0.08755282338460292,0,1,0.006133333333333352,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3165,11
0,0,kv_capacity,1,kv_16000,0.0058000000000000135,0.08755282338460292,0,1,0.0058000000000000135,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3166,11
0,0,kv_capacity,1,kv_16000,0.005466666666666689,0.08755282338460292,0,1,0.005466666666666689,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3167,11
0,0,kv_capacity,1,kv_16000,0.005133333333333337,0.08755282338460292,0,1,0.005133333333333337,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3168,11
0,0,kv_capacity,1,kv_16000,0.004800000000000013,0.08755282338460292,0,1,0.004800000000000013,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3169,11
0,0,kv_capacity,1,kv_16000,0.004466666666666688,0.08755282338460292,0,1,0.004466666666666688,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3170,11
0,0,kv_capacity,1,kv_16000,0.004133333333333364,0.08755282338460292,0,1,0.004133333333333364,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3171,11
0,0,kv_capacity,1,kv_16000,0.003799999999999998,0.08755282338460292,0,1,0.003799999999999998,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3172,11
0,0,kv_capacity,1,kv_16000,0.0034666666666666734,0.08755282338460292,0,1,0.0034666666666666734,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3173,11
0,0,kv_capacity,1,kv_16000,0.003133333333333349,0.08755282338460292,0,1,0.003133333333333349,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3174,11
0,0,kv_capacity,1,kv_16000,0.0028000000000000247,0.08755282338460292,0,1,0.0028000000000000247,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3175,11
0,0,kv_capacity,1,kv_16000,0.0024666666666666726,0.08755282338460292,0,1,0.0024666666666666726,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3176,11
0,0,kv_capacity,1,kv_16000,0.002133333333333348,0.08755282338460292,0,1,0.002133333333333348,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3177,11
0,0,kv_capacity,1,kv_16000,0.00180000000000001,0.08755282338460292,0,1,0.00180000000000001,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3178,11
0,0,kv_capacity,1,kv_16000,0.0013333333333333114,0.08755282338460292,0,1,0.0013333333333333114,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3179,11
0,0,kv_capacity,1,kv_16000,0.0008666666666666406,0.08755282338460292,0,1,0.0008666666666666406,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3180,11
0,0,kv_capacity,1,kv_16000,0.0003999999999999976,0.08755282338460292,0,1,0.0003999999999999976,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3181,11
1,0,kv_capacity,0,kv_16000,-6.666666666665932e-05,0.08755282338460292,0,1,0.0,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3182,11
1,0,kv_capacity,0,kv_16000,-0.0005333333333333579,0.08755282338460292,0,1,0.0,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3183,11
1,0,kv_capacity,0,kv_16000,-0.0010000000000000286,0.08755282338460292,0,1,0.0,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3184,11
1,0,kv_capacity,0,kv_16000,-0.0014666666666666717,0.08755282338460292,0,1,0.0,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3185,11
0,0,kv_capacity,1,kv_16000,0.00013333333333331865,0.08755282338460292,0,1,0.00013333333333331865,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3186,11
1,0,kv_capacity,0,kv_16000,-0.0001333333333333464,0.08755282338460292,0,1,0.0,0.43068168029785153,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step3187,11
