scenario_id,policy_name,anwg,inter_violations,inter_total,bulk_violations,bulk_total,jains_fairness_index,mean_ttft,status
fs.util0.5000.skew5.0000.vol0.2000.s20260816,weighted_fair_share,1.0,0,24,0,96,1.0,0.09683401943243285,success
fs.util0.5000.skew5.0000.vol0.3000.s20260815,aging_priority,1.0,0,36,0,84,1.0,0.13457182357742853,success
fs.util0.5000.skew5.0000.vol0.3000.s20260816,fifo,0.9916666666666667,1,36,0,84,0.9998016660055535,0.12411814826583102,success
fs.util0.5000.skew5.0000.vol0.3000.s20260816,estimated_service_time_first,1.0,0,36,0,84,1.0,0.10610981493249778,success
fs.util0.5000.skew5.0000.vol0.3000.s20260816,aging_priority,1.0,0,36,0,84,1.0,0.11179314826583107,success
fs.util0.5000.skew5.0000.vol0.3000.s20260815,weighted_fair_share,1.0,0,36,0,84,1.0,0.13553849024409514,success
fs.util0.5000.skew10.0000.vol0.1000.s20260815,fifo,1.0,0,12,0,108,1.0,0.1834766024455273,success
fs.util0.5000.skew5.0000.vol0.3000.s20260816,weighted_fair_share,1.0,0,36,0,84,1.0,0.10610981493249778,success
fs.util0.5000.skew10.0000.vol0.1000.s20260815,estimated_service_time_first,1.0,0,12,0,108,1.0,0.15967660244552714,success
fs.util0.5000.skew10.0000.vol0.1000.s20260815,aging_priority,1.0,0,12,0,108,1.0,0.16631826911219383,success
fs.util0.5000.skew10.0000.vol0.1000.s20260816,fifo,1.0,0,12,0,108,1.0,0.11122594856355197,success
fs.util0.5000.skew10.0000.vol0.1000.s20260816,estimated_service_time_first,1.0,0,12,0,108,1.0,0.1023592818968853,success
fs.util0.5000.skew10.0000.vol0.1000.s20260816,aging_priority,1.0,0,12,0,108,1.0,0.10575928189688537,success
fs.util0.5000.skew10.0000.vol0.1000.s20260815,weighted_fair_share,1.0,0,12,0,108,1.0,0.15967660244552714,success
fs.util0.5000.skew10.0000.vol0.2000.s20260815,fifo,0.9833333333333333,2,24,0,96,0.9981132075471698,0.18142021211600562,success
fs.util0.5000.skew10.0000.vol0.2000.s20260815,estimated_service_time_first,1.0,0,24,0,96,1.0,0.1499535454493389,success
fs.util0.5000.skew10.0000.vol0.1000.s20260816,weighted_fair_share,1.0,0,12,0,108,1.0,0.1023592818968853,success
fs.util0.5000.skew10.0000.vol0.2000.s20260815,aging_priority,1.0,0,24,0,96,1.0,0.15582021211600558,success
fs.util0.5000.skew10.0000.vol0.2000.s20260816,fifo,1.0,0,24,0,96,1.0,0.11561735276576601,success
fs.util0.5000.skew10.0000.vol0.2000.s20260816,estimated_service_time_first,1.0,0,24,0,96,1.0,0.09683401943243285,success
fs.util0.5000.skew10.0000.vol0.2000.s20260815,weighted_fair_share,1.0,0,24,0,96,1.0,0.1499535454493389,success
fs.util0.5000.skew10.0000.vol0.2000.s20260816,aging_priority,1.0,0,24,0,96,1.0,0.10112568609909946,success
fs.util0.5000.skew10.0000.vol0.3000.s20260815,fifo,1.0,0,36,0,84,1.0,0.1605968235774285,success
fs.util0.5000.skew10.0000.vol0.3000.s20260815,estimated_service_time_first,1.0,0,36,0,84,1.0,0.13553849024409514,success
fs.util0.5000.skew10.0000.vol0.2000.s20260816,weighted_fair_share,1.0,0,24,0,96,1.0,0.09683401943243285,success
fs.util0.5000.skew10.0000.vol0.3000.s20260815,aging_priority,1.0,0,36,0,84,1.0,0.13457182357742853,success
fs.util0.5000.skew10.0000.vol0.3000.s20260816,fifo,0.9916666666666667,1,36,0,84,0.9998016660055535,0.12411814826583102,success
fs.util0.5000.skew10.0000.vol0.3000.s20260816,estimated_service_time_first,1.0,0,36,0,84,1.0,0.10610981493249778,success
fs.util0.5000.skew10.0000.vol0.3000.s20260815,weighted_fair_share,1.0,0,36,0,84,1.0,0.13553849024409514,success
fs.util0.5000.skew10.0000.vol0.3000.s20260816,aging_priority,1.0,0,36,0,84,1.0,0.11179314826583107,success
fs.util0.5000.skew10.0000.vol0.3000.s20260816,weighted_fair_share,1.0,0,36,0,84,1.0,0.10610981493249778,success
fs.util0.8000.skew1.0000.vol0.1000.s20260815,fifo,0.975,3,12,0,108,0.98,0.4517426681951221,success
fs.util0.8000.skew1.0000.vol0.1000.s20260815,estimated_service_time_first,1.0,0,12,0,108,1.0,0.3319843348617886,success
fs.util0.8000.skew1.0000.vol0.1000.s20260816,fifo,0.9916666666666667,1,12,0,108,0.9981132075471698,0.32054642618555756,success
fs.util0.8000.skew1.0000.vol0.1000.s20260815,aging_priority,1.0,0,12,0,108,1.0,0.39821766819512205,success
fs.util0.8000.skew1.0000.vol0.1000.s20260816,estimated_service_time_first,1.0,0,12,0,108,1.0,0.27306309285222435,success
fs.util0.8000.skew1.0000.vol0.1000.s20260816,aging_priority,1.0,0,12,0,108,1.0,0.28608809285222436,success
fs.util0.8000.skew1.0000.vol0.1000.s20260815,weighted_fair_share,1.0,0,12,0,108,1.0,0.3319843348617886,success
fs.util0.8000.skew1.0000.vol0.2000.s20260815,fifo,0.9416666666666667,7,24,0,96,0.9716763005780348,0.4563188825725094,success
fs.util0.8000.skew1.0000.vol0.1000.s20260816,weighted_fair_share,1.0,0,12,0,108,1.0,0.27306309285222435,success
fs.util0.8000.skew1.0000.vol0.2000.s20260815,estimated_service_time_first,1.0,0,24,0,96,1.0,0.33761054923917583,success
fs.util0.8000.skew1.0000.vol0.2000.s20260816,fifo,0.9583333333333334,5,24,0,96,0.9866595517609389,0.3781723038119348,success
fs.util0.8000.skew1.0000.vol0.2000.s20260815,aging_priority,1.0,0,24,0,96,1.0,0.38078554923917607,success
fs.util0.8000.skew1.0000.vol0.2000.s20260816,estimated_service_time_first,1.0,0,24,0,96,1.0,0.2949473038119349,success
fs.util0.8000.skew1.0000.vol0.2000.s20260815,weighted_fair_share,0.9916666666666667,1,24,0,96,0.9995475113122173,0.3398355492391758,success
fs.util0.8000.skew1.0000.vol0.2000.s20260816,aging_priority,1.0,0,24,0,96,1.0,0.3219306371452681,success
fs.util0.8000.skew1.0000.vol0.3000.s20260815,fifo,0.9583333333333334,5,36,0,84,0.9944616747895436,0.4352521814025607,success
fs.util0.8000.skew1.0000.vol0.3000.s20260815,estimated_service_time_first,1.0,0,36,0,84,1.0,0.32439384806922733,success
fs.util0.8000.skew1.0000.vol0.3000.s20260815,aging_priority,1.0,0,36,0,84,1.0,0.3568938480692273,success
fs.util0.8000.skew1.0000.vol0.2000.s20260816,weighted_fair_share,0.9916666666666667,1,24,0,96,0.9995475113122173,0.2994306371452682,success
fs.util0.8000.skew1.0000.vol0.3000.s20260816,fifo,0.95,6,36,0,84,0.9918032786885246,0.375536342666145,success
fs.util0.8000.skew1.0000.vol0.3000.s20260816,estimated_service_time_first,1.0,0,36,0,84,1.0,0.2864446759994783,success
fs.util0.8000.skew1.0000.vol0.3000.s20260815,weighted_fair_share,0.9916666666666667,1,36,0,84,0.9998016660055535,0.33297718140256083,success
fs.util0.8000.skew1.0000.vol0.3000.s20260816,aging_priority,1.0,0,36,0,84,1.0,0.3196780093328116,success
fs.util0.8000.skew1.0000.vol0.3000.s20260816,weighted_fair_share,0.975,3,36,0,84,0.9981132075471698,0.30150300933281177,success
fs.util0.8000.skew3.0000.vol0.1000.s20260815,fifo,0.975,3,12,0,108,0.98,0.4517426681951221,success
fs.util0.8000.skew3.0000.vol0.1000.s20260815,estimated_service_time_first,1.0,0,12,0,108,1.0,0.3319843348617886,success
fs.util0.8000.skew3.0000.vol0.1000.s20260816,fifo,0.9916666666666667,1,12,0,108,0.9981132075471698,0.32054642618555756,success
fs.util0.8000.skew3.0000.vol0.1000.s20260815,aging_priority,1.0,0,12,0,108,1.0,0.39821766819512205,success
fs.util0.8000.skew3.0000.vol0.1000.s20260816,estimated_service_time_first,1.0,0,12,0,108,1.0,0.27306309285222435,success
fs.util0.8000.skew3.0000.vol0.1000.s20260815,weighted_fair_share,1.0,0,12,0,108,1.0,0.3319843348617886,success
fs.util0.8000.skew3.0000.vol0.1000.s20260816,aging_priority,1.0,0,12,0,108,1.0,0.28608809285222436,success
fs.util0.8000.skew3.0000.vol0.2000.s20260815,fifo,0.9416666666666667,7,24,0,96,0.9716763005780348,0.4563188825725094,success
fs.util0.8000.skew3.0000.vol0.2000.s20260815,estimated_service_time_first,1.0,0,24,0,96,1.0,0.33761054923917583,success
fs.util0.8000.skew3.0000.vol0.1000.s20260816,weighted_fair_share,1.0,0,12,0,108,1.0,0.27306309285222435,success
fs.util0.8000.skew3.0000.vol0.2000.s20260815,aging_priority,1.0,0,24,0,96,1.0,0.38078554923917607,success
fs.util0.8000.skew3.0000.vol0.2000.s20260816,fifo,0.9583333333333334,5,24,0,96,0.9866595517609389,0.3781723038119348,success
fs.util0.8000.skew3.0000.vol0.2000.s20260816,estimated_service_time_first,1.0,0,24,0,96,1.0,0.2949473038119349,success
fs.util0.8000.skew3.0000.vol0.2000.s20260815,weighted_fair_share,1.0,0,24,0,96,1.0,0.33761054923917583,success
fs.util0.8000.skew3.0000.vol0.2000.s20260816,aging_priority,1.0,0,24,0,96,1.0,0.3219306371452681,success
fs.util0.8000.skew3.0000.vol0.3000.s20260815,fifo,0.9583333333333334,5,36,0,84,0.9944616747895436,0.4352521814025607,success
fs.util0.8000.skew3.0000.vol0.3000.s20260815,estimated_service_time_first,1.0,0,36,0,84,1.0,0.32439384806922733,success
fs.util0.8000.skew3.0000.vol0.2000.s20260816,weighted_fair_share,1.0,0,24,0,96,1.0,0.2949473038119349,success
fs.util0.8000.skew3.0000.vol0.3000.s20260815,aging_priority,1.0,0,36,0,84,1.0,0.3568938480692273,success
fs.util0.8000.skew3.0000.vol0.3000.s20260816,fifo,0.95,6,36,0,84,0.9918032786885246,0.375536342666145,success
fs.util0.8000.skew3.0000.vol0.3000.s20260815,weighted_fair_share,1.0,0,36,0,84,1.0,0.32439384806922733,success
fs.util0.8000.skew3.0000.vol0.3000.s20260816,estimated_service_time_first,1.0,0,36,0,84,1.0,0.2864446759994783,success
fs.util0.8000.skew3.0000.vol0.3000.s20260816,aging_priority,1.0,0,36,0,84,1.0,0.3196780093328116,success
fs.util0.8000.skew3.0000.vol0.3000.s20260816,weighted_fair_share,1.0,0,36,0,84,1.0,0.2864446759994783,success
fs.util0.8000.skew5.0000.vol0.1000.s20260815,fifo,0.975,3,12,0,108,0.98,0.4517426681951221,success
fs.util0.8000.skew5.0000.vol0.1000.s20260815,estimated_service_time_first,1.0,0,12,0,108,1.0,0.3319843348617886,success
fs.util0.8000.skew5.0000.vol0.1000.s20260815,aging_priority,1.0,0,12,0,108,1.0,0.39821766819512205,success
fs.util0.8000.skew5.0000.vol0.1000.s20260816,fifo,0.9916666666666667,1,12,0,108,0.9981132075471698,0.32054642618555756,success
fs.util0.8000.skew5.0000.vol0.1000.s20260816,estimated_service_time_first,1.0,0,12,0,108,1.0,0.27306309285222435,success
fs.util0.8000.skew5.0000.vol0.1000.s20260815,weighted_fair_share,1.0,0,12,0,108,1.0,0.3319843348617886,success
fs.util0.8000.skew5.0000.vol0.1000.s20260816,aging_priority,1.0,0,12,0,108,1.0,0.28608809285222436,success
fs.util0.8000.skew5.0000.vol0.2000.s20260815,fifo,0.9416666666666667,7,24,0,96,0.9716763005780348,0.4563188825725094,success
fs.util0.8000.skew5.0000.vol0.2000.s20260815,estimated_service_time_first,1.0,0,24,0,96,1.0,0.33761054923917583,success
fs.util0.8000.skew5.0000.vol0.1000.s20260816,weighted_fair_share,1.0,0,12,0,108,1.0,0.27306309285222435,success
fs.util0.8000.skew5.0000.vol0.2000.s20260816,fifo,0.9583333333333334,5,24,0,96,0.9866595517609389,0.3781723038119348,success
fs.util0.8000.skew5.0000.vol0.2000.s20260815,aging_priority,1.0,0,24,0,96,1.0,0.38078554923917607,success
fs.util0.8000.skew5.0000.vol0.2000.s20260816,estimated_service_time_first,1.0,0,24,0,96,1.0,0.2949473038119349,success
fs.util0.8000.skew5.0000.vol0.2000.s20260816,aging_priority,1.0,0,24,0,96,1.0,0.3219306371452681,success
fs.util0.8000.skew5.0000.vol0.2000.s20260815,weighted_fair_share,1.0,0,24,0,96,1.0,0.33761054923917583,success
fs.util0.8000.skew5.0000.vol0.3000.s20260815,fifo,0.9583333333333334,5,36,0,84,0.9944616747895436,0.4352521814025607,success
fs.util0.8000.skew5.0000.vol0.3000.s20260815,estimated_service_time_first,1.0,0,36,0,84,1.0,0.32439384806922733,success
fs.util0.8000.skew5.0000.vol0.2000.s20260816,weighted_fair_share,1.0,0,24,0,96,1.0,0.2949473038119349,success
fs.util0.8000.skew5.0000.vol0.3000.s20260816,fifo,0.95,6,36,0,84,0.9918032786885246,0.375536342666145,success
fs.util0.8000.skew5.0000.vol0.3000.s20260815,aging_priority,1.0,0,36,0,84,1.0,0.3568938480692273,success
fs.util0.8000.skew5.0000.vol0.3000.s20260816,estimated_service_time_first,1.0,0,36,0,84,1.0,0.2864446759994783,success
fs.util0.8000.skew5.0000.vol0.3000.s20260815,weighted_fair_share,1.0,0,36,0,84,1.0,0.32439384806922733,success
fs.util0.8000.skew5.0000.vol0.3000.s20260816,aging_priority,1.0,0,36,0,84,1.0,0.3196780093328116,success
fs.util0.8000.skew10.0000.vol0.1000.s20260815,fifo,0.975,3,12,0,108,0.98,0.4517426681951221,success
fs.util0.8000.skew5.0000.vol0.3000.s20260816,weighted_fair_share,1.0,0,36,0,84,1.0,0.2864446759994783,success
fs.util0.8000.skew10.0000.vol0.1000.s20260815,estimated_service_time_first,1.0,0,12,0,108,1.0,0.3319843348617886,success
fs.util0.8000.skew10.0000.vol0.1000.s20260815,aging_priority,1.0,0,12,0,108,1.0,0.39821766819512205,success
fs.util0.8000.skew10.0000.vol0.1000.s20260816,fifo,0.9916666666666667,1,12,0,108,0.9981132075471698,0.32054642618555756,success
fs.util0.8000.skew10.0000.vol0.1000.s20260816,estimated_service_time_first,1.0,0,12,0,108,1.0,0.27306309285222435,success
fs.util0.8000.skew10.0000.vol0.1000.s20260815,weighted_fair_share,1.0,0,12,0,108,1.0,0.3319843348617886,success
fs.util0.8000.skew10.0000.vol0.2000.s20260815,fifo,0.9416666666666667,7,24,0,96,0.9716763005780348,0.4563188825725094,success
fs.util0.8000.skew10.0000.vol0.1000.s20260816,aging_priority,1.0,0,12,0,108,1.0,0.28608809285222436,success
fs.util0.8000.skew10.0000.vol0.2000.s20260815,estimated_service_time_first,1.0,0,24,0,96,1.0,0.33761054923917583,success
fs.util0.8000.skew10.0000.vol0.1000.s20260816,weighted_fair_share,1.0,0,12,0,108,1.0,0.27306309285222435,success
fs.util0.8000.skew10.0000.vol0.2000.s20260815,aging_priority,1.0,0,24,0,96,1.0,0.38078554923917607,success
fs.util0.8000.skew10.0000.vol0.2000.s20260816,fifo,0.9583333333333334,5,24,0,96,0.9866595517609389,0.3781723038119348,success
fs.util0.8000.skew10.0000.vol0.2000.s20260816,estimated_service_time_first,1.0,0,24,0,96,1.0,0.2949473038119349,success
fs.util0.8000.skew10.0000.vol0.3000.s20260815,fifo,0.9583333333333334,5,36,0,84,0.9944616747895436,0.4352521814025607,success
fs.util0.8000.skew10.0000.vol0.2000.s20260815,weighted_fair_share,1.0,0,24,0,96,1.0,0.33761054923917583,success
fs.util0.8000.skew10.0000.vol0.2000.s20260816,aging_priority,1.0,0,24,0,96,1.0,0.3219306371452681,success
fs.util0.8000.skew10.0000.vol0.3000.s20260815,estimated_service_time_first,1.0,0,36,0,84,1.0,0.32439384806922733,success
fs.util0.8000.skew10.0000.vol0.2000.s20260816,weighted_fair_share,1.0,0,24,0,96,1.0,0.2949473038119349,success
fs.util0.8000.skew10.0000.vol0.3000.s20260815,aging_priority,1.0,0,36,0,84,1.0,0.3568938480692273,success
fs.util0.8000.skew10.0000.vol0.3000.s20260816,fifo,0.95,6,36,0,84,0.9918032786885246,0.375536342666145,success
fs.util0.8000.skew10.0000.vol0.3000.s20260815,weighted_fair_share,1.0,0,36,0,84,1.0,0.32439384806922733,success
fs.util0.8000.skew10.0000.vol0.3000.s20260816,estimated_service_time_first,1.0,0,36,0,84,1.0,0.2864446759994783,success
fs.util0.8000.skew10.0000.vol0.3000.s20260816,aging_priority,1.0,0,36,0,84,1.0,0.31851134266614495,success
fs.util0.8000.skew10.0000.vol0.3000.s20260816,weighted_fair_share,1.0,0,36,0,84,1.0,0.2864446759994783,success
fs.util1.0000.skew1.0000.vol0.1000.s20260815,fifo,0.95,6,12,0,108,0.9,1.2439508012227638,success
fs.util1.0000.skew1.0000.vol0.1000.s20260815,estimated_service_time_first,1.0,0,12,0,108,1.0,0.8616341345560964,success
fs.util1.0000.skew1.0000.vol0.1000.s20260816,fifo,0.975,3,12,0,108,0.98,0.8090254742817763,success
fs.util1.0000.skew1.0000.vol0.1000.s20260816,estimated_service_time_first,1.0,0,12,0,108,1.0,0.5977338076151092,success
fs.util1.0000.skew1.0000.vol0.1000.s20260815,aging_priority,1.0,0,12,0,108,1.0,1.1374008012227634,success
fs.util1.0000.skew1.0000.vol0.1000.s20260816,aging_priority,1.0,0,12,0,108,1.0,0.7207588076151088,success
fs.util1.0000.skew1.0000.vol0.2000.s20260815,fifo,0.8583333333333333,17,24,0,96,0.7688,1.23790177272467,success
fs.util1.0000.skew1.0000.vol0.1000.s20260815,weighted_fair_share,0.9833333333333333,2,12,0,108,0.9918032786885246,0.8886841345560964,success
fs.util1.0000.skew1.0000.vol0.2000.s20260815,estimated_service_time_first,1.0,0,24,0,96,1.0,0.8569351060580029,success
fs.util1.0000.skew1.0000.vol0.1000.s20260816,weighted_fair_share,0.9916666666666667,1,12,0,108,0.9981132075471698,0.6112171409484425,success
fs.util1.0000.skew1.0000.vol0.2000.s20260816,fifo,0.8916666666666667,13,24,0,96,0.8787661406025824,0.9758295097162164,success
fs.util1.0000.skew1.0000.vol0.2000.s20260816,estimated_service_time_first,1.0,0,24,0,96,1.0,0.6582045097162166,success
fs.util1.0000.skew1.0000.vol0.2000.s20260815,aging_priority,1.0,0,24,0,96,1.0,1.0732517727246693,success
fs.util1.0000.skew1.0000.vol0.2000.s20260816,aging_priority,1.0,0,24,0,96,1.0,0.83441284304955,success
fs.util1.0000.skew1.0000.vol0.2000.s20260815,weighted_fair_share,0.9833333333333333,2,24,0,96,0.9981132075471698,0.894843439391336,success
fs.util1.0000.skew1.0000.vol0.3000.s20260815,fifo,0.8166666666666667,22,36,0,84,0.8378016085790885,1.3532817451220474,success
fs.util1.0000.skew1.0000.vol0.3000.s20260815,estimated_service_time_first,0.9916666666666667,0,36,1,84,0.9999641448547867,0.8938067451220474,success
fs.util1.0000.skew1.0000.vol0.3000.s20260815,aging_priority,1.0,0,36,0,84,1.0,1.0759400784553808,success
fs.util1.0000.skew1.0000.vol0.3000.s20260816,fifo,0.8666666666666667,16,36,0,84,0.9245283018867925,0.9467507407995825,success
fs.util1.0000.skew1.0000.vol0.2000.s20260816,weighted_fair_share,0.9833333333333333,2,24,0,96,0.9981132075471698,0.7199545097162162,success
fs.util1.0000.skew1.0000.vol0.3000.s20260816,estimated_service_time_first,1.0,0,36,0,84,1.0,0.646367407466249,success
fs.util1.0000.skew3.0000.vol0.1000.s20260815,fifo,0.95,6,12,0,108,0.9,1.2439508012227638,success
fs.util1.0000.skew1.0000.vol0.3000.s20260816,aging_priority,1.0,0,36,0,84,1.0,0.7786257407995824,success
fs.util1.0000.skew1.0000.vol0.3000.s20260815,weighted_fair_share,0.9416666666666667,6,36,1,84,0.9928323012978201,0.9783567451220477,success
