target_output_tokens,simulator_synthetic_decode_rate_tokens_per_sec,simulator_synthetic_decode_time_s,simulator_calibrated_b1_decode_rate_tokens_per_sec,simulator_calibrated_b1_decode_time_s,simulator_calibrated_b8_decode_rate_tokens_per_sec,simulator_calibrated_b8_decode_time_s,Cohere_mean_latency_s,Cohere_mean_ttft_s,Cohere_mean_output_tokens,simulator_synthetic_vs_Cohere_speed_ratio,Gemini_mean_latency_s,Gemini_mean_ttft_s,Gemini_mean_output_tokens,simulator_synthetic_vs_Gemini_speed_ratio
64,1000.0,0.064,167.66986603649048,0.38170245800799707,108.98681122700914,0.5872270165487647,0.8923055555555555,0.23755,51.97222222222222,13.942274305555554,1.0447916666666666,0.6608444444444443,66.66666666666667,16.324869791666664
128,1000.0,0.128,164.49004509787204,0.7781625929024436,107.63432526385434,1.189211709983979,1.8430805555555554,0.24739444444444444,127.55555555555556,14.399066840277776,1.1121833333333333,0.648775,118.66666666666667,8.688932291666665
256,1000.0,0.256,158.4790082815662,1.6153558933506853,105.02761759095105,2.437454127513756,3.081786111111111,0.2536638888888889,241.58333333333334,12.038226996527778,1.6454833333333334,0.7126305555555555,232.66666666666666,6.427669270833333
