scenario_id,policy_name,arrival_normalized_weighted_goodput,unweighted_slo_success_rate,completion_fraction,mean_ttft,p95_ttft,p99_ttft,mean_tpot,p95_tpot,mean_queuing_delay,mean_prefill_delay_s,request_throughput,token_throughput,hog_n,late_n,hog_mean_ttft,hog_p95_ttft,hog_mean_tpot,hog_p95_tpot,hog_slo_success,hog_ttft_attainment,late_mean_ttft,late_p95_ttft,late_mean_tpot,late_p95_tpot,late_slo_success,late_ttft_attainment,global_tbt_attainment,decode_stalled_steps,cumulative_decode_tokens_deferred,steps_with_prefill_while_decode_deferred,prefill_stalled_steps,cumulative_prefill_requests_stalled,budget_saturation_fraction,mean_num_decoding,mean_num_prefilling,fraction_prefill_tokens_while_decodes_active,mean_theoretical_chunks,mean_interchunk_extra_wait_s,steps_decode_active_prefill_stalled,mean_num_prefilling_saturated,mean_num_decoding_saturated,n_saturated_steps,status
pd2.hog12.late12.slolate_ttft.s7,full_prefill,0.9583333333333334,0.9583333333333334,1.0,0.059897838943250015,0.08759321260699687,0.0900855156464629,0.001,0.0010000000000000002,0.0005645056099166895,0.05933333333333334,95.61752988047809,6358.565737051793,12.0,12.0,0.05395739487428718,0.08675540504393082,0.0010000000000000002,0.0010000000000000002,1.0,1.0,0.06583828301221285,0.08252173105201514,0.001,0.0010000000000000002,0.9166666666666666,0.9166666666666666,1.0,0,0,0,119,1254,0.48412698412698413,6.333333333333333,5.555555555555555,0.9091554293825408,1.0,0.05833333333333334,111,11.459016393442623,7.090163934426229,122,success
pd2.hog12.late12.slolate_ttft.s11,full_prefill,0.8333333333333334,0.8333333333333334,1.0,0.05854789403054302,0.09722146911776375,0.09954462040516822,0.001,0.0010000000000000002,0.000506227363876357,0.058041666666666665,96.3855421686747,7578.313253012048,12.0,12.0,0.05452068641437338,0.09545433416734833,0.001,0.001,1.0,1.0,0.06257510164671268,0.09497881288818279,0.001,0.0010000000000000002,0.6666666666666666,0.5833333333333334,1.0,0,0,0,127,1215,0.52,7.548,5.476,0.9222002735146634,1.0,0.057041666666666664,120,10.515384615384615,7.607692307692307,130,success
pd2.hog12.late12.slolate_ttft.s7,chunked_prefill_small,1.0,1.0,1.0,0.07198117227658336,0.13541541651945366,0.13956403656713673,0.001,0.0010000000000000002,0.0005645056099166895,0.07141666666666667,84.50704225352112,5619.718309859154,12.0,12.0,0.10137406154095385,0.13834019625779148,0.001,0.0010000000000000002,1.0,1.0,0.04258828301221287,0.06702173105201516,0.0010000000000000002,0.0010000000000000002,1.0,1.0,1.0,0,0,0,79,700,0.29473684210526313,5.6,5.9298245614035086,0.9573520872314343,40.916666666666664,0.0305,79,16.476190476190474,4.273809523809524,84,success
pd2.hog12.late12.slohog_ttft.s11,full_prefill,0.75,0.75,1.0,0.05854789403054302,0.09722146911776375,0.09954462040516822,0.001,0.0010000000000000002,0.000506227363876357,0.058041666666666665,96.3855421686747,7578.313253012048,12.0,12.0,0.05452068641437338,0.09545433416734833,0.001,0.001,0.5,0.4166666666666667,0.06257510164671268,0.09497881288818279,0.001,0.0010000000000000002,1.0,1.0,1.0,0,0,0,127,1215,0.52,7.548,5.476,0.9222002735146634,1.0,0.057041666666666664,120,10.515384615384615,7.607692307692307,130,success
pd2.hog12.late12.slohog_ttft.s11,chunked_prefill_small,0.5,0.5,1.0,0.07208956069720969,0.14413730066224958,0.1494211309988169,0.001,0.0010000000000000002,0.000506227363876357,0.07158333333333335,78.17589576547232,6146.5798045602605,12.0,12.0,0.10485401974770671,0.1475785174257717,0.0010000000000000002,0.0010000000000000002,0.0,0.0,0.039325101646712664,0.0735615301201996,0.0010000000000000002,0.001,1.0,1.0,1.0,0,0,0,79,647,0.2662337662337662,6.126623376623376,5.5,0.9159246315149673,43.333333333333336,0.02825,72,15.987804878048781,4.365853658536586,82,success
pd2.hog12.late12.slolate_ttft.s11,chunked_prefill_small,1.0,1.0,1.0,0.07208956069720969,0.14413730066224958,0.1494211309988169,0.001,0.0010000000000000002,0.000506227363876357,0.07158333333333335,78.17589576547232,6146.5798045602605,12.0,12.0,0.10485401974770671,0.1475785174257717,0.0010000000000000002,0.0010000000000000002,1.0,1.0,0.039325101646712664,0.0735615301201996,0.0010000000000000002,0.001,1.0,1.0,1.0,0,0,0,79,647,0.2662337662337662,6.126623376623376,5.5,0.9159246315149673,43.333333333333336,0.02825,72,15.987804878048781,4.365853658536586,82,success
pd2.hog12.late12.slohog_ttft.s7,full_prefill,0.7083333333333334,0.7083333333333334,1.0,0.059897838943250015,0.08759321260699687,0.0900855156464629,0.001,0.0010000000000000002,0.0005645056099166895,0.05933333333333334,95.61752988047809,6358.565737051793,12.0,12.0,0.05395739487428718,0.08675540504393082,0.0010000000000000002,0.0010000000000000002,0.4166666666666667,0.4166666666666667,0.06583828301221285,0.08252173105201514,0.001,0.0010000000000000002,1.0,1.0,1.0,0,0,0,119,1254,0.48412698412698413,6.333333333333333,5.555555555555555,0.9091554293825408,1.0,0.05833333333333334,111,11.459016393442623,7.090163934426229,122,success
pd2.hog12.late12.slohog_ttft.s7,chunked_prefill_small,0.5,0.5,1.0,0.07198117227658336,0.13541541651945366,0.13956403656713673,0.001,0.0010000000000000002,0.0005645056099166895,0.07141666666666667,84.50704225352112,5619.718309859154,12.0,12.0,0.10137406154095385,0.13834019625779148,0.001,0.0010000000000000002,0.0,0.0,0.04258828301221287,0.06702173105201516,0.0010000000000000002,0.0010000000000000002,1.0,1.0,1.0,0,0,0,79,700,0.29473684210526313,5.6,5.9298245614035086,0.9573520872314343,40.916666666666664,0.0305,79,16.476190476190474,4.273809523809524,84,success
pd2.hog12.late40.slohog_ttft.s7,full_prefill,0.8653846153846154,0.8653846153846154,1.0,0.033626018493614254,0.08162817331607022,0.08544645048237053,0.001,0.0010000000000000002,0.0005106338782296361,0.033115384615384616,163.00940438871473,13172.413793103447,12.0,40.0,0.05317757371180357,0.08503836636551043,0.001,0.0010000000000000002,0.4166666666666667,0.4166666666666667,0.027760551928157455,0.08039495597215417,0.001,0.0010000000000000002,1.0,1.0,1.0,0,0,0,121,1494,0.3875,13.13125,5.21875,0.9134124592583482,1.0,0.03211538461538462,113,13.306451612903226,4.620967741935484,124,success
pd2.hog12.late40.slohog_ttft.s7,chunked_prefill_small,0.7692307692307693,0.7692307692307693,1.0,0.03860678772438349,0.12564965333683006,0.13784208384982127,0.001,0.0010000000000000002,0.0005106338782296361,0.03809615384615385,161.99376947040497,13090.342679127725,12.0,40.0,0.10051090704513692,0.13783193693333812,0.001,0.0010000000000000002,0.0,0.0,0.02003555192815746,0.06250034920873818,0.001,0.0010000000000000002,1.0,1.0,1.0,0,0,0,82,878,0.2670807453416149,13.049689440993788,5.990683229813665,0.4214377959535084,20.134615384615383,0.017961538461538463,22,18.3953488372093,2.0,86,success
