scenario_id,target_utilization,tenant_weight_skew,interactive_volume_fraction,seed,policy_i,policy_j,delta_ij
fs.util1.0000.skew10.0000.vol0.1000.s20260816,1.0,10.0,0.1,20260816,estimated_service_time_first,fifo,0.025000000000000022
fs.util1.0000.skew10.0000.vol0.2000.s20260815,1.0,10.0,0.2,20260815,estimated_service_time_first,fifo,0.14166666666666672
fs.util1.0000.skew10.0000.vol0.2000.s20260816,1.0,10.0,0.2,20260816,estimated_service_time_first,fifo,0.10833333333333328
fs.util1.0000.skew10.0000.vol0.3000.s20260815,1.0,10.0,0.3,20260815,estimated_service_time_first,fifo,0.17500000000000004
fs.util1.0000.skew10.0000.vol0.3000.s20260816,1.0,10.0,0.3,20260816,estimated_service_time_first,fifo,0.1333333333333333
fs.util1.2000.skew1.0000.vol0.1000.s20260815,1.2,1.0,0.1,20260815,estimated_service_time_first,fifo,0.04999999999999993
fs.util1.2000.skew1.0000.vol0.1000.s20260816,1.2,1.0,0.1,20260816,estimated_service_time_first,fifo,0.050000000000000044
fs.util1.2000.skew1.0000.vol0.2000.s20260815,1.2,1.0,0.2,20260815,estimated_service_time_first,fifo,0.125
fs.util1.2000.skew1.0000.vol0.2000.s20260816,1.2,1.0,0.2,20260816,estimated_service_time_first,fifo,0.09999999999999998
fs.util1.2000.skew1.0000.vol0.3000.s20260815,1.2,1.0,0.3,20260815,estimated_service_time_first,fifo,0.15833333333333333
fs.util1.2000.skew1.0000.vol0.3000.s20260816,1.2,1.0,0.3,20260816,estimated_service_time_first,fifo,0.19166666666666665
fs.util1.2000.skew3.0000.vol0.1000.s20260815,1.2,3.0,0.1,20260815,estimated_service_time_first,fifo,0.04999999999999993
fs.util1.2000.skew3.0000.vol0.1000.s20260816,1.2,3.0,0.1,20260816,estimated_service_time_first,fifo,0.050000000000000044
fs.util1.2000.skew3.0000.vol0.2000.s20260815,1.2,3.0,0.2,20260815,estimated_service_time_first,fifo,0.125
fs.util1.2000.skew3.0000.vol0.2000.s20260816,1.2,3.0,0.2,20260816,estimated_service_time_first,fifo,0.09999999999999998
fs.util1.2000.skew3.0000.vol0.3000.s20260815,1.2,3.0,0.3,20260815,estimated_service_time_first,fifo,0.15833333333333333
fs.util1.2000.skew3.0000.vol0.3000.s20260816,1.2,3.0,0.3,20260816,estimated_service_time_first,fifo,0.19166666666666665
fs.util1.2000.skew5.0000.vol0.1000.s20260815,1.2,5.0,0.1,20260815,estimated_service_time_first,fifo,0.04999999999999993
fs.util1.2000.skew5.0000.vol0.1000.s20260816,1.2,5.0,0.1,20260816,estimated_service_time_first,fifo,0.050000000000000044
fs.util1.2000.skew5.0000.vol0.2000.s20260815,1.2,5.0,0.2,20260815,estimated_service_time_first,fifo,0.125
fs.util1.2000.skew5.0000.vol0.2000.s20260816,1.2,5.0,0.2,20260816,estimated_service_time_first,fifo,0.09999999999999998
fs.util1.2000.skew5.0000.vol0.3000.s20260815,1.2,5.0,0.3,20260815,estimated_service_time_first,fifo,0.15833333333333333
fs.util1.2000.skew5.0000.vol0.3000.s20260816,1.2,5.0,0.3,20260816,estimated_service_time_first,fifo,0.19166666666666665
fs.util1.2000.skew10.0000.vol0.1000.s20260815,1.2,10.0,0.1,20260815,estimated_service_time_first,fifo,0.04999999999999993
fs.util1.2000.skew10.0000.vol0.1000.s20260816,1.2,10.0,0.1,20260816,estimated_service_time_first,fifo,0.050000000000000044
fs.util1.2000.skew10.0000.vol0.2000.s20260815,1.2,10.0,0.2,20260815,estimated_service_time_first,fifo,0.125
fs.util1.2000.skew10.0000.vol0.2000.s20260816,1.2,10.0,0.2,20260816,estimated_service_time_first,fifo,0.09999999999999998
fs.util1.2000.skew10.0000.vol0.3000.s20260815,1.2,10.0,0.3,20260815,estimated_service_time_first,fifo,0.15833333333333333
fs.util1.2000.skew10.0000.vol0.3000.s20260816,1.2,10.0,0.3,20260816,estimated_service_time_first,fifo,0.19166666666666665
fs.util1.5000.skew1.0000.vol0.1000.s20260815,1.5,1.0,0.1,20260815,estimated_service_time_first,fifo,-0.01666666666666672
fs.util1.5000.skew1.0000.vol0.1000.s20260816,1.5,1.0,0.1,20260816,estimated_service_time_first,fifo,0.008333333333333304
fs.util1.5000.skew1.0000.vol0.2000.s20260815,1.5,1.0,0.2,20260815,estimated_service_time_first,fifo,0.09166666666666667
fs.util1.5000.skew1.0000.vol0.2000.s20260816,1.5,1.0,0.2,20260816,estimated_service_time_first,fifo,0.09166666666666667
fs.util1.5000.skew1.0000.vol0.3000.s20260815,1.5,1.0,0.3,20260815,estimated_service_time_first,fifo,0.15000000000000002
fs.util1.5000.skew1.0000.vol0.3000.s20260816,1.5,1.0,0.3,20260816,estimated_service_time_first,fifo,0.19999999999999996
fs.util1.5000.skew3.0000.vol0.1000.s20260815,1.5,3.0,0.1,20260815,estimated_service_time_first,fifo,-0.01666666666666672
fs.util1.5000.skew3.0000.vol0.1000.s20260816,1.5,3.0,0.1,20260816,estimated_service_time_first,fifo,0.008333333333333304
fs.util1.5000.skew3.0000.vol0.2000.s20260815,1.5,3.0,0.2,20260815,estimated_service_time_first,fifo,0.09166666666666667
fs.util1.5000.skew3.0000.vol0.2000.s20260816,1.5,3.0,0.2,20260816,estimated_service_time_first,fifo,0.09166666666666667
fs.util1.5000.skew3.0000.vol0.3000.s20260815,1.5,3.0,0.3,20260815,estimated_service_time_first,fifo,0.15000000000000002
fs.util1.5000.skew3.0000.vol0.3000.s20260816,1.5,3.0,0.3,20260816,estimated_service_time_first,fifo,0.19999999999999996
fs.util1.5000.skew5.0000.vol0.1000.s20260815,1.5,5.0,0.1,20260815,estimated_service_time_first,fifo,-0.01666666666666672
fs.util1.5000.skew5.0000.vol0.1000.s20260816,1.5,5.0,0.1,20260816,estimated_service_time_first,fifo,0.008333333333333304
fs.util1.5000.skew5.0000.vol0.2000.s20260815,1.5,5.0,0.2,20260815,estimated_service_time_first,fifo,0.09166666666666667
fs.util1.5000.skew5.0000.vol0.2000.s20260816,1.5,5.0,0.2,20260816,estimated_service_time_first,fifo,0.09166666666666667
fs.util1.5000.skew5.0000.vol0.3000.s20260815,1.5,5.0,0.3,20260815,estimated_service_time_first,fifo,0.15000000000000002
fs.util1.5000.skew5.0000.vol0.3000.s20260816,1.5,5.0,0.3,20260816,estimated_service_time_first,fifo,0.19999999999999996
fs.util1.5000.skew10.0000.vol0.1000.s20260815,1.5,10.0,0.1,20260815,estimated_service_time_first,fifo,-0.01666666666666672
fs.util1.5000.skew10.0000.vol0.1000.s20260816,1.5,10.0,0.1,20260816,estimated_service_time_first,fifo,0.008333333333333304
fs.util1.5000.skew10.0000.vol0.2000.s20260815,1.5,10.0,0.2,20260815,estimated_service_time_first,fifo,0.09166666666666667
fs.util1.5000.skew10.0000.vol0.2000.s20260816,1.5,10.0,0.2,20260816,estimated_service_time_first,fifo,0.09166666666666667
fs.util1.5000.skew10.0000.vol0.3000.s20260815,1.5,10.0,0.3,20260815,estimated_service_time_first,fifo,0.15000000000000002
fs.util1.5000.skew10.0000.vol0.3000.s20260816,1.5,10.0,0.3,20260816,estimated_service_time_first,fifo,0.19999999999999996
fs.util0.5000.skew1.0000.vol0.1000.s20260815,0.5,1.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew1.0000.vol0.1000.s20260816,0.5,1.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew1.0000.vol0.2000.s20260815,0.5,1.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew1.0000.vol0.2000.s20260816,0.5,1.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew1.0000.vol0.3000.s20260815,0.5,1.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew1.0000.vol0.3000.s20260816,0.5,1.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.008333333333333304
fs.util0.5000.skew3.0000.vol0.1000.s20260815,0.5,3.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew3.0000.vol0.1000.s20260816,0.5,3.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew3.0000.vol0.2000.s20260815,0.5,3.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew3.0000.vol0.2000.s20260816,0.5,3.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew3.0000.vol0.3000.s20260815,0.5,3.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew3.0000.vol0.3000.s20260816,0.5,3.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew5.0000.vol0.1000.s20260815,0.5,5.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew5.0000.vol0.1000.s20260816,0.5,5.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew5.0000.vol0.2000.s20260815,0.5,5.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew5.0000.vol0.2000.s20260816,0.5,5.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew5.0000.vol0.3000.s20260815,0.5,5.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew5.0000.vol0.3000.s20260816,0.5,5.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew10.0000.vol0.1000.s20260815,0.5,10.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew10.0000.vol0.1000.s20260816,0.5,10.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew10.0000.vol0.2000.s20260815,0.5,10.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew10.0000.vol0.2000.s20260816,0.5,10.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew10.0000.vol0.3000.s20260815,0.5,10.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.5000.skew10.0000.vol0.3000.s20260816,0.5,10.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew1.0000.vol0.1000.s20260815,0.8,1.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew1.0000.vol0.1000.s20260816,0.8,1.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew1.0000.vol0.2000.s20260815,0.8,1.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.008333333333333304
fs.util0.8000.skew1.0000.vol0.2000.s20260816,0.8,1.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.008333333333333304
fs.util0.8000.skew1.0000.vol0.3000.s20260815,0.8,1.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.008333333333333304
fs.util0.8000.skew1.0000.vol0.3000.s20260816,0.8,1.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.025000000000000022
fs.util0.8000.skew3.0000.vol0.1000.s20260815,0.8,3.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew3.0000.vol0.1000.s20260816,0.8,3.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew3.0000.vol0.2000.s20260815,0.8,3.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew3.0000.vol0.2000.s20260816,0.8,3.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew3.0000.vol0.3000.s20260815,0.8,3.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew3.0000.vol0.3000.s20260816,0.8,3.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew5.0000.vol0.1000.s20260815,0.8,5.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew5.0000.vol0.1000.s20260816,0.8,5.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew5.0000.vol0.2000.s20260815,0.8,5.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew5.0000.vol0.2000.s20260816,0.8,5.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew5.0000.vol0.3000.s20260815,0.8,5.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew5.0000.vol0.3000.s20260816,0.8,5.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew10.0000.vol0.1000.s20260815,0.8,10.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew10.0000.vol0.1000.s20260816,0.8,10.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew10.0000.vol0.2000.s20260815,0.8,10.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew10.0000.vol0.2000.s20260816,0.8,10.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew10.0000.vol0.3000.s20260815,0.8,10.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util0.8000.skew10.0000.vol0.3000.s20260816,0.8,10.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew1.0000.vol0.1000.s20260815,1.0,1.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.01666666666666672
fs.util1.0000.skew1.0000.vol0.1000.s20260816,1.0,1.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.008333333333333304
fs.util1.0000.skew1.0000.vol0.2000.s20260815,1.0,1.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.01666666666666672
fs.util1.0000.skew1.0000.vol0.2000.s20260816,1.0,1.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.01666666666666672
fs.util1.0000.skew1.0000.vol0.3000.s20260815,1.0,1.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.050000000000000044
fs.util1.0000.skew1.0000.vol0.3000.s20260816,1.0,1.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.033333333333333326
fs.util1.0000.skew3.0000.vol0.1000.s20260815,1.0,3.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew3.0000.vol0.1000.s20260816,1.0,3.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew3.0000.vol0.2000.s20260815,1.0,3.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew3.0000.vol0.2000.s20260816,1.0,3.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew3.0000.vol0.3000.s20260815,1.0,3.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew3.0000.vol0.3000.s20260816,1.0,3.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew5.0000.vol0.1000.s20260815,1.0,5.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew5.0000.vol0.1000.s20260816,1.0,5.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew5.0000.vol0.2000.s20260815,1.0,5.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew5.0000.vol0.2000.s20260816,1.0,5.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew5.0000.vol0.3000.s20260815,1.0,5.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew5.0000.vol0.3000.s20260816,1.0,5.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew10.0000.vol0.1000.s20260815,1.0,10.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew10.0000.vol0.1000.s20260816,1.0,10.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew10.0000.vol0.2000.s20260815,1.0,10.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew10.0000.vol0.2000.s20260816,1.0,10.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew10.0000.vol0.3000.s20260815,1.0,10.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.0000.skew10.0000.vol0.3000.s20260816,1.0,10.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.2000.skew1.0000.vol0.1000.s20260815,1.2,1.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.04166666666666663
fs.util1.2000.skew1.0000.vol0.1000.s20260816,1.2,1.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.025000000000000022
fs.util1.2000.skew1.0000.vol0.2000.s20260815,1.2,1.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.07499999999999996
fs.util1.2000.skew1.0000.vol0.2000.s20260816,1.2,1.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.033333333333333326
fs.util1.2000.skew1.0000.vol0.3000.s20260815,1.2,1.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.05833333333333335
fs.util1.2000.skew1.0000.vol0.3000.s20260816,1.2,1.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.07499999999999996
fs.util1.2000.skew3.0000.vol0.1000.s20260815,1.2,3.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.008333333333333304
fs.util1.2000.skew3.0000.vol0.1000.s20260816,1.2,3.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.2000.skew3.0000.vol0.2000.s20260815,1.2,3.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.016666666666666607
fs.util1.2000.skew3.0000.vol0.2000.s20260816,1.2,3.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.01666666666666672
fs.util1.2000.skew3.0000.vol0.3000.s20260815,1.2,3.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.01666666666666672
fs.util1.2000.skew3.0000.vol0.3000.s20260816,1.2,3.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.025000000000000022
fs.util1.2000.skew5.0000.vol0.1000.s20260815,1.2,5.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.008333333333333304
fs.util1.2000.skew5.0000.vol0.1000.s20260816,1.2,5.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.2000.skew5.0000.vol0.2000.s20260815,1.2,5.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.016666666666666607
fs.util1.2000.skew5.0000.vol0.2000.s20260816,1.2,5.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.008333333333333304
fs.util1.2000.skew5.0000.vol0.3000.s20260815,1.2,5.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.008333333333333415
fs.util1.2000.skew5.0000.vol0.3000.s20260816,1.2,5.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.016666666666666607
fs.util1.2000.skew10.0000.vol0.1000.s20260815,1.2,10.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.2000.skew10.0000.vol0.1000.s20260816,1.2,10.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.2000.skew10.0000.vol0.2000.s20260815,1.2,10.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.2000.skew10.0000.vol0.2000.s20260816,1.2,10.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.2000.skew10.0000.vol0.3000.s20260815,1.2,10.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.2000.skew10.0000.vol0.3000.s20260816,1.2,10.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.5000.skew1.0000.vol0.1000.s20260815,1.5,1.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.06666666666666665
fs.util1.5000.skew1.0000.vol0.1000.s20260816,1.5,1.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.050000000000000044
fs.util1.5000.skew1.0000.vol0.2000.s20260815,1.5,1.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.09166666666666667
fs.util1.5000.skew1.0000.vol0.2000.s20260816,1.5,1.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.06666666666666665
fs.util1.5000.skew1.0000.vol0.3000.s20260815,1.5,1.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.09166666666666667
fs.util1.5000.skew1.0000.vol0.3000.s20260816,1.5,1.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.09166666666666667
fs.util1.5000.skew3.0000.vol0.1000.s20260815,1.5,3.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.033333333333333326
fs.util1.5000.skew3.0000.vol0.1000.s20260816,1.5,3.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.025000000000000022
fs.util1.5000.skew3.0000.vol0.2000.s20260815,1.5,3.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.05833333333333335
fs.util1.5000.skew3.0000.vol0.2000.s20260816,1.5,3.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.025000000000000022
fs.util1.5000.skew3.0000.vol0.3000.s20260815,1.5,3.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.016666666666666607
fs.util1.5000.skew3.0000.vol0.3000.s20260816,1.5,3.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.033333333333333326
fs.util1.5000.skew5.0000.vol0.1000.s20260815,1.5,5.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.025000000000000022
fs.util1.5000.skew5.0000.vol0.1000.s20260816,1.5,5.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.016666666666666607
fs.util1.5000.skew5.0000.vol0.2000.s20260815,1.5,5.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.025000000000000022
fs.util1.5000.skew5.0000.vol0.2000.s20260816,1.5,5.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.01666666666666672
fs.util1.5000.skew5.0000.vol0.3000.s20260815,1.5,5.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.033333333333333326
fs.util1.5000.skew5.0000.vol0.3000.s20260816,1.5,5.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.016666666666666607
fs.util1.5000.skew10.0000.vol0.1000.s20260815,1.5,10.0,0.1,20260815,estimated_service_time_first,weighted_fair_share,0.008333333333333304
fs.util1.5000.skew10.0000.vol0.1000.s20260816,1.5,10.0,0.1,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs.util1.5000.skew10.0000.vol0.2000.s20260815,1.5,10.0,0.2,20260815,estimated_service_time_first,weighted_fair_share,0.01666666666666672
fs.util1.5000.skew10.0000.vol0.2000.s20260816,1.5,10.0,0.2,20260816,estimated_service_time_first,weighted_fair_share,0.008333333333333304
fs.util1.5000.skew10.0000.vol0.3000.s20260815,1.5,10.0,0.3,20260815,estimated_service_time_first,weighted_fair_share,0.016666666666666607
fs.util1.5000.skew10.0000.vol0.3000.s20260816,1.5,10.0,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.016666666666666607
fs.util0.5000.skew1.0000.vol0.1000.s20260815,0.5,1.0,0.1,20260815,fifo,weighted_fair_share,0.0
fs.util0.5000.skew1.0000.vol0.1000.s20260816,0.5,1.0,0.1,20260816,fifo,weighted_fair_share,0.0
fs.util0.5000.skew1.0000.vol0.2000.s20260815,0.5,1.0,0.2,20260815,fifo,weighted_fair_share,-0.01666666666666672
fs.util0.5000.skew1.0000.vol0.2000.s20260816,0.5,1.0,0.2,20260816,fifo,weighted_fair_share,0.0
fs.util0.5000.skew1.0000.vol0.3000.s20260815,0.5,1.0,0.3,20260815,fifo,weighted_fair_share,0.0
fs.util0.5000.skew1.0000.vol0.3000.s20260816,0.5,1.0,0.3,20260816,fifo,weighted_fair_share,0.0
fs.util0.5000.skew3.0000.vol0.1000.s20260815,0.5,3.0,0.1,20260815,fifo,weighted_fair_share,0.0
fs.util0.5000.skew3.0000.vol0.1000.s20260816,0.5,3.0,0.1,20260816,fifo,weighted_fair_share,0.0
fs.util0.5000.skew3.0000.vol0.2000.s20260815,0.5,3.0,0.2,20260815,fifo,weighted_fair_share,-0.01666666666666672
fs.util0.5000.skew3.0000.vol0.2000.s20260816,0.5,3.0,0.2,20260816,fifo,weighted_fair_share,0.0
fs.util0.5000.skew3.0000.vol0.3000.s20260815,0.5,3.0,0.3,20260815,fifo,weighted_fair_share,0.0
fs.util0.5000.skew3.0000.vol0.3000.s20260816,0.5,3.0,0.3,20260816,fifo,weighted_fair_share,-0.008333333333333304
fs.util0.5000.skew5.0000.vol0.1000.s20260815,0.5,5.0,0.1,20260815,fifo,weighted_fair_share,0.0
fs.util0.5000.skew5.0000.vol0.1000.s20260816,0.5,5.0,0.1,20260816,fifo,weighted_fair_share,0.0
fs.util0.5000.skew5.0000.vol0.2000.s20260815,0.5,5.0,0.2,20260815,fifo,weighted_fair_share,-0.01666666666666672
fs.util0.5000.skew5.0000.vol0.2000.s20260816,0.5,5.0,0.2,20260816,fifo,weighted_fair_share,0.0
fs.util0.5000.skew5.0000.vol0.3000.s20260815,0.5,5.0,0.3,20260815,fifo,weighted_fair_share,0.0
fs.util0.5000.skew5.0000.vol0.3000.s20260816,0.5,5.0,0.3,20260816,fifo,weighted_fair_share,-0.008333333333333304
fs.util0.5000.skew10.0000.vol0.1000.s20260815,0.5,10.0,0.1,20260815,fifo,weighted_fair_share,0.0
fs.util0.5000.skew10.0000.vol0.1000.s20260816,0.5,10.0,0.1,20260816,fifo,weighted_fair_share,0.0
fs.util0.5000.skew10.0000.vol0.2000.s20260815,0.5,10.0,0.2,20260815,fifo,weighted_fair_share,-0.01666666666666672
fs.util0.5000.skew10.0000.vol0.2000.s20260816,0.5,10.0,0.2,20260816,fifo,weighted_fair_share,0.0
fs.util0.5000.skew10.0000.vol0.3000.s20260815,0.5,10.0,0.3,20260815,fifo,weighted_fair_share,0.0
fs.util0.5000.skew10.0000.vol0.3000.s20260816,0.5,10.0,0.3,20260816,fifo,weighted_fair_share,-0.008333333333333304
fs.util0.8000.skew1.0000.vol0.1000.s20260815,0.8,1.0,0.1,20260815,fifo,weighted_fair_share,-0.025000000000000022
fs.util0.8000.skew1.0000.vol0.1000.s20260816,0.8,1.0,0.1,20260816,fifo,weighted_fair_share,-0.008333333333333304
fs.util0.8000.skew1.0000.vol0.2000.s20260815,0.8,1.0,0.2,20260815,fifo,weighted_fair_share,-0.050000000000000044
fs.util0.8000.skew1.0000.vol0.2000.s20260816,0.8,1.0,0.2,20260816,fifo,weighted_fair_share,-0.033333333333333326
fs.util0.8000.skew1.0000.vol0.3000.s20260815,0.8,1.0,0.3,20260815,fifo,weighted_fair_share,-0.033333333333333326
fs.util0.8000.skew1.0000.vol0.3000.s20260816,0.8,1.0,0.3,20260816,fifo,weighted_fair_share,-0.025000000000000022
fs.util0.8000.skew3.0000.vol0.1000.s20260815,0.8,3.0,0.1,20260815,fifo,weighted_fair_share,-0.025000000000000022
fs.util0.8000.skew3.0000.vol0.1000.s20260816,0.8,3.0,0.1,20260816,fifo,weighted_fair_share,-0.008333333333333304
fs.util0.8000.skew3.0000.vol0.2000.s20260815,0.8,3.0,0.2,20260815,fifo,weighted_fair_share,-0.05833333333333335
