policy_name,mean_primary,median_primary,mean_interactive_violation_rate,mean_bulk_violation_rate,mean_jains_fairness_index,mean_ttft,scenarios_with_inter_violations,scenarios_with_bulk_violations,n_scenarios
aging_priority,1.0,1.0,0.0,0.0,1.0,1.7495559389634079,0,0,120
estimated_service_time_first,0.9719444444444445,1.0,0.0,0.03520723104056437,0.9989814051087194,1.3470851056300746,0,52,120
fifo,0.9025,0.9083333333333333,0.49398148148148147,0.0,0.8199221680416873,2.0226126056300746,104,0,120
weighted_fair_share,0.9594444444444444,0.9916666666666667,0.06967592592592592,0.03454723324514991,0.9945309140079143,1.406973925074519,50,52,120
