scenario_id,target_utilization,tenant_weight_skew,favored_tenant_size,prediction_noise_sigma,seed,policy_i,policy_j,delta_ij
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,1.3,5.0,short,0.0,20260816,fifo,weighted_fair_share,-0.6722222222222222
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,1.3,5.0,short,0.0,20260817,fifo,weighted_fair_share,-0.7444444444444445
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,1.3,5.0,short,0.3,20260816,fifo,weighted_fair_share,-0.7611111111111112
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,1.3,5.0,short,0.3,20260817,fifo,weighted_fair_share,-0.6111111111111112
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260816,1.5,5.0,short,0.0,20260816,fifo,weighted_fair_share,-0.725
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260817,1.5,5.0,short,0.0,20260817,fifo,weighted_fair_share,-0.7416666666666667
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260816,1.5,5.0,short,0.3,20260816,fifo,weighted_fair_share,-0.6972222222222223
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260817,1.5,5.0,short,0.3,20260817,fifo,weighted_fair_share,-0.6444444444444444
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260816,1.1,10.0,short,0.0,20260816,fifo,weighted_fair_share,-0.7757575757575759
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,1.1,10.0,short,0.0,20260817,fifo,weighted_fair_share,-0.8181818181818182
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260816,1.1,10.0,short,0.3,20260816,fifo,weighted_fair_share,-0.706060606060606
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,1.1,10.0,short,0.3,20260817,fifo,weighted_fair_share,-0.6984848484848485
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,1.3,10.0,short,0.0,20260816,fifo,weighted_fair_share,-0.7757575757575758
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,1.3,10.0,short,0.0,20260817,fifo,weighted_fair_share,-0.8303030303030303
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,1.3,10.0,short,0.3,20260816,fifo,weighted_fair_share,-0.8469696969696969
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,1.3,10.0,short,0.3,20260817,fifo,weighted_fair_share,-0.7196969696969697
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,1.5,10.0,short,0.0,20260816,fifo,weighted_fair_share,-0.7803030303030303
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,1.5,10.0,short,0.0,20260817,fifo,weighted_fair_share,-0.8515151515151514
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260816,1.5,10.0,short,0.3,20260816,fifo,weighted_fair_share,-0.8575757575757575
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,1.5,10.0,short,0.3,20260817,fifo,weighted_fair_share,-0.753030303030303
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260816,1.1,1.0,long,0.0,20260816,fifo,weighted_fair_share,-0.20833333333333337
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,1.1,1.0,long,0.0,20260817,fifo,weighted_fair_share,-0.2
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260816,1.1,1.0,long,0.3,20260816,fifo,weighted_fair_share,-0.125
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,1.1,1.0,long,0.3,20260817,fifo,weighted_fair_share,-0.22499999999999998
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260816,1.3,1.0,long,0.0,20260816,fifo,weighted_fair_share,-0.35000000000000003
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,1.3,1.0,long,0.0,20260817,fifo,weighted_fair_share,-0.25
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260816,1.3,1.0,long,0.3,20260816,fifo,weighted_fair_share,-0.07500000000000007
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,1.3,1.0,long,0.3,20260817,fifo,weighted_fair_share,-0.20000000000000007
fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260816,1.5,1.0,long,0.0,20260816,fifo,weighted_fair_share,-0.30000000000000004
fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260817,1.5,1.0,long,0.0,20260817,fifo,weighted_fair_share,-0.3083333333333333
fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260816,1.5,1.0,long,0.3,20260816,fifo,weighted_fair_share,-0.15833333333333333
fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260817,1.5,1.0,long,0.3,20260817,fifo,weighted_fair_share,-0.25833333333333336
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260816,1.1,5.0,long,0.0,20260816,fifo,weighted_fair_share,-0.35000000000000003
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,1.1,5.0,long,0.0,20260817,fifo,weighted_fair_share,-0.3583333333333333
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260816,1.1,5.0,long,0.3,20260816,fifo,weighted_fair_share,-0.21944444444444444
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,1.1,5.0,long,0.3,20260817,fifo,weighted_fair_share,-0.37777777777777777
fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260816,1.3,5.0,long,0.0,20260816,fifo,weighted_fair_share,-0.4083333333333333
fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260817,1.3,5.0,long,0.0,20260817,fifo,weighted_fair_share,-0.27222222222222225
fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260816,1.3,5.0,long,0.3,20260816,fifo,weighted_fair_share,-0.2861111111111111
fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,1.3,5.0,long,0.3,20260817,fifo,weighted_fair_share,-0.31666666666666665
fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260816,1.5,5.0,long,0.0,20260816,fifo,weighted_fair_share,-0.3416666666666667
fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260817,1.5,5.0,long,0.0,20260817,fifo,weighted_fair_share,-0.3138888888888889
fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260816,1.5,5.0,long,0.3,20260816,fifo,weighted_fair_share,-0.32777777777777783
fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260817,1.5,5.0,long,0.3,20260817,fifo,weighted_fair_share,-0.325
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260816,1.1,10.0,long,0.0,20260816,fifo,weighted_fair_share,-0.4818181818181818
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260817,1.1,10.0,long,0.0,20260817,fifo,weighted_fair_share,-0.4
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260816,1.1,10.0,long,0.3,20260816,fifo,weighted_fair_share,-0.26969696969696966
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260817,1.1,10.0,long,0.3,20260817,fifo,weighted_fair_share,-0.43333333333333335
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260816,1.3,10.0,long,0.0,20260816,fifo,weighted_fair_share,-0.3878787878787879
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260817,1.3,10.0,long,0.0,20260817,fifo,weighted_fair_share,-0.3606060606060606
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260816,1.3,10.0,long,0.3,20260816,fifo,weighted_fair_share,-0.29848484848484846
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260817,1.3,10.0,long,0.3,20260817,fifo,weighted_fair_share,-0.36363636363636365
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260816,1.5,10.0,long,0.0,20260816,fifo,weighted_fair_share,-0.36515151515151517
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260817,1.5,10.0,long,0.0,20260817,fifo,weighted_fair_share,-0.38484848484848483
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260816,1.5,10.0,long,0.3,20260816,fifo,weighted_fair_share,-0.4409090909090909
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260817,1.5,10.0,long,0.3,20260817,fifo,weighted_fair_share,-0.40606060606060607
