prompt_bucket,n_total,n_success,n_failed,n_skipped,count,mean_latency_s,p50_latency_s,p95_latency_s,p99_latency_s,mean_ttft_s,p50_ttft_s,p95_ttft_s,p99_ttft_s
long,60,60,0,0,60,3.3757966666666666,0.7384999999999999,3.733349999999853,52.968469,0.2684183333333333,0.24180000000000001,0.435585,0.5250859999999999
medium,60,60,0,0,60,3.353533333333333,0.69085,3.5972199999998526,53.066424,0.27648833333333334,0.273,0.40058999999999995,0.44600499999999965
short,60,60,0,0,60,2.4426366666666666,0.64085,0.9749899999999999,54.285015,0.27406166666666665,0.25634999999999997,0.44779999999999975,0.5363269999999999
