concurrency_level,n_total,n_success,n_failed,n_skipped,count,mean_latency_s,p50_latency_s,p95_latency_s,p99_latency_s,mean_ttft_s,p50_ttft_s,p95_ttft_s,p99_ttft_s
1,45,45,0,0,45,9.983039999999999,0.6515,53.07672,54.330239999999996,0.22930666666666666,0.2193,0.29862,0.30403600000000003
2,45,45,0,0,45,0.6667044444444444,0.657,0.7975599999999998,0.9352400000000001,0.2558622222222222,0.2335,0.41815999999999975,0.525144
4,45,45,0,0,45,0.7244333333333333,0.7345,0.92336,0.943724,0.2639288888888889,0.2722,0.33152,0.368052
8,45,45,0,0,45,0.8551111111111112,0.8413,1.13746,1.153872,0.34286,0.3485,0.50978,0.548524
