scenario_id,policy_name,arrival_normalized_weighted_goodput,unweighted_slo_success_rate,completion_fraction,mean_ttft,p95_ttft,p99_ttft,mean_tpot,p95_tpot,mean_queuing_delay,mean_prefill_delay_s,ttft_attainment,tbt_attainment,request_throughput,token_throughput,decode_stalled_steps,cumulative_decode_tokens_deferred,steps_with_prefill_while_decode_deferred,prefill_stalled_steps,cumulative_prefill_requests_stalled,budget_saturation_fraction,mean_num_decoding,mean_num_prefilling,fraction_prefill_tokens_while_decodes_active,status
pd1.psizemedium.occlow.slotbt_tight.loadmoderate.s20260818,full_prefill,1.0,1.0,1.0,0.013176736859521091,0.0314255454402041,0.032415811506953766,0.0010000000000000002,0.0010000000000000002,0.0006767368595210888,0.0125,1.0,1.0,13.972055888223553,3751.497005988024,0,0,0,82,353,0.032317297098788104,4.141388174807198,0.17737789203084833,0.9507180951116422,success
pd1.psizemedium.occlow.slotbt_tight.loadmoderate.s20260818,chunked_prefill_small,1.0,1.0,1.0,0.025248165430949664,0.04850774837848879,0.05149319126978348,0.0010000000000000002,0.0010000000000000005,0.0006767368595210888,0.02457142857142857,1.0,1.0,13.95812562313061,3747.7567298105682,0,0,0,62,248,0.024497257769652652,4.123217550274223,0.3619744058500914,0.8147558034034832,success
pd1.psizemedium.occlow.slotbt_tight.loadmoderate.s20260818,chunked_prefill_large,1.0,1.0,1.0,0.01486721304999728,0.032475545440204104,0.03541581150695376,0.0010000000000000002,0.0010000000000000002,0.0006767368595210888,0.014190476190476193,1.0,1.0,13.972055888223553,3751.497005988024,0,0,0,81,340,0.030825688073394496,4.1383486238532114,0.20330275229357797,0.9167275221846024,success
pd1.psizemedium.occlow.slotbt_tight.loadmoderate.s20260818,decode_priority_chunked,1.0,1.0,1.0,0.025248165430949664,0.04850774837848879,0.05149319126978348,0.0010000000000000002,0.0010000000000000005,0.0006767368595210888,0.02457142857142857,1.0,1.0,13.95812562313061,3747.7567298105682,0,0,0,62,248,0.024497257769652652,4.123217550274223,0.3619744058500914,0.8147558034034832,success
pd1.psizemedium.occlow.slotbt_tight.loadmoderate.s20260818,adaptive_prefill_control,1.0,1.0,1.0,0.025248165430949664,0.04850774837848879,0.05149319126978348,0.0010000000000000002,0.0010000000000000005,0.0006767368595210888,0.02457142857142857,1.0,1.0,13.95812562313061,3747.7567298105682,0,0,0,62,248,0.024497257769652652,4.123217550274223,0.3619744058500914,0.8147558034034832,success
pd1.psizelong.occhigh.slotbt_tight.loadmoderate.s20260818,decode_priority_chunked,0.9181818181818182,0.9181818181818182,1.0,0.07610952931813365,0.24399303520629598,0.2916633923246224,0.0010000000000000002,0.0010000000000000002,0.0005913474999518551,0.07551818181818182,1.0,1.0,20.66115702479339,32729.71450037566,0,0,0,283,5488,0.05352112676056338,32.72356807511737,1.5393427230046948,0.8183469136173668,success
pd1.psizelong.occhigh.slotbt_tight.loadmoderate.s20260818,adaptive_prefill_control,0.9181818181818182,0.9181818181818182,1.0,0.07610952931813365,0.24399303520629598,0.2916633923246224,0.0010000000000000002,0.0010000000000000002,0.0005913474999518551,0.07551818181818182,1.0,1.0,20.66115702479339,32729.71450037566,0,0,0,283,5488,0.05352112676056338,32.72356807511737,1.5393427230046948,0.8183469136173668,success
pd1.psizemedium.occhigh.slottft_tight.loadmoderate.s20260818,full_prefill,0.7636363636363637,0.7636363636363637,1.0,0.0069004384090427615,0.025870113691099955,0.03179474504444747,0.0010000000000000005,0.0010000000000000002,0.0005913474999518551,0.0063090909090909066,1.0,1.0,20.665038512117224,32735.863235017845,0,0,0,85,386,0.01652892561983471,32.72971450037566,0.10969196093163035,0.9611245040906589,success
pd1.psizemedium.occhigh.slottft_tight.loadmoderate.s20260818,chunked_prefill_small,0.7454545454545455,0.7454545454545455,1.0,0.012200438409042762,0.045160162504126966,0.04977230555062627,0.0010000000000000002,0.0010000000000000002,0.0005913474999518551,0.011609090909090911,0.990909090909091,1.0,20.66115702479339,32729.71450037566,0,0,0,68,270,0.013333333333333334,32.72356807511737,0.2191549295774648,0.8444980163626354,success
pd1.psizemedium.occhigh.slottft_tight.loadmoderate.s20260818,chunked_prefill_large,0.7636363636363637,0.7636363636363637,1.0,0.0075186202272245805,0.027652349800083846,0.03458941243797366,0.0010000000000000005,0.0010000000000000002,0.0005913474999518551,0.0069272727272727255,1.0,1.0,20.665038512117224,32735.863235017845,0,0,0,81,369,0.015965439519158527,32.72971450037566,0.12246431254695718,0.931967882158653,success
