id,label,n_states,sum_H_s,mean_H_ms,n_windows,P_beneficial_canonical,share_of_states,share_of_total_headroom,contribution_to_pooled_mean_ms
azure_2023_code,Azure code,563,1.400649339191961,2.487831863573643,19,0.827708703374778,0.7819444444444444,0.9747243764188847,1.945346304433279
azure_2023_conv,Azure conversation,157,0.036320303793592745,0.23133951460887098,17,0.7898089171974523,0.21805555555555556,0.025275623581115476,0.050444866379989926
