estimand,boot_ci95_low_ms,boot_ci95_high_ms,boot_replicates,boot_seed
state-weighted (canonical primary),0.18407155710405343,3.5409422583539936,200000,20260920
equal-window,0.1135100281485884,0.643843124229515,200000,20260920
equal-regime,0.14493810612488056,1.161020915829752,200000,20260920
equal-workload (supplementary),0.1844036982031228,2.0938521582479486,200000,20260920
