omitted,omitted_label,n_states_omitted,share_of_total_headroom_omitted,n_states,n_windows,mean_H_ms,P_beneficial_canonical,P_beneficial_eps_guarded,sum_H_s,delta_mean_H_ms,delta_P_canonical
azure_2023_code|active_sequence_capacity|active_4,"Code, active cap 4",122,0.006510621669538681,598,32,2.387314510517496,0.8795986622073578,0.8779264214046822,1.4276140772894625,0.39152333970422704,0.06015421776291341
azure_2023_code|active_sequence_capacity|active_8,"Code, active cap 8",10,0.00023261957843344854,710,36,2.023430106638001,0.8253521126760563,0.823943661971831,1.4366353757129806,0.02763893582473176,0.005907668231611929
azure_2023_code|kv_capacity|kv_16000,"Code, KV 16,000",431,0.9679811351709123,289,32,0.15920462547493672,0.6643598615916955,0.6608996539792388,0.04601013676225671,-1.8365865453383325,-0.15508458285274895
azure_2023_conv|active_sequence_capacity|active_4,"Conv, active cap 4",64,0.009655807024780614,656,20,2.169351435079905,0.8521341463414634,0.8521341463414634,1.4230945414124174,0.17356026426663562,0.03268970189701903
azure_2023_conv|kv_capacity|kv_16000,"Conv, KV 16,000",93,0.015619816556334858,627,36,2.256019841730618,0.7926634768740032,0.7910685805422647,1.4145244407650972,0.2602286709173487,-0.02678096757044124
