scope,scope_id,scope_label,N,mean_ms,median_ms,sd_ms,p25_ms,p75_ms,p90_ms,p95_ms,max_ms,n_exact_zero,frac_exact_zero,n_noise_level_positive(0<H<=eps),n_positive_above_eps,frac_positive_above_eps,pos_mean_ms,pos_median_ms,pos_p25_ms,pos_p75_ms,pos_p90_ms,pos_p95_ms
global,all,All 720 states,720,1.9957911708132692,0.1969480453199,3.622570191790548,0.02279693486590198,1.186363636363775,8.40545454545454,11.3043478260869,12.1153846153846,130,0.18055555555555555,1,589,0.8180555555555555,2.4396768132182576,0.2886597938144,0.0876288659793778,3.0000000000013998,9.90344827586203,11.391304347826098
workload,azure_2023_code,Azure code,563,2.4878318635736427,0.221649484536,3.943793520394128,0.02684684684684316,3.40909090909165,10.379310344827523,11.39913043478261,12.1153846153846,97,0.17229129662522202,0,466,0.827708703374778,3.0056852772359672,0.3427835051546,0.09845360824742054,6.939593301435375,11.0409698996655,11.5
workload,azure_2023_conv,Azure conversation,157,0.23133951460887098,0.1288659793814,0.6664364951216294,0.011764705882322255,0.302564102564,0.42256410256408006,0.46256410256403996,8.0909090909102,33,0.21019108280254778,1,123,0.7834394904458599,0.2952870227121357,0.2113402061855,0.0644329896907353,0.3461538461538,0.43999999999996003,0.47128205128198
regime,azure_2023_code|active_sequence_capacity|active_8,"Code, active cap 8",10,0.03342672725729626,0.0,0.05169139707766219,0.0,0.05361946686231224,0.12270408163262,0.12385204081631,0.125,6,0.6,0,4,0.4,0.08356681814324063,0.0931393834129216,0.05361946686231224,0.12308673469385001,0.12423469387754,0.12461734693877
regime,azure_2023_code|active_sequence_capacity|active_4,"Code, active cap 4",122,0.07668496472205744,0.010230713018090712,0.18826113280603413,0.0,0.05670889045272971,0.17968638631494002,0.28506493506494485,0.9756097560975,58,0.47540983606557374,0,64,0.5245901639344263,0.14618071400142202,0.0542379113807577,0.026014109347445583,0.12747631352285,0.28181818181817003,0.8147979797979498
regime,azure_2023_code|kv_capacity|kv_16000,"Code, KV 16,000",431,3.227284237177023,0.38613861386139997,4.240334651562357,0.110824742268,7.3660287081339995,11.1304347826087,11.53862068965515,12.1153846153846,33,0.0765661252900232,0,398,0.9234338747099768,3.4948731312143146,0.5454545454545,0.16220485533765,7.7127192982456,11.19983277591973,11.565217391304301
regime,azure_2023_conv|active_sequence_capacity|active_4,"Conv, active cap 4",64,0.21679846208025624,0.0,1.0351345106740981,0.0,0.04545454545457073,0.26401006711407,0.6595679012345442,8.0909090909102,33,0.515625,1,30,0.46875,0.4625033857712114,0.045715778474508806,0.018912848158116058,0.24683072334087502,0.7156054931335705,1.400993949870348
regime,azure_2023_conv|kv_capacity|kv_16000,"Conv, KV 16,000",93,0.24134626043501442,0.2422680412371,0.1382304073302357,0.1237113402061,0.3589743589743,0.42974358974356,0.45333333333327996,0.476923076923,0,0.0,0,93,1.0,0.24134626043501442,0.2422680412371,0.1237113402061,0.3589743589743,0.42974358974356,0.45333333333327996
