n_rows,estf_fraction,wfs_fraction,tie_fraction,regret_weighted_dominant_parent,dominant_parent_row_fraction,dominant_parent_regret_to_state_envelope_mean,within_sequence_switching_frequency,oracle_utility_advantage_best_parent_over_other,scenario_key,configuration_group_id,favored_tenant_size
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,76.66666666666667,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260820,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,27.333333333333332,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260821,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,63.25,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260822,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,119.66666666666667,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260823,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,77.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260824,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,68.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260825,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
5,0.2,0.8,0.0,WFS,0.8,0.8,0.25,19.6,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260826,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,14.333333333333334,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260827,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,0.75,0.25,WFS,0.75,0.0,0.0,10.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260828,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
4,0.25,0.75,0.0,WFS,0.75,0.25,0.3333333333333333,19.75,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260829,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,29.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260830,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,28.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260831,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,101.66666666666667,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260832,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,46.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260833,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,46.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260834,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,66.66666666666667,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260835,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,125.66666666666667,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260836,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
5,0.0,0.8,0.2,WFS,0.8,0.0,0.0,60.6,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260837,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,42.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260816,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,0.75,0.25,WFS,0.75,0.0,0.0,83.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260817,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,41.666666666666664,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260818,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,30.666666666666668,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260819,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,124.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260820,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,0.75,0.25,WFS,0.75,0.0,0.0,30.25,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260821,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,77.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260822,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
5,0.2,0.6,0.2,WFS,0.6,0.4,0.3333333333333333,23.2,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260823,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
6,0.16666666666666666,0.6666666666666666,0.16666666666666666,WFS,0.6666666666666666,1.0,0.25,34.666666666666664,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260824,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,105.66666666666667,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260825,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,79.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260826,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,70.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260827,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,35.666666666666664,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260828,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,0.75,0.25,WFS,0.75,0.0,0.0,34.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260829,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,42.333333333333336,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260830,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,61.666666666666664,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260831,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,105.33333333333333,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260832,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,55.333333333333336,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260833,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,59.333333333333336,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260834,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,47.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260835,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,120.66666666666667,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260836,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,116.33333333333333,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260837,util1.5000.skew10.0000.favlong.noise0.30.n120.maxseq1,long
2,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
5,0.8,0.0,0.2,ESTF,0.8,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
1,0.0,0.0,1.0,TIE,1.0,0.0,0.0,0.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260820,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
1,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260822,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
3,0.6666666666666666,0.0,0.3333333333333333,ESTF,0.6666666666666666,0.0,0.0,6.666666666666667,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260823,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
4,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260825,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
1,0.0,0.0,1.0,TIE,1.0,0.0,0.0,0.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260830,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
1,0.0,0.0,1.0,TIE,1.0,0.0,0.0,0.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260832,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
2,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260833,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
1,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260834,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
2,0.0,0.0,1.0,TIE,1.0,0.0,0.0,0.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260835,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
6,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260836,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
3,0.6666666666666666,0.0,0.3333333333333333,ESTF,0.6666666666666666,0.0,0.0,6.666666666666667,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260837,util1.5000.skew10.0000.favshort.noise0.00.n120.maxseq1,short
1,0.0,0.0,1.0,TIE,1.0,0.0,0.0,0.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
1,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260818,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
1,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260820,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
2,0.0,0.0,1.0,TIE,1.0,0.0,0.0,0.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260821,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
1,0.0,0.0,1.0,TIE,1.0,0.0,0.0,0.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260824,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
1,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260826,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
1,0.0,0.0,1.0,TIE,1.0,0.0,0.0,0.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260827,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
5,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,18.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260829,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
1,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260830,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
2,0.5,0.0,0.5,ESTF,0.5,0.0,0.0,4.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260832,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
2,0.5,0.0,0.5,ESTF,0.5,0.0,0.0,5.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260833,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
3,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,16.666666666666668,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260835,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
6,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,22.666666666666668,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260836,util1.5000.skew10.0000.favshort.noise0.30.n120.maxseq1,short
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,28.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260816,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
6,0.0,1.0,0.0,WFS,1.0,0.0,0.0,32.833333333333336,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260817,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
7,0.42857142857142855,0.5714285714285714,0.0,WFS,0.5714285714285714,0.8571428571428571,0.16666666666666666,8.857142857142858,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260818,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,5.75,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260819,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,22.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260820,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
6,0.0,1.0,0.0,WFS,1.0,0.0,0.0,17.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260821,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
5,0.0,1.0,0.0,WFS,1.0,0.0,0.0,30.4,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260822,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
8,0.0,1.0,0.0,WFS,1.0,0.0,0.0,56.375,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260823,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,23.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260824,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,27.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260825,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
6,0.5,0.16666666666666666,0.3333333333333333,WFS,0.5,0.5,0.3333333333333333,2.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260826,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
5,0.2,0.8,0.0,WFS,0.8,1.8,0.25,15.8,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260827,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,9.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260828,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,13.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260829,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
7,0.42857142857142855,0.5714285714285714,0.0,WFS,0.5714285714285714,0.5714285714285714,0.16666666666666666,10.571428571428571,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260830,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,30.333333333333332,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260831,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,38.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260832,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,3.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260833,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,20.333333333333332,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260834,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,6.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260835,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,43.666666666666664,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260836,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
5,0.0,1.0,0.0,WFS,1.0,0.0,0.0,21.4,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260837,util1.5000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
6,0.6666666666666666,0.3333333333333333,0.0,WFS,0.6666666666666666,1.3333333333333333,0.2,2.1666666666666665,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260816,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,34.666666666666664,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260817,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.25,0.75,0.0,WFS,0.75,1.0,0.3333333333333333,0.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260818,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,6.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260819,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
5,0.0,1.0,0.0,WFS,1.0,0.0,0.0,38.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260820,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
6,0.0,1.0,0.0,WFS,1.0,0.0,0.0,21.833333333333332,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260821,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,5.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260822,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,9.333333333333334,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260823,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,25.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260824,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,24.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260825,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,24.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260826,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
5,0.0,0.6,0.4,WFS,0.6,0.0,0.0,16.2,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260827,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
8,0.5,0.375,0.125,WFS,0.5,0.625,0.16666666666666666,4.375,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260828,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.75,0.0,0.25,ESTF,0.75,0.0,0.0,7.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260829,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
6,0.0,1.0,0.0,WFS,1.0,0.0,0.0,19.666666666666668,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260830,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
5,0.0,1.0,0.0,WFS,1.0,0.0,0.0,17.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260831,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,39.75,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260832,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
6,0.0,0.5,0.5,WFS,0.5,0.0,0.0,2.6666666666666665,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260833,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,11.25,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260834,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
6,0.0,1.0,0.0,WFS,1.0,0.0,0.0,25.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260835,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,17.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260836,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,37.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260837,util1.5000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,13.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260816,util1.5000.skew5.0000.favshort.noise0.00.n120.maxseq1,short
