scenario_id,policy_name,bulk_pressure,urgent_arrival_phase,urgent_tightness,seed,held_out,status,arrival_normalized_weighted_goodput,unweighted_slo_success_rate,completion_fraction,bulk_n,bulk_slo_success_rate,urgent_n,urgent_slo_success_rate,peak_kv_utilization,steps_over_reserve_threshold,n_steps,n_reserve_deferrals
kvp2.bulk24.phaselate.tighttight.s20260911,least_laxity_first,high,late,tight,20260911,False,success,0.4411764705882353,0.4411764705882353,1.0,24,0.5833333333333334,10,0.1,1.1281666666666668,3253,3508,0
kvp2.bulk24.phaselate.tighttight.s20260911,kv_constrained_online,high,late,tight,20260911,False,success,0.6176470588235294,0.6176470588235294,1.0,24,0.625,10,0.6,1.0955,1911,4469,158
kvp2.bulk24.phaselate.tighttight.s20260912,kv_constrained_online,high,late,tight,20260912,False,success,0.6176470588235294,0.6176470588235294,1.0,24,0.6666666666666666,10,0.5,1.0686666666666667,2175,4080,788
kvp2.bulk24.phaselate.tighttight.s20260914,kv_constrained_online,high,late,tight,20260914,True,success,0.9117647058823529,0.9117647058823529,1.0,24,0.9166666666666666,10,0.9,1.093,1829,2907,476
kvp2.bulk24.phaselate.tighttight.s20260914,least_laxity_first,high,late,tight,20260914,True,success,0.6764705882352942,0.6764705882352942,1.0,24,0.8333333333333334,10,0.3,1.0848333333333333,2216,2650,0
kvp2.bulk24.phaselate.tighttight.s20260913,least_laxity_first,high,late,tight,20260913,False,success,0.5294117647058824,0.5294117647058824,1.0,24,0.7083333333333334,10,0.1,1.1098333333333332,2125,4298,0
kvp2.bulk24.phaselate.tighttight.s20260913,kv_constrained_online,high,late,tight,20260913,False,success,0.7058823529411765,0.7058823529411765,1.0,24,0.7083333333333334,10,0.7,1.0876666666666666,1539,4619,755
kvp2.bulk24.phaselate.tighttight.s20260912,least_laxity_first,high,late,tight,20260912,False,success,0.4117647058823529,0.4117647058823529,1.0,24,0.5833333333333334,10,0.0,1.0695,3190,3423,0
kvp2.bulk24.phaselate.tighttight.s20260915,kv_constrained_online,high,late,tight,20260915,True,success,0.7352941176470589,0.7352941176470589,1.0,24,0.625,10,1.0,1.1046666666666667,2086,4904,310
kvp2.bulk24.phaselate.tighttight.s20260915,least_laxity_first,high,late,tight,20260915,True,success,0.35294117647058826,0.35294117647058826,1.0,24,0.5,10,0.0,1.0818333333333334,3525,3901,0
