policy,n_total,n_completed,n_failed,completion_fraction,ttft_stats,server_latency_stats,total_wall_time_stats,mean_output_tokens,conditional_weighted_goodput,arrival_normalized_weighted_goodput,slo_violation_rate_among_completed,request_throughput_per_sec,output_token_throughput_per_sec,policy_wall_clock_seconds
edf,540,540,0,1.0,"{'count': 540, 'mean': 0.01873219340739996, 'p50': 0.017458390997489914, 'p95': 0.02858676463074516, 'p99': 0.03547663324337919}","{'count': 540, 'mean': 1.450027481924432, 'p50': 1.309557020489592, 'p95': 2.767722566140583, 'p99': 2.7941034319787286}","{'count': 540, 'mean': 2.5607612962962962, 'p50': 1.81735, 'p95': 7.1189699999999965, 'p99': 11.522509000000023}",273.55555555555554,0.2303082191780822,0.2303082191780822,0.6481481481481481,1.1691037683999326,319.8148308667371,461.89227560104337
estimated_service_time_first,540,540,0,1.0,"{'count': 540, 'mean': 0.019416734503357912, 'p50': 0.017642784514464438, 'p95': 0.030176057573407834, 'p99': 0.039851699587889026}","{'count': 540, 'mean': 1.4849249197258527, 'p50': 1.3400008999742568, 'p95': 2.8432567842974095, 'p99': 2.9638048466603504}","{'count': 540, 'mean': 2.6202183333333333, 'p50': 1.93975, 'p95': 7.249244999999992, 'p99': 12.044132000000015}",274.13703703703703,0.22345890410958905,0.22345890410958905,0.6555555555555556,1.1480807052533897,314.7314428175561,470.35020929196617
fifo,540,540,0,1.0,"{'count': 540, 'mean': 0.018989925556902394, 'p50': 0.01749732348253019, 'p95': 0.02847446357773151, 'p99': 0.0370063039532397}","{'count': 540, 'mean': 1.4671668630197894, 'p50': 1.3132179034873843, 'p95': 2.780067006056197, 'p99': 2.8022415608988376}","{'count': 540, 'mean': 2.5669287037037036, 'p50': 1.83155, 'p95': 6.914934999999998, 'p99': 11.452708000000019}",274.7814814814815,0.2440068493150685,0.2440068493150685,0.6148148148148148,1.1571387272453821,317.960293752082,466.6683322279714
least_laxity_first,540,540,0,1.0,"{'count': 540, 'mean': 0.01907381010651416, 'p50': 0.01767603401094675, 'p95': 0.02860989766195411, 'p99': 0.03675676954211667}","{'count': 540, 'mean': 1.4681225475564132, 'p50': 1.3218060574727133, 'p95': 2.8204066445556237, 'p99': 2.867169993442367}","{'count': 540, 'mean': 2.5949677777777778, 'p50': 1.90245, 'p95': 7.230254999999993, 'p99': 11.679262000000021}",273.7851851851852,0.22773972602739725,0.22773972602739725,0.65,1.1569090377023672,316.74455512975703,466.76098327699583
selector,540,481,59,0.8907407407407407,"{'count': 481, 'mean': 0.020182249234774366, 'p50': 0.018190836999565363, 'p95': 0.028716339031234384, 'p99': 0.0589239014079794}","{'count': 481, 'mean': 1.4227284009159609, 'p50': 1.3149581860052422, 'p95': 2.909368045977317, 'p99': 3.0098756158025934}","{'count': 481, 'mean': 2.407616216216216, 'p50': 1.5939, 'p95': 5.8533, 'p99': 9.120459999999987}",260.6382536382536,0.2553191489361702,0.22742316784869973,0.6153846153846154,1.1494801600676456,299.5985015118514,418.45002350601135
shortest_output_first,540,540,0,1.0,"{'count': 540, 'mean': 0.01925160935465505, 'p50': 0.01804113999241963, 'p95': 0.02846314208873081, 'p99': 0.0384530699113384}","{'count': 540, 'mean': 1.4857989528551654, 'p50': 1.3423737235134467, 'p95': 2.846990376210306, 'p99': 2.987436329466873}","{'count': 540, 'mean': 2.6065111111111112, 'p50': 1.8390499999999999, 'p95': 7.171979999999988, 'p99': 11.70979600000002}",274.3314814814815,0.24315068493150685,0.24315068493150685,0.6166666666666667,1.1421455177965152,313.3264719645518,472.79439579800237
vllm_direct,540,540,0,1.0,"{'count': 540, 'mean': 0.019792867206248316, 'p50': 0.018555998482042924, 'p95': 0.030374843667959787, 'p99': 0.04891438701597515}","{'count': 540, 'mean': 1.495580785483428, 'p50': 1.3372868849837687, 'p95': 2.8708270166942382, 'p99': 3.178903765358848}","{'count': 540, 'mean': 2.609430925925926, 'p50': 1.86745, 'p95': 7.101714999999999, 'p99': 11.784530000000018}",273.02222222222224,0.24143835616438356,0.24143835616438356,0.6185185185185185,1.1393814809710134,311.0764638935527,473.94135240797186
