label,mean_realized_gain,ci95_low,ci95_high,override_rate,precision,harmful_override_rate,oracle_gap_closure,negative_scenario_count,total_realized_gain
STATE_ACTION_V1.PRIMARY_TRAIN_SELECTED,0.00019594132039085852,-0.00020766285012871125,0.0005859577436553393,0.3822007200720072,0.16720635855166324,0.05063006300630063,0.042005184160838975,57,1.7415264556339505
STATE_CORE_V1.RIDGE,-0.00011720938049540215,-0.0003310137729542487,5.127909272340113e-05,0.08168316831683169,0.05509641873278237,0.008888388838883888,-0.02512691862679166,16,-1.0417569738431343
STATE_CORE_V1.HIST_GRADIENT_BOOSTING,-3.1840584985579225e-06,-7.957453180502952e-05,6.264009982188624e-05,0.008325832583258325,0.25675675675675674,0.0014626462646264626,-0.0006825868241778463,4,-0.028299911935182817
STATE_CORE_V1.EXTRA_TREES,-0.00011254467394325762,-0.0003054203440653575,3.0449820728228115e-05,0.018114311431143115,0.2111801242236025,0.0063006300630063005,-0.024126915884193807,6,-1.0002970620076737
STATE_CORE_V1.DUMMY_ZERO,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0
