threshold,states,mean_realized_gain,total_realized_gain,override_count,override_rate,beneficial_override_count,harmful_override_count,zero_effect_override_count,precision_among_overrides,harmful_override_rate,oracle_mean_gain,oracle_total_gain,gap_closure
0.0,8888,0.0002665788418098967,2.3693527460063617,4211,0.4737848784878488,646,487,3078,0.15340774162906673,0.05479297929792979,0.00466469375876544,41.459798127907234,0.05714819784449248
0.001,8888,0.00017048224507648332,1.5152461942397837,2172,0.24437443744374437,491,387,1294,0.22605893186003684,0.04354185418541854,0.00466469375876544,41.459798127907234,0.03654736063994118
0.0025,8888,0.00014051088261301796,1.2488607246645036,1258,0.14153915391539154,337,239,682,0.26788553259141495,0.02689018901890189,0.00466469375876544,41.459798127907234,0.030122209491026827
0.005,8888,4.8510091149084524e-05,0.43115769013306326,578,0.06503150315031503,155,111,312,0.2681660899653979,0.012488748874887488,0.00466469375876544,41.459798127907234,0.010399416051252896
0.01,8888,2.3766086807231487e-05,0.21123297954267345,205,0.023064806480648063,34,25,146,0.16585365853658537,0.0028127812781278128,0.00466469375876544,41.459798127907234,0.005094886832082504
0.02,8888,-3.00731070175873e-06,-0.026728977517231592,30,0.0033753375337533752,5,6,19,0.16666666666666666,0.0006750675067506751,0.00466469375876544,41.459798127907234,-0.0006446962774582325
