policy,n_total,n_completed,n_failed,completion_fraction,ttft_stats,server_latency_stats,total_wall_time_stats,mean_output_tokens,conditional_weighted_goodput,arrival_normalized_weighted_goodput,slo_violation_rate_among_completed,request_throughput_per_sec,output_token_throughput_per_sec,policy_wall_clock_seconds
edf,24,24,0,1.0,"{'count': 24, 'mean': 0.01570558449748205, 'p50': 0.0144122640194837, 'p95': 0.020539036387344823, 'p99': 0.020969689511111937}","{'count': 24, 'mean': 0.881615378294858, 'p50': 0.7120507239887957, 'p95': 1.4315478551172418, 'p99': 1.4352222183172125}","{'count': 24, 'mean': 1.0191291666666666, 'p50': 0.71715, 'p95': 1.43587, 'p99': 2.3733749999999993}",162.625,0.7954545454545454,0.7954545454545454,0.125,1.7036953837574125,277.0634617835492,14.087025314976927
estimated_service_time_first,24,24,0,1.0,"{'count': 24, 'mean': 0.01624202216771664, 'p50': 0.014482348487945274, 'p95': 0.02089608293608762, 'p99': 0.021731969240354372}","{'count': 24, 'mean': 0.9298022525787625, 'p50': 0.7193415955116507, 'p95': 1.4023281833651708, 'p99': 1.402694396179286}","{'count': 24, 'mean': 1.0681208333333332, 'p50': 0.77715, 'p95': 1.4304299999999999, 'p99': 2.3801439999999996}",172.41666666666666,0.7954545454545454,0.7954545454545454,0.125,1.6428057913384293,283.2470985232675,14.609152296965476
fifo,24,24,0,1.0,"{'count': 24, 'mean': 0.015927595833394054, 'p50': 0.014951111981645226, 'p95': 0.02128165193716995, 'p99': 0.021761033089132978}","{'count': 24, 'mean': 0.9371314454862537, 'p50': 0.7220420109515544, 'p95': 1.4045195736369351, 'p99': 1.406038561896421}","{'count': 24, 'mean': 1.0756458333333334, 'p50': 0.8524, 'p95': 1.42897, 'p99': 2.3977869999999992}",173.70833333333334,0.75,0.75,0.16666666666666666,1.5836426505002899,275.09192541398784,15.154934096033685
least_laxity_first,24,24,0,1.0,"{'count': 24, 'mean': 0.016074146423003793, 'p50': 0.015157187503064051, 'p95': 0.020743273181142285, 'p99': 0.02096282503742259}","{'count': 24, 'mean': 0.8791230059214286, 'p50': 0.7071243700047489, 'p95': 1.4117478471016511, 'p99': 1.4117802343866788}","{'count': 24, 'mean': 1.0171833333333333, 'p50': 0.7099, 'p95': 1.4312850000000001, 'p99': 2.3821619999999997}",162.625,0.7954545454545454,0.7954545454545454,0.125,1.704572880252534,277.2061646510683,14.079773459990975
shortest_output_first,24,24,0,1.0,"{'count': 24, 'mean': 0.01601773612977316, 'p50': 0.014477405522484332, 'p95': 0.020359155954793096, 'p99': 0.020974697732017374}","{'count': 24, 'mean': 0.9293540813378058, 'p50': 0.7067384920082986, 'p95': 1.406464062439045, 'p99': 1.4076846704789205}","{'count': 24, 'mean': 1.0688208333333333, 'p50': 0.7717499999999999, 'p95': 1.42914, 'p99': 2.3879849999999996}",172.41666666666666,0.75,0.75,0.16666666666666666,1.6413847704057414,283.0020908307899,14.621800099965185
vllm_direct,24,24,0,1.0,"{'count': 24, 'mean': 0.016021324333754212, 'p50': 0.014838030998362228, 'p95': 0.020798611783538944, 'p99': 0.02089953196118586}","{'count': 24, 'mean': 1.0152982036597678, 'p50': 0.7569772150018252, 'p95': 1.4328737909614573, 'p99': 1.4361372727667914}","{'count': 24, 'mean': 1.1599791666666668, 'p50': 1.3204500000000001, 'p95': 2.0151849999999984, 'p99': 2.5484}",187.91666666666666,0.75,0.75,0.16666666666666666,1.5085919459383972,283.4895698409238,15.908874540007673
