threshold_ms,boot_ci95_low,boot_ci95_high,boot_replicates,boot_seed
0.0,0.6989617112628852,0.8840071676096765,200000,20260920
0.1,0.3709665454197377,0.6783523559244138,200000,20260920
0.25,0.23742913150871145,0.5516351660690982,200000,20260920
0.5,0.03023730897497974,0.4768462874699178,200000,20260920
1.0,0.018867924528301886,0.435878987108366,200000,20260920
2.0,0.0026954177897574125,0.3955322824760653,200000,20260920
5.0,0.0,0.34715960324616774,200000,20260920
