id,label,n_states,sum_H_s,mean_H_ms,n_windows,P_beneficial_canonical,share_of_states,share_of_total_headroom,contribution_to_pooled_mean_ms
active_sequence_capacity,active_sequence_capacity,196,0.02356493454180037,0.12022925786632842,32,0.5051020408163265,0.2722222222222222,0.016399048272752743,0.03272907575250052
kv_capacity,kv_capacity,524,1.4134047084437533,2.697337229854491,15,0.9370229007633588,0.7277777777777777,0.9836009517272473,1.9630620950607685
