scenario_id,policy_name,generator_family,template_name,seed,workload_tag,num_completed,num_dropped,num_slo_violated,num_total,completion_fraction,mean_latency,median_latency,p95_latency,p99_latency,max_latency,mean_queuing_delay,p95_queuing_delay,mean_ttft,p95_ttft,p99_ttft,mean_tpot,p95_tpot,mean_prefill_delay,p95_prefill_delay,slo_violation_rate,weighted_goodput,arrival_normalized_weighted_goodput,weighted_completion_fraction,request_throughput
sobolB.idx0.case2b_prediction_inversion_boundary.stress.moderate.util0.607073.inv0.729613.s20260811,shortest_output_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260811,sobolB.idx0.case2b_prediction_inversion_boundary.stress.moderate.util0.607073.inv0.729613.s20260811,60,0,21,60,1.0,0.15509424904716618,0.16199510117593963,0.27291475526655595,0.33407992897222416,0.38078177497338817,0.03124424904716618,0.1400147552665559,0.03224424904716617,0.14101475526655588,0.24694794978613868,0.0010000000000000002,0.0010000000000000028,0.0009999999999999861,0.001000000000000334,0.35,0.65,0.65,1.0,14.943960149439603
sobolB.idx0.case2b_prediction_inversion_boundary.stress.moderate.util0.607073.inv0.729613.s20260811,estimated_service_time_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260811,sobolB.idx0.case2b_prediction_inversion_boundary.stress.moderate.util0.607073.inv0.729613.s20260811,60,0,16,60,1.0,0.15629424904716618,0.15358012884008426,0.30781075272608643,0.3918917467204291,0.46284691395709254,0.03244424904716618,0.17249316930862912,0.03344424904716617,0.17349316930862924,0.27490953376532684,0.0010000000000000002,0.0010000000000000024,0.0009999999999999825,0.001000000000000334,0.26666666666666666,0.7333333333333333,0.7333333333333333,1.0,14.943960149439603
sobolB.idx0.case2b_prediction_inversion_boundary.stress.moderate.util0.607073.inv0.729613.s20260812,estimated_service_time_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260812,sobolB.idx0.case2b_prediction_inversion_boundary.stress.moderate.util0.607073.inv0.729613.s20260812,60,0,14,60,1.0,0.15542033718816678,0.14097789121889415,0.2554600642771989,0.43071708001414094,0.4508541813840332,0.03045367052150012,0.19086006427719918,0.031453670521500124,0.1918600642771995,0.3251870800141408,0.001,0.0010000000000000024,0.0010000000000000028,0.001000000000000334,0.23333333333333334,0.7666666666666667,0.7666666666666667,1.0,14.261944378416924
sobolB.idx0.case2b_prediction_inversion_boundary.stress.moderate.util0.607073.inv0.729613.s20260811,aging_priority,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260811,sobolB.idx0.case2b_prediction_inversion_boundary.stress.moderate.util0.607073.inv0.729613.s20260811,60,0,20,60,1.0,0.15369424904716614,0.15109933099736578,0.27342978898675147,0.3239590858773774,0.34858391864071425,0.029844249047166184,0.14257027399051042,0.03084424904716617,0.14357027399051042,0.18018003880157615,0.001,0.0010000000000000024,0.0009999999999999916,0.001000000000000334,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,14.943960149439603
sobolB.idx0.case2b_prediction_inversion_boundary.stress.moderate.util0.607073.inv0.729613.s20260812,aging_priority,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260812,sobolB.idx0.case2b_prediction_inversion_boundary.stress.moderate.util0.607073.inv0.729613.s20260812,60,0,13,60,1.0,0.15343700385483347,0.14126539461830512,0.2656270988297958,0.3622596613800378,0.36272350109608054,0.028470337188166796,0.16005833891912313,0.02947033718816679,0.16105833891912344,0.2238617340969637,0.001,0.0010000000000000024,0.0009999999999999953,0.001000000000000334,0.21666666666666667,0.7833333333333333,0.7833333333333333,1.0,14.261944378416924
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260809,fifo,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260809,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260809,60,0,23,60,1.0,0.4135842632062989,0.42756912454126433,0.7500770841333734,0.8493836779363032,0.8742738876785028,0.0767509298729656,0.32860465114376425,0.07775092987296554,0.3296046511437646,0.3981864237291643,0.0010000000000000002,0.0010000000000000024,0.0009999999999999527,0.0010000000000003784,0.38333333333333336,0.6166666666666667,0.6166666666666667,1.0,5.200658750108347
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260809,estimated_service_time_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260809,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260809,60,0,21,60,1.0,0.4221342632062989,0.42254147997417696,0.73692971738379,1.2537368584392425,1.484100572887669,0.08530092987296557,0.3840161271286237,0.0863009298729656,0.38501612712862404,0.957156858439243,0.0010000000000000002,0.001000000000000003,0.0010000000000000417,0.0010000000000012221,0.35,0.65,0.65,1.0,5.207429265752474
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260809,shortest_output_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260809,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260809,60,0,21,60,1.0,0.4217509298729656,0.42254147997417696,0.7532893349725731,1.1901689286106407,1.4831005728876696,0.08491759653963224,0.402166127128624,0.08591759653963228,0.4031661271286235,0.869988928610641,0.0010000000000000005,0.0010000000000000041,0.0010000000000000267,0.0010000000000012221,0.35,0.65,0.65,1.0,5.207429265752474
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260810,estimated_service_time_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260810,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260810,60,0,17,60,1.0,0.3686916603563215,0.37590499324852633,0.5945875378120781,0.6441817147551095,0.6585989539174184,0.020458327022987985,0.1618549604996942,0.021458327022988097,0.1628549604996937,0.22578461476808043,0.001,0.0010000000000000044,0.0010000000000001139,0.0010000000000012221,0.2833333333333333,0.7166666666666667,0.7166666666666667,1.0,4.98960498960499
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260810,fifo,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260810,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260810,60,0,17,60,1.0,0.3686916603563215,0.37590499324852633,0.5945875378120781,0.6445417147551096,0.6565989539174186,0.020458327022987985,0.1617549604996942,0.021458327022988097,0.16275496049969365,0.2266046147680807,0.0009999999999999998,0.0010000000000000037,0.0010000000000001139,0.0010000000000012221,0.2833333333333333,0.7166666666666667,0.7166666666666667,1.0,4.98960498960499
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260809,aging_priority,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260809,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260809,60,0,20,60,1.0,0.40740092987296556,0.4187633355212481,0.7507412289548739,1.0038073012474826,1.0750870915052837,0.07056759653963227,0.3804592386272111,0.07156759653963221,0.38145923862721137,0.47630031013757035,0.001,0.0010000000000000022,0.000999999999999938,0.0010000000000003784,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,5.200658750108347
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260810,shortest_output_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260810,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260810,60,0,17,60,1.0,0.3686916603563215,0.37590499324852633,0.5945875378120781,0.6445417147551096,0.6565989539174186,0.020458327022987985,0.1617549604996942,0.021458327022988097,0.16275496049969365,0.2266046147680807,0.0009999999999999998,0.0010000000000000037,0.0010000000000001139,0.0010000000000012221,0.2833333333333333,0.7166666666666667,0.7166666666666667,1.0,4.98960498960499
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260810,aging_priority,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260810,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260810,60,0,18,60,1.0,0.36809166035632146,0.37590499324852633,0.5945875378120781,0.6445417147551096,0.6565989539174186,0.019858327022987985,0.1617549604996942,0.020858327022988097,0.16275496049969365,0.24037732963842612,0.0009999999999999998,0.0010000000000000037,0.0010000000000001139,0.0010000000000012221,0.3,0.7,0.7,1.0,4.98960498960499
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260811,fifo,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260811,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260811,60,0,24,60,1.0,0.3870759886292435,0.39841720058444396,0.6864299323941775,0.8044793213055351,0.8215509737054303,0.07520932196257675,0.2935455430666491,0.07620932196257672,0.294545543066649,0.33675692104524657,0.0010000000000000005,0.001000000000000003,0.000999999999999962,0.001000000000000334,0.4,0.6,0.6,1.0,5.989817310572028
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260811,estimated_service_time_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260811,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260811,60,0,25,60,1.0,0.39145932196257677,0.4099432346752985,0.679274962291184,0.9145082685453925,1.0482760830711935,0.07959265529591007,0.3262979411314486,0.08059265529591005,0.3272979411314485,0.5409065528720064,0.0010000000000000002,0.001000000000000003,0.0009999999999999805,0.001000000000000334,0.4166666666666667,0.5833333333333334,0.5833333333333334,1.0,5.989817310572028
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260811,shortest_output_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260811,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260811,60,0,26,60,1.0,0.39145932196257677,0.4099432346752985,0.679574962291184,0.9145082685453925,1.0482760830711935,0.07959265529591007,0.3262979411314486,0.08059265529591005,0.3272979411314485,0.5409065528720064,0.0010000000000000002,0.001000000000000003,0.0009999999999999731,0.001000000000000334,0.43333333333333335,0.5666666666666667,0.5666666666666667,1.0,5.989817310572028
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260812,fifo,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260812,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260812,60,0,20,60,1.0,0.395412484325299,0.3512036798338689,0.7481692451181187,1.0203638632538816,1.1107376359534848,0.07919581765863232,0.3545861648856394,0.08019581765863233,0.3555861648856397,0.46049635604295597,0.001,0.0010000000000000028,0.0009999999999999898,0.0010000000000012221,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,5.631687629059508
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260811,aging_priority,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260811,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260811,60,0,23,60,1.0,0.38730932196257684,0.38825973754822485,0.7168759304786365,0.8587482685453929,0.9122760830711933,0.07544265529591006,0.3130939314266385,0.07644265529591006,0.314093931426638,0.44600776646061857,0.0010000000000000002,0.001000000000000003,0.0009999999999999916,0.001000000000000334,0.38333333333333336,0.6166666666666667,0.6166666666666667,1.0,5.989817310572028
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260812,estimated_service_time_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260812,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260812,60,0,25,60,1.0,0.4285291509919657,0.40353375744299136,0.7655377400921685,1.4620591358478092,2.036226992037335,0.11231248432529904,0.6044253466966267,0.113312484325299,0.6054253466966262,1.1948991358478085,0.001,0.0010000000000000026,0.0009999999999999454,0.0010000000000012221,0.4166666666666667,0.5833333333333334,0.5833333333333334,1.0,5.70233795856301
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260812,shortest_output_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260812,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260812,60,0,26,60,1.0,0.4298791509919658,0.40353375744299136,1.0153081814609117,1.315966612743376,1.6868602132715864,0.11366248432529905,0.6760550341554711,0.11466248432529896,0.6770550341554705,1.1244266127433762,0.001,0.0010000000000000026,0.0009999999999999306,0.0010000000000012221,0.43333333333333335,0.5666666666666667,0.5666666666666667,1.0,5.70233795856301
sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260812,aging_priority,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260812,sobolB.idx0.case2b_prediction_inversion_boundary.stress.strong.util0.607073.inv0.729613.s20260812,60,0,20,60,1.0,0.398162484325299,0.3512036798338689,0.8127180533756831,1.003104499248261,1.0312269920373351,0.08194581765863236,0.39163671922530646,0.08294581765863232,0.3926367192253068,0.5882529542573601,0.0010000000000000007,0.0010000000000000052,0.0009999999999999306,0.0010000000000012221,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,5.663583160279404
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260809,fifo,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260809,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260809,60,0,39,60,1.0,0.2908778694971072,0.2864543527041947,0.4851143482212792,0.545928337817674,0.5841323391933047,0.16051120283044049,0.35912661533845003,0.16151120283044051,0.3601266153384499,0.39314878051948887,0.001,0.0010000000000000009,0.0010000000000000046,0.001000000000000334,0.65,0.35,0.35,1.0,21.001050052502624
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260809,estimated_service_time_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260809,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260809,60,0,31,60,1.0,0.32402786949710716,0.202105453668384,1.069756292472054,1.2685131415683455,1.3909850354860758,0.19366120283044055,0.9837722343185308,0.19466120283044056,0.9847722343185307,1.200395027779921,0.001,0.0010000000000000009,0.0009999999999999935,0.001000000000000334,0.5166666666666667,0.48333333333333334,0.48333333333333334,1.0,21.32954141485958
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260809,shortest_output_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260809,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260809,60,0,32,60,1.0,0.33444453616377384,0.2133630016518917,1.1341712635985888,1.4602039270997331,1.4840867173400518,0.2040778694971072,0.9871212635985884,0.2050778694971072,0.9881212635985883,1.4026139270997333,0.001,0.001000000000000002,0.0010000000000000065,0.001000000000000334,0.5333333333333333,0.4666666666666667,0.4666666666666667,1.0,21.367521367521366
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260810,fifo,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260810,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260810,60,0,40,60,1.0,0.24651222775485063,0.22995442177026704,0.41606433437653473,0.4570086855175506,0.46837021653995947,0.11316222775485059,0.2602228971436684,0.11416222775485059,0.26122289714366875,0.2793339160381524,0.001,0.0010000000000000018,0.0010000000000000063,0.001000000000000334,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,20.718232044198896
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260810,estimated_service_time_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260810,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260810,60,0,31,60,1.0,0.26742889442151724,0.20118727541415654,0.7065493780963978,1.0849389315635687,1.1038324115113454,0.13407889442151727,0.5887493780963983,0.13507889442151724,0.5897493780963982,1.0319389315635685,0.0010000000000000002,0.0010000000000000018,0.000999999999999986,0.001000000000000334,0.5166666666666667,0.48333333333333334,0.48333333333333334,1.0,21.32954141485958
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260810,shortest_output_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260810,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260810,60,0,29,60,1.0,0.2795622277548506,0.1990644604022323,0.9639665630950283,1.6059389315635686,1.6248324115113453,0.1462122277548506,0.7986665630950281,0.14721222775485057,0.799666563095028,1.5529389315635687,0.0010000000000000002,0.0010000000000000018,0.0009999999999999879,0.001000000000000123,0.48333333333333334,0.5166666666666667,0.5166666666666667,1.0,21.52080344332855
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260809,aging_priority,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260809,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260809,60,0,34,60,1.0,0.30867786949710724,0.22291595331499303,0.8013324122801057,1.0326964397736664,1.160405554269585,0.17831120283044058,0.6738806319060676,0.17931120283044058,0.6748806319060677,0.935627448187314,0.001,0.001000000000000002,0.0009999999999999916,0.001000000000000334,0.5666666666666667,0.43333333333333335,0.43333333333333335,1.0,20.74688796680498
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260810,aging_priority,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260810,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260810,60,0,35,60,1.0,0.2653622277548506,0.21091527773212537,0.6540493780963978,1.0139389315635687,1.0328324115113452,0.13201222775485058,0.536249378096398,0.13301222775485055,0.5372493780963982,0.9609389315635686,0.0010000000000000002,0.0010000000000000018,0.0009999999999999842,0.001000000000000123,0.5833333333333334,0.4166666666666667,0.4166666666666667,1.0,21.201413427561835
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260811,fifo,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260811,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260811,60,0,53,60,1.0,0.33182021075638934,0.34245339807815933,0.4724955362621926,0.5005491590892905,0.5025204096118087,0.2079702107563893,0.3081497003537109,0.20897021075638936,0.30914970035371103,0.3422176087068873,0.001,0.001000000000000002,0.001000000000000014,0.001000000000000112,0.8833333333333333,0.11666666666666667,0.11666666666666667,1.0,23.192887514495553
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260811,estimated_service_time_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260811,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260811,60,0,37,60,1.0,0.40940354408972274,0.21057011358621702,1.5968272839382753,1.9094661670350137,2.080849935752827,0.28555354408972267,1.5362772839382755,0.2865535440897227,1.5372772839382753,1.8450261670350134,0.0010000000000000005,0.0010000000000000028,0.0009999999999999675,0.001000000000000112,0.6166666666666667,0.38333333333333336,0.38333333333333336,1.0,23.094688221709006
sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260811,shortest_output_first,sobol_family_b_prediction_sensitive,prediction_inversion_boundary_grid,20260811,sobolB.idx1.case2b_prediction_inversion_boundary.stress.moderate.util1.0411.inv0.418636.s20260811,60,0,42,60,1.0,0.4219702107563893,0.24427713699452286,1.2200668798414627,1.856076586342169,2.016849935752827,0.2981202107563894,1.1543668798414628,0.29912021075638934,1.1553668798414627,1.802256586342169,0.001,0.0010000000000000022,0.0010000000000000009,0.001000000000000334,0.7,0.3,0.3,1.0,23.21083172147002
