prompt_bucket,max_tokens,concurrency_level,n_total,n_success,n_failed,n_skipped,count,mean_latency_s,p50_latency_s,p95_latency_s,p99_latency_s,mean_ttft_s,p50_ttft_s,p95_ttft_s,p99_ttft_s
long,128,1,3,3,0,0,3,0.9636999999999999,0.8996,1.11884,1.138328,0.5961,0.5823,0.69219,0.7019580000000001
long,128,2,3,3,0,0,3,0.9565333333333333,0.975,1.01973,1.023706,0.5436,0.551,0.59951,0.603822
long,128,4,3,3,0,0,3,1.0623333333333334,1.0768,1.10821,1.1110019999999998,0.6956000000000001,0.7239,0.73029,0.730858
long,128,8,3,3,0,0,3,1.3725333333333334,0.9976,2.09614,2.1937879999999996,0.9784333333333333,0.5681,1.7882299999999998,1.8966859999999999
long,256,1,3,3,0,0,3,1.4525333333333332,1.2413,1.84079,1.894078,1.0285666666666666,0.8083,1.42147,1.475974
long,256,2,3,3,0,0,3,1.5326000000000002,1.5177,1.94043,1.9780060000000002,0.9708333333333333,0.7065,1.52379,1.596438
long,256,4,3,3,0,0,3,1.2397,1.2129,1.32243,1.332166,0.7920333333333334,0.7279,0.90592,0.9217439999999999
long,256,8,3,3,0,0,3,1.1226666666666667,1.1082,1.18011,1.186502,0.6284,0.6604,0.69973,0.7032259999999999
long,512,1,3,3,0,0,3,1.3972333333333333,1.4381,1.44017,1.440354,0.5164333333333333,0.4971,0.55992,0.565504
long,512,2,3,3,0,0,3,1.6951333333333334,1.7205,1.93074,1.949428,0.7820333333333332,0.8251,1.01212,1.0287439999999999
long,512,4,3,3,0,0,3,1.7031,1.5456,2.13798,2.190636,0.8924,0.5996,1.4050099999999999,1.476602
long,512,8,3,3,0,0,3,1.5086333333333333,1.481,1.61807,1.6302539999999999,0.5706333333333333,0.4857,0.73338,0.755396
medium,128,1,3,3,0,0,3,1.0102666666666666,1.0217,1.04357,1.045514,0.6188666666666666,0.6312,0.64776,0.6492319999999999
medium,128,2,3,3,0,0,3,1.0929333333333333,1.0432,1.37422,1.403644,0.7042333333333333,0.5841,1.06191,1.104382
medium,128,4,3,3,0,0,3,1.0548666666666666,1.0772,1.0987099999999999,1.100622,0.6734,0.6847,0.74779,0.753398
medium,128,8,3,3,0,0,3,0.9844333333333334,0.9505,1.0513,1.06026,0.6224,0.6475,0.68926,0.6929719999999999
medium,256,1,3,3,0,0,3,0.9304666666666667,0.9535,0.9593499999999999,0.95987,0.45890000000000003,0.4843,0.48466000000000004,0.484692
medium,256,2,3,3,0,0,3,1.0514333333333334,1.0821,1.1057700000000001,1.107874,0.5376666666666666,0.5498,0.64439,0.652798
medium,256,4,3,3,0,0,3,0.9766666666666666,0.9804,1.1003699999999998,1.1110339999999999,0.48566666666666664,0.476,0.5268499999999999,0.53137
medium,256,8,3,3,0,0,3,0.9804666666666666,0.9779,1.0146199999999999,1.017884,0.5455,0.5309,0.57131,0.574902
medium,512,1,3,3,0,0,3,1.6843000000000001,1.5306,2.0444999999999998,2.09018,0.8373333333333334,0.6299,1.19438,1.2445560000000002
medium,512,2,3,3,0,0,3,2.0057666666666667,2.0214,2.48688,2.5282560000000003,1.2884,1.2736,1.75258,1.795156
medium,512,4,3,3,0,0,3,1.4589999999999999,1.4791,1.48882,1.489684,0.5465333333333333,0.5144,0.62573,0.635626
medium,512,8,3,3,0,0,3,1.5787000000000002,1.5342,1.8414599999999999,1.8687719999999999,0.7321666666666666,0.6016,1.1093799999999998,1.154516
short,128,1,3,3,0,0,3,1.1136333333333333,1.0298,1.4311099999999999,1.466782,0.7373333333333333,0.6476,1.01066,1.042932
short,128,2,3,3,0,0,3,1.0163,1.0336,1.11262,1.1196439999999999,0.6478333333333334,0.6137,0.71423,0.7231660000000001
short,128,4,3,3,0,0,3,0.9464,0.9252,1.08684,1.101208,0.6156666666666667,0.5787,0.6892199999999999,0.699044
short,128,8,3,3,0,0,3,0.9635666666666666,0.7686,1.3122,1.3605200000000002,0.49666666666666665,0.4628,0.61157,0.624794
short,256,1,3,3,0,0,3,1.0480666666666667,1.0436,1.11902,1.125724,0.6231,0.5721,0.71655,0.72939
short,256,2,3,3,0,0,3,1.0079,1.0061,1.01996,1.021192,0.5819333333333333,0.5586,0.6251099999999999,0.631022
short,256,4,3,3,0,0,3,1.0236,1.0819,1.0927900000000002,1.093758,0.5886,0.6198,0.62178,0.621956
short,256,8,3,3,0,0,3,0.9801000000000001,0.9489,1.13943,1.156366,0.5440999999999999,0.5287,0.64804,0.658648
short,512,1,3,3,0,0,3,1.7679666666666665,1.7769,1.78554,1.786308,0.6866,0.6883,0.69505,0.69565
short,512,2,3,3,0,0,3,1.5934333333333333,1.5895,1.63486,1.638892,0.5228666666666667,0.522,0.52641,0.526802
short,512,4,3,3,0,0,3,1.7322999999999997,1.698,1.8652199999999999,1.8800839999999999,0.6357666666666667,0.6073,0.71827,0.7281340000000001
short,512,8,3,3,0,0,3,1.6202333333333332,1.6639,1.68109,1.682618,0.5404,0.5877,0.59679,0.597598
