concurrency_level,n_total,n_success,n_failed,n_skipped,count,mean_latency_s,p50_latency_s,p95_latency_s,p99_latency_s,mean_ttft_s,p50_ttft_s,p95_ttft_s,p99_ttft_s
1,27,27,0,0,27,1.2631296296296297,1.1432,1.87113,2.0511079999999997,0.678137037037037,0.6299,1.1952699999999998,1.4291499999999997
2,27,27,0,0,27,1.3280037037037036,1.1084,2.0112,2.404127999999999,0.7310444444444444,0.6044,1.5122999999999998,1.7560879999999996
4,27,27,0,0,27,1.2442185185185184,1.1117,1.8280599999999998,2.1205999999999996,0.6584074074074074,0.6198,0.8744299999999998,1.346611999999999
8,27,27,0,0,27,1.2345925925925927,1.1082,1.8178199999999998,2.1291239999999996,0.6287444444444444,0.5681,1.0443299999999998,1.726719999999999
