scenario_id,policy_name,eval_id,arrival_normalized_weighted_goodput,unweighted_slo_success_rate,completion_fraction,mean_ttft,p95_ttft,p99_ttft,mean_tpot,p95_tpot,mean_queuing_delay,mean_prefill_delay_s,request_throughput,token_throughput,global_tbt_attainment,decode_stalled_steps,cumulative_decode_tokens_deferred,steps_with_prefill_while_decode_deferred,prefill_stalled_steps,cumulative_prefill_requests_stalled,budget_saturation_fraction,mean_num_decoding,mean_num_prefilling,fraction_prefill_tokens_while_decodes_active,mean_theoretical_chunks,mean_interchunk_extra_wait_s,steps_decode_active_prefill_stalled,mean_num_prefilling_saturated,mean_num_decoding_saturated,n_saturated_steps,status,composition_id,parent_policy,split,seed,run_config_id
pd2.hog24.late12.slohog_ttft.s20260823,full_prefill,a03ad490283bf013,0.3888888888888889,0.3888888888888889,1.0,0.20575268300341973,0.38518038923549197,0.39620459781700973,0.001,0.0010000000000000005,0.0005860163367530739,0.20516666666666664,64.86486486486486,5100.9009009009005,1.0,0,0,0,460,6851,0.8327338129496403,5.091726618705036,13.219424460431656,0.9738604358295823,1.0,0.2041666666666667,451,15.870410367170626,5.365010799136069,463,success,prefill_control_composition,full_prefill,test,20261201,39b54d547d3f
pd2.hog24.late12.slolate_ttft.s20260823,full_prefill,d2db267fa9e29d34,0.6666666666666666,0.6666666666666666,1.0,0.20575268300341973,0.38518038923549197,0.39620459781700973,0.001,0.0010000000000000005,0.0005860163367530739,0.20516666666666664,64.86486486486486,5100.9009009009005,1.0,0,0,0,460,6851,0.8327338129496403,5.091726618705036,13.219424460431656,0.9738604358295823,1.0,0.2041666666666667,451,15.870410367170626,5.365010799136069,463,success,prefill_control_composition,full_prefill,test,20261201,39b54d547d3f
pd2.hog24.late12.slohog_ttft.s20260823,chunked_prefill_small,73cb66ab79a2044d,0.3333333333333333,0.3333333333333333,1.0,0.22819712744786422,0.4531074883878672,0.4782520945309366,0.001,0.0010000000000000002,0.0005860163367530739,0.2276111111111111,55.38461538461538,4355.384615384615,1.0,0,0,0,371,4425,0.576036866359447,4.3486943164362515,12.531490015360983,0.9783446644486611,102.41666666666667,0.12519444444444444,371,19.864,5.434666666666667,375,success,prefill_control_composition,chunked_prefill_small,test,20261201,39b54d547d3f
pd2.hog24.late12.slolate_ttft.s20260823,chunked_prefill_small,735e4567fa926b54,0.75,0.75,1.0,0.22819712744786422,0.4531074883878672,0.4782520945309366,0.001,0.0010000000000000002,0.0005860163367530739,0.2276111111111111,55.38461538461538,4355.384615384615,1.0,0,0,0,371,4425,0.576036866359447,4.3486943164362515,12.531490015360983,0.9783446644486611,102.41666666666667,0.12519444444444444,371,19.864,5.434666666666667,375,success,prefill_control_composition,chunked_prefill_small,test,20261201,39b54d547d3f
pd2.hog12.late40.slolate_ttft.s20260823,full_prefill,fe85faaa82d2040b,0.40384615384615385,0.40384615384615385,1.0,0.10738615524031442,0.15905838277791642,0.1643292289381501,0.001,0.0010000000000000002,0.000578462932622097,0.10680769230769233,156.6265060240964,12536.144578313253,1.0,0,0,0,203,5244,0.6186186186186187,12.498498498498499,16.52252252252252,0.9411657681295426,1.0,0.1058076923076923,194,26.699029126213592,5.470873786407767,206,success,prefill_control_composition,full_prefill,ood,20261201,39b54d547d3f
pd2.hog12.late40.slolate_ttft.s20260823,chunked_prefill_small,8e6618befb5c63f8,0.4423076923076923,0.4423076923076923,1.0,0.11115538600954518,0.18575978647161823,0.2251433351767904,0.001,0.0010000000000000005,0.000578462932622097,0.11057692307692307,156.6265060240964,12536.144578313253,1.0,0,0,0,182,4015,0.5645645645645646,12.498498498498499,17.11111111111111,0.9768742399142001,31.826923076923077,0.07875000000000001,182,29.52127659574468,5.6436170212765955,188,success,prefill_control_composition,chunked_prefill_small,ood,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260823,full_prefill,c73196f5a429ce57,0.8076923076923077,0.8076923076923077,1.0,0.10738615524031442,0.15905838277791642,0.1643292289381501,0.001,0.0010000000000000002,0.000578462932622097,0.10680769230769233,156.6265060240964,12536.144578313253,1.0,0,0,0,203,5244,0.6186186186186187,12.498498498498499,16.52252252252252,0.9411657681295426,1.0,0.1058076923076923,194,26.699029126213592,5.470873786407767,206,success,prefill_control_composition,full_prefill,ood,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260823,chunked_prefill_small,ca1c4b83b6ab201e,0.7692307692307693,0.7692307692307693,1.0,0.11115538600954518,0.18575978647161823,0.2251433351767904,0.001,0.0010000000000000005,0.000578462932622097,0.11057692307692307,156.6265060240964,12536.144578313253,1.0,0,0,0,182,4015,0.5645645645645646,12.498498498498499,17.11111111111111,0.9768742399142001,31.826923076923077,0.07875000000000001,182,29.52127659574468,5.6436170212765955,188,success,prefill_control_composition,chunked_prefill_small,ood,20261201,39b54d547d3f
pd2.hog24.late40.slohog_ttft.s20260823,full_prefill,dfc2601ff6fc4a1a,0.65625,0.65625,1.0,0.26129309471294526,0.38156915701546174,0.39434665946732406,0.001,0.0010000000000000002,0.0005587197129453071,0.260734375,107.02341137123746,8939.799331103679,1.0,0,0,0,468,16088,0.7863105175292153,8.924874791318866,27.751252086811352,0.9742538908304629,1.0,0.259734375,459,35.28662420382165,5.968152866242038,471,success,prefill_control_composition,full_prefill,ood,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260823,full_prefill,dbac8d598a9c183d,0.375,0.375,1.0,0.26129309471294526,0.38156915701546174,0.39434665946732406,0.001,0.0010000000000000002,0.0005587197129453071,0.260734375,107.02341137123746,8939.799331103679,1.0,0,0,0,468,16088,0.7863105175292153,8.924874791318866,27.751252086811352,0.9742538908304629,1.0,0.259734375,459,35.28662420382165,5.968152866242038,471,success,prefill_control_composition,full_prefill,ood,20261201,39b54d547d3f
pd2.hog24.late40.slohog_ttft.s20260823,chunked_prefill_small,2dfb4d4bb319a2cc,0.625,0.625,1.0,0.2530743447129453,0.42602627970941725,0.4746842388326712,0.001,0.0010000000000000005,0.0005587197129453072,0.252515625,96.38554216867469,8051.204819277108,1.0,0,0,0,413,12273,0.6240601503759399,8.039097744360902,24.206015037593986,0.9786706224490651,58.6875,0.193828125,413,37.689156626506026,6.6168674698795185,415,success,prefill_control_composition,chunked_prefill_small,ood,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260823,chunked_prefill_small,982e4ea7867cd44f,0.421875,0.421875,1.0,0.2530743447129453,0.42602627970941725,0.4746842388326712,0.001,0.0010000000000000005,0.0005587197129453072,0.252515625,96.38554216867469,8051.204819277108,1.0,0,0,0,413,12273,0.6240601503759399,8.039097744360902,24.206015037593986,0.9786706224490651,58.6875,0.193828125,413,37.689156626506026,6.6168674698795185,415,success,prefill_control_composition,chunked_prefill_small,ood,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260823,chunk_96,f361b69f4e6eef1e,0.5833333333333334,0.5833333333333334,1.0,0.10979300041726268,0.19007558243363962,0.19771703145983038,0.0010000000000000002,0.0010000000000000005,0.0005846670839293421,0.10920833333333334,72.28915662650601,6030.120481927711,1.0,0,0,0,163,1416,0.4954954954954955,6.012012012012012,7.798798798798799,0.9702890632760505,44.208333333333336,0.065,163,14.636363636363637,5.448484848484848,165,success,prefill_control_composition,chunk_96,test,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260823,chunk_96,cea3690923b433e2,0.7083333333333334,0.7083333333333334,1.0,0.10979300041726268,0.19007558243363962,0.19771703145983038,0.0010000000000000002,0.0010000000000000005,0.0005846670839293421,0.10920833333333334,72.28915662650601,6030.120481927711,1.0,0,0,0,163,1416,0.4954954954954955,6.012012012012012,7.798798798798799,0.9702890632760505,44.208333333333336,0.065,163,14.636363636363637,5.448484848484848,165,success,prefill_control_composition,chunk_96,test,20261201,39b54d547d3f
pd2.hog24.late12.slolate_ttft.s20260823,chunk_96,307f7d447caf74c0,0.75,0.75,1.0,0.2160026830034197,0.42991161928878785,0.4448392029002921,0.001,0.0010000000000000005,0.0005860163367530739,0.21541666666666667,58.63192182410423,4610.7491856677525,1.0,0,0,0,396,4961,0.6552845528455284,4.603252032520325,12.551219512195122,0.898845332403019,68.5,0.14691666666666667,360,18.34739454094293,5.558312655086849,403,success,prefill_control_composition,chunk_96,test,20261201,39b54d547d3f
pd2.hog24.late12.slohog_ttft.s20260823,chunk_96,73eb80deab87cbba,0.3888888888888889,0.3888888888888889,1.0,0.2160026830034197,0.42991161928878785,0.4448392029002921,0.001,0.0010000000000000005,0.0005860163367530739,0.21541666666666667,58.63192182410423,4610.7491856677525,1.0,0,0,0,396,4961,0.6552845528455284,4.603252032520325,12.551219512195122,0.898845332403019,68.5,0.14691666666666667,360,18.34739454094293,5.558312655086849,403,success,prefill_control_composition,chunk_96,test,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260823,chunk_96,06659fbecf6807fa,0.8076923076923077,0.8076923076923077,1.0,0.10748230908646826,0.17658226433997376,0.19409793111308485,0.001,0.0010000000000000005,0.000578462932622097,0.10690384615384617,155.22388059701493,12423.880597014924,1.0,0,0,0,195,4256,0.5892857142857143,12.386904761904763,16.389880952380953,0.9665993162818757,21.442307692307693,0.08546153846153846,195,27.57070707070707,6.58080808080808,198,success,prefill_control_composition,chunk_96,ood,20261201,39b54d547d3f
pd2.hog12.late40.slolate_ttft.s20260823,chunk_96,9f49114d27c9325d,0.40384615384615385,0.40384615384615385,1.0,0.10748230908646826,0.17658226433997376,0.19409793111308485,0.001,0.0010000000000000005,0.000578462932622097,0.10690384615384617,155.22388059701493,12423.880597014924,1.0,0,0,0,195,4256,0.5892857142857143,12.386904761904763,16.389880952380953,0.9665993162818757,21.442307692307693,0.08546153846153846,195,27.57070707070707,6.58080808080808,198,success,prefill_control_composition,chunk_96,ood,20261201,39b54d547d3f
pd2.hog24.late40.slohog_ttft.s20260823,chunk_96,cd5742c8aafd1c84,0.65625,0.65625,1.0,0.25363684471294534,0.3791366864935545,0.4409442388326712,0.001,0.0010000000000000005,0.0005587197129453072,0.253078125,101.74880763116057,8499.205087440381,1.0,0,0,0,432,13302,0.6904761904761905,8.485714285714286,25.607936507936508,0.900367921286635,39.296875,0.21378125,396,36.62988505747126,6.682758620689655,435,success,prefill_control_composition,chunk_96,ood,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260823,chunk_96,53dd7b4d7acb1590,0.421875,0.421875,1.0,0.25363684471294534,0.3791366864935545,0.4409442388326712,0.001,0.0010000000000000005,0.0005587197129453072,0.253078125,101.74880763116057,8499.205087440381,1.0,0,0,0,432,13302,0.6904761904761905,8.485714285714286,25.607936507936508,0.900367921286635,39.296875,0.21378125,396,36.62988505747126,6.682758620689655,435,success,prefill_control_composition,chunk_96,ood,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260823,chunk_128,4ed8e71d1da6708e,0.6666666666666666,0.6666666666666666,1.0,0.11491800041726268,0.17611108388400226,0.18525703145983038,0.001,0.0010000000000000002,0.0005846670839293421,0.11433333333333333,72.72727272727272,6066.666666666666,1.0,0,0,0,190,1904,0.5800604229607251,6.04833836858006,8.217522658610273,0.8092778384821695,33.25,0.08108333333333333,158,14.015625,5.53125,192,success,prefill_control_composition,chunk_128,test,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260823,chunk_128,84d848dcc75c4070,0.5833333333333334,0.5833333333333334,1.0,0.11491800041726268,0.17611108388400226,0.18525703145983038,0.001,0.0010000000000000002,0.0005846670839293421,0.11433333333333333,72.72727272727272,6066.666666666666,1.0,0,0,0,190,1904,0.5800604229607251,6.04833836858006,8.217522658610273,0.8092778384821695,33.25,0.08108333333333333,158,14.015625,5.53125,192,success,prefill_control_composition,chunk_128,test,20261201,39b54d547d3f
pd2.hog24.late12.slolate_ttft.s20260823,chunk_128,2305fd3bb473e247,0.6944444444444444,0.6944444444444444,1.0,0.21519712744786418,0.4055083084656623,0.42565209453093655,0.001,0.0010000000000000005,0.0005860163367530739,0.21461111111111114,61.12054329371817,4806.451612903226,1.0,0,0,0,416,5802,0.7135593220338983,4.7983050847457624,13.033898305084746,0.9183138619674447,51.388888888888886,0.16322222222222224,386,17.85748218527316,5.418052256532066,421,success,prefill_control_composition,chunk_128,test,20261201,39b54d547d3f
pd2.hog24.late12.slohog_ttft.s20260823,chunk_128,72cd915187b07c6c,0.3888888888888889,0.3888888888888889,1.0,0.21519712744786418,0.4055083084656623,0.42565209453093655,0.001,0.0010000000000000005,0.0005860163367530739,0.21461111111111114,61.12054329371817,4806.451612903226,1.0,0,0,0,416,5802,0.7135593220338983,4.7983050847457624,13.033898305084746,0.9183138619674447,51.388888888888886,0.16322222222222224,386,17.85748218527316,5.418052256532066,421,success,prefill_control_composition,chunk_128,test,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260823,chunk_128,2b51cb4634043753,0.8076923076923077,0.8076923076923077,1.0,0.11284769370185287,0.16749081749049669,0.18158793111308486,0.001,0.0010000000000000005,0.000578462932622097,0.11226923076923079,154.3026706231454,12350.14836795252,1.0,0,0,0,199,4928,0.5946745562130178,12.31360946745562,17.118343195266274,0.8161430254048205,16.115384615384617,0.09615384615384616,168,28.681592039800996,5.17910447761194,201,success,prefill_control_composition,chunk_128,ood,20261201,39b54d547d3f
pd2.hog12.late40.slolate_ttft.s20260823,chunk_128,53d165fcb1e527d0,0.38461538461538464,0.38461538461538464,1.0,0.11284769370185287,0.16749081749049669,0.18158793111308486,0.001,0.0010000000000000005,0.000578462932622097,0.11226923076923079,154.3026706231454,12350.14836795252,1.0,0,0,0,199,4928,0.5946745562130178,12.31360946745562,17.118343195266274,0.8161430254048205,16.115384615384617,0.09615384615384616,168,28.681592039800996,5.17910447761194,201,success,prefill_control_composition,chunk_128,ood,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260823,chunk_128,9659f8290fc8072b,0.40625,0.40625,1.0,0.25566809471294527,0.37277270002326,0.4264691983957271,0.001,0.0010000000000000009,0.0005587197129453072,0.255109375,106.31229235880399,8880.398671096345,1.0,0,0,0,444,14315,0.7429519071310116,8.865671641791044,26.970149253731343,0.9195434088451965,29.53125,0.22557812500000002,414,36.08482142857143,6.546875,448,success,prefill_control_composition,chunk_128,ood,20261201,39b54d547d3f
pd2.hog24.late40.slohog_ttft.s20260823,chunk_128,d67e75c3a8293b1e,0.65625,0.65625,1.0,0.25566809471294527,0.37277270002326,0.4264691983957271,0.001,0.0010000000000000009,0.0005587197129453072,0.255109375,106.31229235880399,8880.398671096345,1.0,0,0,0,444,14315,0.7429519071310116,8.865671641791044,26.970149253731343,0.9195434088451965,29.53125,0.22557812500000002,414,36.08482142857143,6.546875,448,success,prefill_control_composition,chunk_128,ood,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260823,chunk_192,043924ad8cf572d5,0.5416666666666666,0.5416666666666666,1.0,0.11337633375059601,0.17024815465463056,0.17376308948051397,0.001,0.0010000000000000002,0.000584667083929342,0.11279166666666667,74.30340557275541,6198.142414860681,1.0,0,0,0,186,2071,0.5864197530864198,6.179012345679013,8.280864197530864,0.8556868977848415,22.333333333333332,0.09045833333333335,164,13.994736842105263,5.373684210526315,190,success,prefill_control_composition,chunk_192,test,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260823,chunk_192,e583076c31164f34,0.6666666666666666,0.6666666666666666,1.0,0.11337633375059601,0.17024815465463056,0.17376308948051397,0.001,0.0010000000000000002,0.000584667083929342,0.11279166666666667,74.30340557275541,6198.142414860681,1.0,0,0,0,186,2071,0.5864197530864198,6.179012345679013,8.280864197530864,0.8556868977848415,22.333333333333332,0.09045833333333335,164,13.994736842105263,5.373684210526315,190,success,prefill_control_composition,chunk_192,test,20261201,39b54d547d3f
pd2.hog24.late12.slolate_ttft.s20260823,chunk_192,cacb74893a5c1ca5,0.6944444444444444,0.6944444444444444,1.0,0.2104471274478642,0.38815769684708096,0.4099728284732342,0.001,0.0010000000000000005,0.0005860163367530739,0.20986111111111108,63.82978723404255,5019.50354609929,1.0,0,0,0,439,6113,0.784070796460177,5.010619469026548,13.307964601769912,0.9381908222220331,34.47222222222222,0.17538888888888893,417,16.844243792325056,5.37020316027088,443,success,prefill_control_composition,chunk_192,test,20261201,39b54d547d3f
pd2.hog24.late12.slohog_ttft.s20260823,chunk_192,013cc6c92f8c5195,0.3611111111111111,0.3611111111111111,1.0,0.2104471274478642,0.38815769684708096,0.4099728284732342,0.001,0.0010000000000000005,0.0005860163367530739,0.20986111111111108,63.82978723404255,5019.50354609929,1.0,0,0,0,439,6113,0.784070796460177,5.010619469026548,13.307964601769912,0.9381908222220331,34.47222222222222,0.17538888888888893,417,16.844243792325056,5.37020316027088,443,success,prefill_control_composition,chunk_192,test,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260823,chunk_192,3bd36626e8cff933,0.7884615384615384,0.7884615384615384,1.0,0.11042461677877594,0.16305511006969822,0.17223739623028755,0.001,0.0010000000000000005,0.000578462932622097,0.10984615384615386,155.688622754491,12461.077844311376,1.0,0,0,0,199,5005,0.6029850746268657,12.423880597014925,16.895522388059703,0.8608815558896475,10.923076923076923,0.09892307692307692,177,27.955445544554454,5.371287128712871,202,success,prefill_control_composition,chunk_192,ood,20261201,39b54d547d3f
pd2.hog12.late40.slolate_ttft.s20260823,chunk_192,b8a84686a96b445a,0.4230769230769231,0.4230769230769231,1.0,0.11042461677877594,0.16305511006969822,0.17223739623028755,0.001,0.0010000000000000005,0.000578462932622097,0.10984615384615386,155.688622754491,12461.077844311376,1.0,0,0,0,199,5005,0.6029850746268657,12.423880597014925,16.895522388059703,0.8608815558896475,10.923076923076923,0.09892307692307692,177,27.955445544554454,5.371287128712871,202,success,prefill_control_composition,chunk_192,ood,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260823,chunk_192,2ab640aa1b300fea,0.40625,0.40625,1.0,0.2598243447129453,0.3766900586035386,0.4073891983957271,0.001,0.0010000000000000005,0.0005587197129453071,0.259265625,107.74410774410775,9000.0,1.0,0,0,0,458,15067,0.7764705882352941,8.984873949579832,27.77983193277311,0.939121179359532,19.875,0.23939062500000002,436,35.71861471861472,6.214285714285714,462,success,prefill_control_composition,chunk_192,ood,20261201,39b54d547d3f
pd2.hog24.late40.slohog_ttft.s20260823,chunk_192,d5920e5f863ca544,0.640625,0.640625,1.0,0.2598243447129453,0.3766900586035386,0.4073891983957271,0.001,0.0010000000000000005,0.0005587197129453071,0.259265625,107.74410774410775,9000.0,1.0,0,0,0,458,15067,0.7764705882352941,8.984873949579832,27.77983193277311,0.939121179359532,19.875,0.23939062500000002,436,35.71861471861472,6.214285714285714,462,success,prefill_control_composition,chunk_192,ood,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260823,prefill_control_child,fb4d42aaa52608a0,0.5833333333333334,0.5833333333333334,1.0,0.10587633375059602,0.16809815465463057,0.17099308948051395,0.001030702409398646,0.0012879032258064512,0.0005846670839293421,0.10529166666666667,75.0,6256.25,1.0,53,77,53,189,2047,0.6012461059190031,6.4766355140186915,7.757009345794392,0.9338829840071521,22.333333333333332,0.08295833333333334,179,12.818652849740932,5.8549222797927465,193,success,prefill_control_composition,prefill_control_child,test,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260823,prefill_control_child,4993b71cafa5366a,0.5833333333333334,0.5833333333333334,1.0,0.10866800041726267,0.16924815465463056,0.17276308948051397,0.0010150462962962962,0.0010000000000000002,0.0005846670839293421,0.10808333333333335,74.53416149068323,6217.391304347826,1.0,44,44,44,188,2127,0.5944272445820433,6.3343653250774,7.9411764705882355,0.9262540975464388,22.333333333333332,0.08575,178,13.25,5.729166666666667,192,success,prefill_control_composition,prefill_control_child,test,20261201,39b54d547d3f
pd2.hog24.late12.slohog_ttft.s20260823,prefill_control_child,0a70070c10d3620e,0.3888888888888889,0.3888888888888889,1.0,0.20616934967008638,0.38175830846566233,0.41005209453093655,0.0010053108247594315,0.0010105633802816906,0.0005860163367530739,0.20558333333333337,62.176165803108816,4889.464594127807,1.0,10,10,10,437,6438,0.7620689655172413,4.8982758620689655,12.698275862068966,0.9738604358295823,34.47222222222222,0.1711111111111111,428,16.52714932126697,5.350678733031674,442,success,prefill_control_composition,prefill_control_child,test,20261201,39b54d547d3f
pd2.hog24.late12.slolate_ttft.s20260823,prefill_control_child,5de629990082841a,0.6666666666666666,0.6666666666666666,1.0,0.20816934967008638,0.38375830846566233,0.41140209453093657,0.001004719808210968,0.0010105633802816906,0.0005860163367530739,0.20758333333333334,62.06896551724138,4881.034482758621,1.0,9,9,9,436,6470,0.7573149741824441,4.888123924268503,12.800344234079175,0.9684146932940786,34.47222222222222,0.1731111111111111,426,16.75,5.370454545454545,440,success,prefill_control_composition,prefill_control_child,test,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260823,prefill_control_child,db6a125a995a8d5d,0.8076923076923077,0.8076923076923077,1.0,0.1063861552403144,0.15905838277791642,0.1643292289381501,0.0010234044791378742,0.001175642201834862,0.0005784629326220969,0.10580769230769232,156.6265060240964,12536.144578313253,1.0,67,112,67,202,5054,0.6186186186186187,12.834834834834835,16.264264264264263,0.9362629154736711,10.923076923076923,0.09488461538461539,192,26.28640776699029,5.912621359223301,206,success,prefill_control_composition,prefill_control_child,ood,20261201,39b54d547d3f
pd2.hog12.late40.slolate_ttft.s20260823,prefill_control_child,455a56a3eaa9af8a,0.40384615384615385,0.40384615384615385,1.0,0.10819384754800673,0.16105838277791643,0.1658392289381501,0.0010113759479956665,0.0010000000000000005,0.000578462932622097,0.10761538461538461,156.15615615615616,12498.498498498499,1.0,47,47,47,201,5253,0.6107784431137725,12.60179640718563,16.58383233532934,0.9338114891457354,1.0,0.10661538461538463,192,27.102941176470587,5.647058823529412,204,success,prefill_control_composition,prefill_control_child,ood,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260823,prefill_control_child,c3762706bd29d705,0.375,0.375,1.0,0.2632618447129453,0.3834004343061439,0.39534665946732406,0.001,0.0010000000000000002,0.0005587197129453071,0.26270312500000004,106.66666666666667,8910.0,1.0,0,0,0,466,16153,0.7820299500831946,8.895174708818635,27.86855241264559,0.9688901180868094,1.0,0.26170312500000004,456,35.62127659574468,6.006382978723404,470,success,prefill_control_composition,prefill_control_child,ood,20261201,39b54d547d3f
pd2.hog24.late40.slohog_ttft.s20260823,prefill_control_child,897431c926bd78b8,0.65625,0.65625,1.0,0.2598868447129453,0.38156915701546174,0.39434665946732406,0.001022764296890773,0.0011416666666666656,0.0005587197129453071,0.259328125,107.02341137123746,8939.799331103679,1.0,111,173,111,468,15852,0.7863105175292153,9.213689482470784,27.515859766277128,0.9742538908304629,1.0,0.258328125,459,34.98513800424629,6.3354564755838645,471,success,prefill_control_composition,prefill_control_child,ood,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260823,contextual_top1,965fe8671693f096,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,full_prefill,test,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260823,hard_conditional,be1f5a503dc383d6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,chunked_prefill_small,test,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260823,contextual_alpha,94f2cd94494b381a,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,alpha=0.75,test,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260823,contextual_top1,951ddad0f27095a6,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,chunked_prefill_small,test,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260823,hard_conditional,dacc0153f3e54d1d,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,chunked_prefill_small,test,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260823,contextual_alpha,5447fcb5165c6d1b,0.7083333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,alpha=0.25,test,20261201,39b54d547d3f
pd2.hog24.late12.slohog_ttft.s20260823,contextual_top1,9c4146b54395dd7f,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,full_prefill,test,20261201,39b54d547d3f
pd2.hog24.late12.slohog_ttft.s20260823,hard_conditional,74929af15c4e99f5,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,full_prefill,test,20261201,39b54d547d3f
pd2.hog24.late12.slohog_ttft.s20260823,contextual_alpha,3bec95b6ce79d4e5,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,alpha=0.75,test,20261201,39b54d547d3f
pd2.hog24.late12.slolate_ttft.s20260823,contextual_top1,ba1ef251faa25963,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,chunked_prefill_small,test,20261201,39b54d547d3f
pd2.hog24.late12.slolate_ttft.s20260823,hard_conditional,12a4e6e548185f3b,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,chunked_prefill_small,test,20261201,39b54d547d3f
pd2.hog24.late12.slolate_ttft.s20260823,contextual_alpha,bf669e472d632ba9,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,alpha=0.0,test,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260823,contextual_top1,1e94e8e2ed3b014a,0.8076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,full_prefill,ood,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260823,hard_conditional,9b67661e4fc8ff75,0.8076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,full_prefill,ood,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260823,contextual_alpha,8220ef47a9d7d238,0.7980769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,alpha=0.75,ood,20261201,39b54d547d3f
pd2.hog12.late40.slolate_ttft.s20260823,contextual_top1,dd2dad27b2b1065c,0.4423076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,chunked_prefill_small,ood,20261201,39b54d547d3f
pd2.hog12.late40.slolate_ttft.s20260823,hard_conditional,1779e41978c60127,0.4423076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,chunked_prefill_small,ood,20261201,39b54d547d3f
pd2.hog12.late40.slolate_ttft.s20260823,contextual_alpha,9e2423496ae484f9,0.4423076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,alpha=0.0,ood,20261201,39b54d547d3f
pd2.hog24.late40.slohog_ttft.s20260823,contextual_top1,b6d0bb253dcde2ef,0.65625,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,full_prefill,ood,20261201,39b54d547d3f
pd2.hog24.late40.slohog_ttft.s20260823,hard_conditional,4f11f8f67d51ae6b,0.65625,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,full_prefill,ood,20261201,39b54d547d3f
pd2.hog24.late40.slohog_ttft.s20260823,contextual_alpha,ee39d64fae6ef215,0.6484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,alpha=0.75,ood,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260823,contextual_top1,8f2d79f338e9f874,0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,prefill_control_composition,chunked_prefill_small,ood,20261201,39b54d547d3f
