scenario,category,real_vllm_ttft_s,real_sarathi_ttft_s,winner_ttft,real_vllm_tpot_s,real_sarathi_tpot_s,winner_tpot,real_vllm_e2e_s,real_sarathi_e2e_s,winner_e2e,real_vllm_throughput_req_s,sim_vllm_faithful_ttft_s,sim_sarathi_faithful_ttft_s,sim_agrees_with_real_ttft_winner,sim_agrees_with_real_e2e_winner
mistral_match_long_prompt_moderate_output,long_prompt,0.5010018105094787,0.45346678599889856,sarathi,0.013284155754908902,0.01631161848014609,vllm,3.8884615280112484,4.285325785240275,vllm,1.0101683260904284,0.0025,0.012,False,True
mistral_match_active_decode_plus_arriving_prefill,active_decode_plus_arriving_prefill,0.1507753832556773,0.16746626061649295,vllm,0.011321835002163851,0.016303866417575308,vllm,1.6467822991471621,0.6120616131083807,sarathi,1.1582706523427502,0.0010000000000001115,0.005250000000000114,True,False
mistral_match_prefill_heavy_burst,prefill_heavy_burst,0.5745714486693032,0.6287278759894738,vllm,0.020661610101978044,0.023939863360557024,vllm,1.2150813618306227,1.3708636401667416,vllm,4.4973092046632175,0.0034999999999999996,0.016,True,True
mistral_match_mixed_prompt_lengths,long_prompt,0.26585084047110286,0.2934235583428138,vllm,0.014255493670740785,0.02086278368907374,vllm,0.8237183271363998,1.1624387243549184,vllm,4.931761857847615,0.002166666666666667,0.006833333333333334,True,True
mistral_match_kv_pressure,long_prompt,1.0568592403287767,1.1851756445200106,vllm,0.017263255565252208,0.017475786827212767,vllm,13.615813293246902,12.852149516436233,sarathi,0.8439306112165762,0.0065,0.028583333333333336,True,False
mistral_match_short_context_control,short_context_control,,0.0705021339817904,n/a,,0.01561523582595376,n/a,0.08066017033221821,0.5623820624993338,vllm,58.490895733384704,0.001,0.0025,,True
