experiment_id,backend,model,regime,prompt_bucket,target_output_tokens,concurrency_level,request_id,arrival_time,slo_deadline,priority,predicted_output_tokens,estimated_prompt_tokens,actual_output_tokens_selector,actual_output_tokens_baseline,selector_chosen_subpolicy,baseline,selector_decision_rank,baseline_decision_rank,selector_completion_time,baseline_completion_time,selector_ttft,baseline_ttft,selector_provider_latency,baseline_provider_latency,selector_slo_met,baseline_slo_met,selector_wg_contribution,baseline_wg_contribution,delta_latency,delta_ttft,delta_wg_contribution,loss_reason_category,queue_size,in_flight_concurrency_budget,candidate_priorities,candidate_deadline_slack_s,candidate_predicted_output_tokens,selector_status,baseline_status,selector_error_type,baseline_error_type,diagnostic_note
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,long,128,1,320,0.0,4.0,1.0,128,2116,256.0,256.0,admission_control,fifo,3,0,5.4736,1.3464,0.01595129701308906,0.017104240017943084,1.3120455800089985,1.3459424159955233,False,True,0.0,1.0,-0.03389683598652482,-0.0011529430048540235,-1.0,long-output underestimation,5,1,3.0;1.0;3.0;3.0,0.25;4.0;0.25;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,long,128,1,320,0.0,4.0,1.0,128,2116,256.0,256.0,admission_control,shortest_output_first,3,0,5.4736,1.3483,0.01595129701308906,0.017649799992796034,1.3120455800089985,1.3479868499562144,False,True,0.0,1.0,-0.035941269947215915,-0.0016985029797069728,-1.0,long-output underestimation,5,1,3.0;1.0;3.0;3.0,0.25;4.0;0.25;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,long,128,1,320,0.0,4.0,1.0,128,2116,256.0,256.0,admission_control,vllm_direct,3,0,5.4736,1.3454,0.01595129701308906,0.01851388398790732,1.3120455800089985,1.3450505519867875,False,True,0.0,1.0,-0.033004971977788955,-0.0025625869748182595,-1.0,long-output underestimation,5,1,3.0;1.0;3.0;3.0,0.25;4.0;0.25;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,long,256,2,345,0.0,4.0,1.0,256,2116,512.0,512.0,weighted_shortest_processing,fifo,4,0,8.3494,2.8061,0.07677514897659421,0.017788199009373784,2.6984740349580534,2.805593522032723,False,True,0.0,1.0,-0.10711948707466945,0.058986949967220426,-1.0,long-output underestimation,5,2,2.0;2.0;3.0;2.0,1.0;1.0;0.25;1.0,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,long,256,2,345,0.0,4.0,1.0,256,2116,512.0,512.0,weighted_shortest_processing,shortest_output_first,4,0,8.3494,2.7614,0.07677514897659421,0.019550841010641307,2.6984740349580534,2.7610119039891288,False,True,0.0,1.0,-0.06253786903107539,0.0572243079659529,-1.0,long-output underestimation,5,2,2.0;2.0;3.0;2.0,1.0;1.0;0.25;1.0,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,long,256,2,345,0.0,4.0,1.0,256,2116,512.0,512.0,weighted_shortest_processing,vllm_direct,4,0,8.3494,2.8265,0.07677514897659421,0.017703507968690246,2.6984740349580534,2.826060065999627,False,True,0.0,1.0,-0.12758603104157373,0.05907164100790396,-1.0,long-output underestimation,5,2,2.0;2.0;3.0;2.0,1.0;1.0;0.25;1.0,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,64,2,246,0.0,1.0,2.0,64,580,128.0,128.0,admission_control,fifo,2,1,1.5143,0.7003,0.023452174034900963,0.019696041010320187,0.6990543770371005,0.699754862987902,False,True,0.0,2.0,-0.0007004859508015215,0.0037561330245807767,-2.0,long-output underestimation,5,2,3.0;3.0;2.0;2.0,0.25;0.25;1.0;1.0,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,64,2,246,0.0,1.0,2.0,64,580,128.0,128.0,admission_control,shortest_output_first,2,1,1.5143,0.7077,0.023452174034900963,0.020322672033216804,0.6990543770371005,0.7070384719991125,False,True,0.0,2.0,-0.007984094962012023,0.003129502001684159,-2.0,long-output underestimation,5,2,3.0;3.0;2.0;2.0,0.25;0.25;1.0;1.0,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,64,2,246,0.0,1.0,2.0,64,580,128.0,128.0,admission_control,vllm_direct,2,1,1.5143,0.6877,0.023452174034900963,0.020496561017353088,0.6990543770371005,0.6869914199924096,False,True,0.0,2.0,0.012062957044690847,0.0029556130175478756,-2.0,long-output underestimation,5,2,3.0;3.0;2.0;2.0,0.25;0.25;1.0;1.0,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,128,1,260,0.0,4.0,1.0,128,580,256.0,256.0,admission_control,fifo,3,0,5.4692,1.3372,0.014147792011499405,0.01508066599490121,1.3041904140263796,1.3366174879483879,False,True,0.0,1.0,-0.032427073922008276,-0.0009328739834018052,-1.0,long-output underestimation,5,1,1.0;2.0;2.0;3.0,4.0;1.0;1.0;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
