experiment_id,backend,model,regime,prompt_bucket,target_output_tokens,concurrency_level,request_id,arrival_time,slo_deadline,priority,predicted_output_tokens,estimated_prompt_tokens,actual_output_tokens_selector,actual_output_tokens_baseline,selector_chosen_subpolicy,baseline,selector_decision_rank,baseline_decision_rank,selector_completion_time,baseline_completion_time,selector_ttft,baseline_ttft,selector_provider_latency,baseline_provider_latency,selector_slo_met,baseline_slo_met,selector_wg_contribution,baseline_wg_contribution,delta_latency,delta_ttft,delta_wg_contribution,loss_reason_category,queue_size,in_flight_concurrency_budget,candidate_priorities,candidate_deadline_slack_s,candidate_predicted_output_tokens,selector_status,baseline_status,selector_error_type,baseline_error_type,diagnostic_note
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,128,1,261,0.0,4.0,1.0,128,580,256.0,256.0,weighted_shortest_processing,fifo,4,1,6.8333,2.6918,0.014629065990447998,0.015154344961047173,1.3042136920266785,1.354350812966004,False,True,0.0,1.0,-0.05013712093932554,-0.0005252789705991745,-1.0,long-output underestimation,5,1,1.0;2.0;2.0;3.0,4.0;1.0;1.0;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,128,1,260,0.0,4.0,1.0,128,580,256.0,256.0,admission_control,shortest_output_first,3,0,5.4692,1.3326,0.014147792011499405,0.015182489005383104,1.3041904140263796,1.3321805520099588,False,True,0.0,1.0,-0.02799013798357919,-0.0010346969938836992,-1.0,long-output underestimation,5,1,1.0;2.0;2.0;3.0,4.0;1.0;1.0;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,128,1,261,0.0,4.0,1.0,128,580,256.0,256.0,weighted_shortest_processing,shortest_output_first,4,1,6.8333,2.6694,0.014629065990447998,0.014042149006854743,1.3042136920266785,1.336636986990925,False,True,0.0,1.0,-0.03242329496424645,0.0005869169835932553,-1.0,long-output underestimation,5,1,1.0;2.0;2.0;3.0,4.0;1.0;1.0;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,128,1,260,0.0,4.0,1.0,128,580,256.0,256.0,admission_control,vllm_direct,3,0,5.4692,1.3064,0.014147792011499405,0.014694139012135565,1.3041904140263796,1.3061499189934693,False,True,0.0,1.0,-0.0019595049670897424,-0.0005463470006361604,-1.0,long-output underestimation,5,1,1.0;2.0;2.0;3.0,4.0;1.0;1.0;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,128,1,261,0.0,4.0,1.0,128,580,256.0,256.0,weighted_shortest_processing,vllm_direct,4,1,6.8333,2.6115,0.014629065990447998,0.014024669013451785,1.3042136920266785,1.3049400059971958,False,True,0.0,1.0,-0.0007263139705173671,0.0006043969769962132,-1.0,long-output underestimation,5,1,1.0;2.0;2.0;3.0,4.0;1.0;1.0;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,128,2,268,0.0,4.0,1.0,128,580,256.0,256.0,admission_control,fifo,4,3,4.2986,2.7808,0.04803837701911107,0.019716594950295985,1.3158205290092155,1.3929055399494246,False,True,0.0,1.0,-0.07708501094020903,0.028321782068815082,-1.0,long-output underestimation,5,2,3.0;2.0;2.0;3.0,0.25;1.0;1.0;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,128,2,268,0.0,4.0,1.0,128,580,256.0,256.0,admission_control,shortest_output_first,4,3,4.2986,2.8067,0.04803837701911107,0.020103515998926014,1.3158205290092155,1.4038400269928388,False,True,0.0,1.0,-0.0880194979836233,0.027934861020185053,-1.0,long-output underestimation,5,2,3.0;2.0;2.0;3.0,0.25;1.0;1.0;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,128,2,268,0.0,4.0,1.0,128,580,256.0,256.0,admission_control,vllm_direct,4,3,4.2986,2.7365,0.04803837701911107,0.0198769029811956,1.3158205290092155,1.3688889460172504,False,True,0.0,1.0,-0.053068417008034885,0.028161474037915468,-1.0,long-output underestimation,5,2,3.0;2.0;2.0;3.0,0.25;1.0;1.0;0.25,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,256,1,280,0.0,4.0,1.0,256,580,512.0,512.0,weighted_shortest_processing,fifo,3,0,10.6813,2.6344,0.014305112010333687,0.014644770009908825,2.6189996390021406,2.633921047032345,False,True,0.0,1.0,-0.014921408030204475,-0.0003396579995751381,-1.0,long-output underestimation,5,1,2.0;1.0;2.0;2.0,1.0;4.0;1.0;1.0,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,256,1,280,0.0,4.0,1.0,256,580,512.0,512.0,weighted_shortest_processing,shortest_output_first,3,0,10.6813,2.653,0.014305112010333687,0.01503296900773421,2.6189996390021406,2.652571259997785,False,True,0.0,1.0,-0.03357162099564448,-0.0007278569974005222,-1.0,long-output underestimation,5,1,2.0;1.0;2.0;2.0,1.0;4.0;1.0;1.0,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,256,1,280,0.0,4.0,1.0,256,580,512.0,512.0,weighted_shortest_processing,vllm_direct,3,0,10.6813,2.6076,0.014305112010333687,0.014038632973097265,2.6189996390021406,2.6071161729632877,False,True,0.0,1.0,0.01188346603885293,0.0002664790372364223,-1.0,long-output underestimation,5,1,2.0;1.0;2.0;2.0,1.0;4.0;1.0;1.0,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,256,2,286,0.0,4.0,1.0,256,580,512.0,512.0,admission_control,fifo,3,1,5.6333,2.7586,0.019831301004160196,0.020068835001438856,2.7313818460097536,2.75794943398796,False,True,0.0,1.0,-0.026567587978206575,-0.00023753399727866054,-1.0,long-output underestimation,5,2,2.0;3.0;1.0;3.0,1.0;0.25;4.0;0.25,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,256,2,286,0.0,4.0,1.0,256,580,512.0,512.0,admission_control,shortest_output_first,3,1,5.6333,2.8227,0.019831301004160196,0.019605122040957212,2.7313818460097536,2.822150156018324,False,True,0.0,1.0,-0.09076831000857055,0.00022617896320298314,-1.0,long-output underestimation,5,2,2.0;3.0;1.0;3.0,1.0;0.25;4.0;0.25,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,256,2,286,0.0,4.0,1.0,256,580,512.0,512.0,admission_control,vllm_direct,3,1,5.6333,2.7637,0.019831301004160196,0.014532016008161008,2.7313818460097536,2.7630602499702945,False,True,0.0,1.0,-0.03167840396054089,0.005299284995999187,-1.0,long-output underestimation,5,2,2.0;3.0;1.0;3.0,1.0;0.25;4.0;0.25,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,256,4,293,0.0,4.0,1.0,256,580,512.0,512.0,edf,fifo,4,3,5.4967,2.8223,0.01845640200190246,0.021844314003828913,2.614876560983248,2.8209989070310257,False,True,0.0,1.0,-0.20612234604777768,-0.003387912001926452,-1.0,long-output underestimation,5,4,2.0;2.0;2.0;2.0,1.0;1.0;1.0;1.0,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,256,4,293,0.0,4.0,1.0,256,580,512.0,512.0,edf,shortest_output_first,4,3,5.4967,2.8302,0.01845640200190246,0.02052596799330786,2.614876560983248,2.8292649659560993,False,True,0.0,1.0,-0.21438840497285128,-0.0020695659914053977,-1.0,long-output underestimation,5,4,2.0;2.0;2.0;2.0,1.0;1.0;1.0;1.0,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,medium,256,4,293,0.0,4.0,1.0,256,580,512.0,512.0,edf,vllm_direct,4,3,5.4967,2.8317,0.01845640200190246,0.021253868006169796,2.614876560983248,2.8303736609523185,False,True,0.0,1.0,-0.2154970999690704,-0.002797466004267335,-1.0,long-output underestimation,5,4,2.0;2.0;2.0;2.0,1.0;1.0;1.0;1.0,256;256;256;256,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,short,64,4,194,0.0,1.0,2.0,64,168,128.0,128.0,admission_control,edf,4,1,1.4738,0.7223,0.023295758990570903,0.022161033004522324,0.6528316640178673,0.7214648490189575,False,True,0.0,2.0,-0.06863318500109017,0.0011347259860485792,-2.0,long-output underestimation,5,4,3.0;1.0;2.0;1.0,0.25;4.0;1.0;4.0,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,short,64,4,194,0.0,1.0,2.0,64,168,128.0,128.0,admission_control,least_laxity_first,4,1,1.4738,0.7152,0.023295758990570903,0.02152392198331654,0.6528316640178673,0.7145446729846299,False,True,0.0,2.0,-0.06171300896676257,0.001771837007254362,-2.0,long-output underestimation,5,4,3.0;1.0;2.0;1.0,0.25;4.0;1.0;4.0,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,short,64,4,194,0.0,1.0,2.0,64,168,128.0,128.0,admission_control,estimated_service_time_first,4,1,1.4738,0.7109,0.023295758990570903,0.015314792981371284,0.6528316640178673,0.7102335009840317,False,True,0.0,2.0,-0.05740183696616441,0.00798096600919962,-2.0,long-output underestimation,5,4,3.0;1.0;2.0;1.0,0.25;4.0;1.0;4.0,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,short,128,2,205,0.0,4.0,1.0,128,168,256.0,125.0,edf,fifo,2,0,2.329,0.6875,0.016821967030409724,0.014327116019558161,1.3733365050284192,0.6870063800015487,True,True,1.0,1.0,0.6863301250268705,0.002494851010851562,0.0,long-output underestimation,5,2,2.0;2.0;1.0;1.0,1.0;1.0;4.0;4.0,128;128;128;128,success,success,,,selector provider latency substantially worse (>30% or >0.5s)
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,short,128,2,207,0.0,1.0,2.0,128,168,180.0,159.0,scorpio_style_slo_guard,edf,1,1,1.0255,0.8749,0.014267612947151065,0.018642367038410157,0.9666002009762451,0.8740948880440556,False,True,0.0,2.0,0.09250531293218955,-0.004374754091259092,-2.0,long-output underestimation,5,2,1.0;2.0;1.0;1.0,4.0;1.0;4.0;4.0,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,short,128,2,207,0.0,1.0,2.0,128,168,180.0,159.0,scorpio_style_slo_guard,least_laxity_first,1,1,1.0255,0.8972,0.014267612947151065,0.01936449098866433,0.9666002009762451,0.8965624810080044,False,True,0.0,2.0,0.07003771996824071,-0.005096878041513264,-2.0,long-output underestimation,5,2,1.0;2.0;1.0;1.0,4.0;1.0;4.0;4.0,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,short,128,2,207,0.0,1.0,2.0,128,168,180.0,159.0,scorpio_style_slo_guard,estimated_service_time_first,1,1,1.0255,0.8807,0.014267612947151065,0.019640697981230915,0.9666002009762451,0.8799944329657592,False,True,0.0,2.0,0.08660576801048592,-0.00537308503407985,-2.0,long-output underestimation,5,2,1.0;2.0;1.0;1.0,4.0;1.0;4.0;4.0,128;128;128;128,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,short,128,2,205,0.0,4.0,1.0,128,168,256.0,125.0,edf,shortest_output_first,2,0,2.329,0.7559,0.016821967030409724,0.014228449028450996,1.3733365050284192,0.7553768969955854,True,True,1.0,1.0,0.6179596080328338,0.002593518001958728,0.0,long-output underestimation,5,2,2.0;2.0;1.0;1.0,1.0;1.0;4.0;4.0,128;128;128;128,success,success,,,selector provider latency substantially worse (>30% or >0.5s)
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,bursty_tight,short,128,2,205,0.0,4.0,1.0,128,168,256.0,125.0,edf,vllm_direct,2,0,2.329,0.6807,0.016821967030409724,0.014349404023960233,1.3733365050284192,0.6802683239802718,True,True,1.0,1.0,0.6930681810481474,0.002472563006449491,0.0,long-output underestimation,5,2,2.0;2.0;1.0;1.0,1.0;1.0;4.0;4.0,128;128;128;128,success,success,,,selector provider latency substantially worse (>30% or >0.5s)
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,1,480,0.0,0.8,2.0,64,2116,128.0,128.0,fifo,fifo,1,0,1.4369,0.673,0.01622471900191158,0.01769099902594462,0.6626084879972041,0.67250307102222,False,True,0.0,2.0,-0.00989458302501589,-0.0014662800240330398,-2.0,long-output underestimation,5,1,4.0;2.0;1.0;2.0,0.2;0.8;3.0;0.8,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,1,480,0.0,0.8,2.0,64,2116,128.0,128.0,fifo,shortest_output_first,1,0,1.4369,0.6585,0.01622471900191158,0.016199016012251377,0.6626084879972041,0.65805895102676,False,True,0.0,2.0,0.004549536970444024,2.5702989660203457e-05,-2.0,long-output underestimation,5,1,4.0;2.0;1.0;2.0,0.2;0.8;3.0;0.8,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,1,480,0.0,0.8,2.0,64,2116,128.0,128.0,fifo,vllm_direct,1,0,1.4369,0.6593,0.01622471900191158,0.016703948960639536,0.6626084879972041,0.6588262199657038,False,True,0.0,2.0,0.00378226803150028,-0.0004792299587279558,-2.0,long-output underestimation,5,1,4.0;2.0;1.0;2.0,0.2;0.8;3.0;0.8,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,2,485,0.0,0.8,2.0,64,2116,128.0,128.0,fifo,fifo,2,0,1.5069,0.7024,0.017343074025120586,0.02367573097581044,0.6952880889875814,0.7020410029799677,False,True,0.0,2.0,-0.006752913992386311,-0.006332656950689852,-2.0,long-output underestimation,5,2,4.0;4.0;1.0;4.0,0.2;0.2;3.0;0.2,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,2,485,0.0,0.8,2.0,64,2116,128.0,128.0,fifo,shortest_output_first,2,0,1.5069,0.6925,0.017343074025120586,0.022639280010480434,0.6952880889875814,0.6921211000299081,False,True,0.0,2.0,0.0031669889576733112,-0.0052962059853598475,-2.0,long-output underestimation,5,2,4.0;4.0;1.0;4.0,0.2;0.2;3.0;0.2,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,2,485,0.0,0.8,2.0,64,2116,128.0,128.0,fifo,vllm_direct,2,0,1.5069,0.7052,0.017343074025120586,0.017929720983374864,0.6952880889875814,0.7046962479944341,False,True,0.0,2.0,-0.009408159006852657,-0.0005866469582542777,-2.0,long-output underestimation,5,2,4.0;4.0;1.0;4.0,0.2;0.2;3.0;0.2,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,4,492,0.0,0.8,2.0,64,2116,128.0,128.0,weighted_shortest_processing,fifo,4,2,1.4819,0.7251,0.016715847013983876,0.02541320101590827,0.6599601099733263,0.7237332080258057,False,True,0.0,2.0,-0.06377309805247933,-0.008697354001924396,-2.0,long-output underestimation,5,4,4.0;4.0;4.0;4.0,0.2;0.2;0.2;0.2,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,4,492,0.0,0.8,2.0,64,2116,128.0,128.0,weighted_shortest_processing,shortest_output_first,4,2,1.4819,0.7049,0.016715847013983876,0.025434259965550154,0.6599601099733263,0.7036565649905242,False,True,0.0,2.0,-0.04369645501719788,-0.008718412951566279,-2.0,long-output underestimation,5,4,4.0;4.0;4.0;4.0,0.2;0.2;0.2;0.2,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,4,492,0.0,0.8,2.0,64,2116,128.0,128.0,weighted_shortest_processing,vllm_direct,4,2,1.4819,0.7024,0.016715847013983876,0.02555685897823423,0.6599601099733263,0.7013527220115066,False,True,0.0,2.0,-0.04139261203818023,-0.008841011964250356,-2.0,long-output underestimation,5,4,4.0;4.0;4.0;4.0,0.2;0.2;0.2;0.2,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,8,499,0.0,0.8,2.0,64,2116,128.0,128.0,fifo,fifo,4,4,0.8309,0.7218,0.03065675200195983,0.028084185963962227,0.7159794140025042,0.7200621009687893,False,True,0.0,2.0,-0.0040826869662851095,0.0025725660379976034,-2.0,long-output underestimation,5,8,1.0;1.0;4.0;1.0,3.0;3.0;0.2;3.0,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
vllm_scaled_fixed_selector_comparison_20260704T011204Z,vllm,Qwen/Qwen2.5-0.5B-Instruct,overloaded_mixed_priority,long,64,8,499,0.0,0.8,2.0,64,2116,128.0,128.0,fifo,edf,4,4,0.8309,0.7414,0.03065675200195983,0.0325535400188528,0.7159794140025042,0.7396664110128768,False,True,0.0,2.0,-0.02368699701037258,-0.0018967880168929696,-2.0,long-output underestimation,5,8,1.0;1.0;4.0;1.0,3.0;3.0;0.2;3.0,64;64;64;64,success,success,,,selector missed SLO while baseline met it; selector had lower weighted-goodput contribution
