scenario_id,split,method,arrival_normalized_weighted_goodput,unweighted_slo_success_rate,completion_fraction,favored_violations,favored_total,other_violations,other_total,jains_fairness_index,mean_ttft,status,predicted_alpha_or_choice,switch_count,frac_alpha_intermediate,frac_alpha_near_0,frac_alpha_near_1,mean_alpha
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,,estimated_service_time_first,0.6083333333333333,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,,weighted_fair_share,0.625,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,,estimated_service_time_first,0.6666666666666666,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,,weighted_fair_share,0.7083333333333334,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,,estimated_service_time_first,0.7916666666666666,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,,weighted_fair_share,0.7333333333333333,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,,estimated_service_time_first,0.85,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,,weighted_fair_share,0.7666666666666667,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,,estimated_service_time_first,0.9621212121212122,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,,weighted_fair_share,0.946969696969697,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,,estimated_service_time_first,0.9590909090909091,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,,weighted_fair_share,0.9590909090909091,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260817,,estimated_service_time_first,0.3472222222222222,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260817,,weighted_fair_share,0.41944444444444445,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,,estimated_service_time_first,0.4444444444444444,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,,weighted_fair_share,0.49722222222222223,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,,estimated_service_time_first,0.9305555555555556,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,,weighted_fair_share,0.9027777777777778,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,,estimated_service_time_first,0.9388888888888889,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,,weighted_fair_share,0.8972222222222223,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260817,,estimated_service_time_first,0.5916666666666667,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260817,,weighted_fair_share,0.575,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260817,,estimated_service_time_first,0.625,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260817,,weighted_fair_share,0.65,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,,estimated_service_time_first,0.7666666666666667,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,,weighted_fair_share,0.7166666666666667,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,,estimated_service_time_first,0.7833333333333333,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,,weighted_fair_share,0.725,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,,estimated_service_time_first,0.9575757575757575,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,,weighted_fair_share,0.9424242424242424,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,,estimated_service_time_first,0.946969696969697,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,,weighted_fair_share,0.946969696969697,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260817,,estimated_service_time_first,0.3194444444444444,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260817,,weighted_fair_share,0.41388888888888886,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260817,,estimated_service_time_first,0.375,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260817,,weighted_fair_share,0.4666666666666667,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260817,,estimated_service_time_first,0.9222222222222223,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260817,,weighted_fair_share,0.8666666666666667,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260817,,estimated_service_time_first,0.9166666666666666,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260817,,weighted_fair_share,0.875,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260816,,estimated_service_time_first,0.5,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260816,,weighted_fair_share,0.6484848484848484,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260817,,estimated_service_time_first,0.3787878787878788,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260817,,weighted_fair_share,0.5242424242424243,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260816,,estimated_service_time_first,0.7121212121212122,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260816,,weighted_fair_share,0.7696969696969697,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260817,,estimated_service_time_first,0.4696969696969697,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260817,,weighted_fair_share,0.5545454545454546,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260816,,estimated_service_time_first,0.3787878787878788,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260816,,weighted_fair_share,0.503030303030303,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260817,,estimated_service_time_first,0.2878787878787879,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260817,,weighted_fair_share,0.45606060606060606,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260816,,estimated_service_time_first,0.5303030303030303,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260816,,weighted_fair_share,0.6924242424242424,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260817,,estimated_service_time_first,0.3939393939393939,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260817,,weighted_fair_share,0.4696969696969697,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260816,,estimated_service_time_first,0.3181818181818182,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260816,,weighted_fair_share,0.44393939393939397,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260817,,estimated_service_time_first,0.25757575757575757,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260817,,weighted_fair_share,0.44696969696969696,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260816,,estimated_service_time_first,0.5151515151515151,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260816,,weighted_fair_share,0.5924242424242424,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260817,,estimated_service_time_first,0.3181818181818182,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260817,,weighted_fair_share,0.4909090909090909,,,,,,,,,from_family_a_v2_csv,,0,,,,
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,val,static_alpha_0.25,0.6583333333333333,0.6583333333333333,1.0,38,60,3,60,0.835922850254487,2.8539770846666976,success,,0,,,,
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,val,static_alpha_0.50,0.6583333333333333,0.6583333333333333,1.0,39,60,2,60,0.8201051248357424,2.8387354180000304,success,,0,,,,
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,val,static_alpha_0.75,0.6416666666666667,0.6416666666666667,1.0,41,60,2,60,0.7958389261744966,2.7765270846666974,success,,0,,,,
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,val,contextual_top1,0.6583333333333333,0.6583333333333333,1.0,41,60,0,60,0.7878061095682909,2.551785418000031,success,estf,0,,,,
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,val,contextual_alpha,0.6583333333333333,0.6583333333333333,1.0,41,60,0,60,0.7878061095682909,2.551785418000031,success,mean_alpha=1.000,0,0.0,0.0,1.0,1.0
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,val,hard_conditional,0.6583333333333333,0.6583333333333333,1.0,41,60,0,60,0.7878061095682909,2.551785418000031,success,estf,0,,,,
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,val,static_alpha_0.25,0.7416666666666667,0.7416666666666667,1.0,31,60,0,60,0.891803647827066,1.245154040119124,success,,0,,,,
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,val,static_alpha_0.50,0.7166666666666667,0.7166666666666667,1.0,34,60,0,60,0.8648269410664172,1.227329040119124,success,,0,,,,
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,val,static_alpha_0.75,0.7166666666666667,0.7166666666666667,1.0,34,60,0,60,0.8648269410664172,1.203987373452457,success,,0,,,,
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,val,contextual_top1,0.7083333333333334,0.7083333333333334,1.0,35,60,0,60,0.8550295857988166,1.1654207067857907,success,estf,0,,,,
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,val,contextual_alpha,0.7083333333333334,0.7083333333333334,1.0,35,60,0,60,0.8550295857988166,1.1654207067857907,success,mean_alpha=1.000,0,0.0,0.0,1.0,1.0
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,val,hard_conditional,0.7083333333333334,0.7083333333333334,1.0,35,60,0,60,0.8550295857988166,1.1654207067857907,success,estf,0,,,,
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260817,val,static_alpha_0.25,0.7666666666666667,0.7666666666666667,1.0,11,60,17,60,0.9957647058823529,3.1731331279097277,success,,0,,,,
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260817,val,static_alpha_0.50,0.8,0.8,1.0,7,60,17,60,0.9892657793044227,3.139333127909728,success,,0,,,,
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260817,val,static_alpha_0.75,0.8166666666666667,0.8166666666666667,1.0,5,60,17,60,0.9852277390233896,3.0952914612430606,success,,0,,,,
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260817,val,contextual_top1,0.85,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success,estf,0,,,,
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260817,val,contextual_alpha,0.8166666666666667,0.8166666666666667,1.0,5,60,17,60,0.9852277390233896,3.0952914612430606,success,mean_alpha=0.750,0,1.0,0.0,0.0,0.75
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260817,val,hard_conditional,0.85,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success,estf,0,,,,
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260817,val,static_alpha_0.25,0.8416666666666667,0.8416666666666667,1.0,10,60,9,60,0.9999019800039209,1.9224622006123855,success,,0,,,,
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260817,val,static_alpha_0.50,0.8583333333333333,0.8583333333333333,1.0,8,60,9,60,0.99990574929312,1.890428867279052,success,,0,,,,
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260817,val,static_alpha_0.75,0.8666666666666667,0.8666666666666667,1.0,7,60,9,60,0.9996303142329022,1.8368372006123854,success,,0,,,,
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260817,val,contextual_top1,0.8333333333333334,0.8333333333333334,1.0,11,60,9,60,0.9996001599360254,1.9257122006123852,success,wfs,0,,,,
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260817,val,contextual_alpha,0.8666666666666667,0.8666666666666667,1.0,7,60,9,60,0.9996303142329022,1.8368372006123854,success,mean_alpha=0.750,0,1.0,0.0,0.0,0.75
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260817,val,hard_conditional,0.925,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,estf,0,,,,
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,val,static_alpha_0.25,0.9727272727272728,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success,,0,,,,
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,val,static_alpha_0.50,0.9727272727272728,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success,,0,,,,
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,val,static_alpha_0.75,0.9727272727272728,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success,,0,,,,
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,val,contextual_top1,0.9727272727272728,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success,wfs,0,,,,
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,val,contextual_alpha,0.9727272727272728,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success,mean_alpha=0.000,0,0.0,1.0,0.0,0.0
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,val,hard_conditional,0.9727272727272728,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success,wfs,0,,,,
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,val,static_alpha_0.25,0.9863636363636363,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,,0,,,,
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,val,static_alpha_0.50,0.9863636363636363,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,,0,,,,
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,val,static_alpha_0.75,0.9863636363636363,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,,0,,,,
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,val,contextual_top1,0.9863636363636363,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,wfs,0,,,,
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,val,contextual_alpha,0.9863636363636363,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,mean_alpha=0.000,0,0.0,1.0,0.0,0.0
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,val,hard_conditional,0.9863636363636363,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,wfs,0,,,,
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,val,static_alpha_0.25,0.5333333333333333,0.6666666666666666,1.0,32,60,8,60,0.9174311926605506,3.641168751333365,success,,0,,,,
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,val,static_alpha_0.50,0.49444444444444446,0.65,1.0,35,60,7,60,0.8858474082702389,3.440977084666698,success,,0,,,,
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,val,static_alpha_0.75,0.49166666666666664,0.675,1.0,36,60,3,60,0.8576470588235295,2.9348770846666974,success,,0,,,,
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,val,contextual_top1,0.4305555555555556,0.6583333333333333,1.0,41,60,0,60,0.7878061095682909,2.551785418000031,success,estf,0,,,,
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,val,contextual_alpha,0.4305555555555556,0.6583333333333333,1.0,41,60,0,60,0.7878061095682909,2.551785418000031,success,mean_alpha=1.000,0,0.0,0.0,1.0,1.0
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,val,hard_conditional,0.5444444444444444,0.6666666666666666,1.0,31,60,9,60,0.9296920395119117,3.6163270846666977,success,wfs,0,,,,
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,val,static_alpha_0.25,0.5583333333333333,0.7083333333333334,1.0,31,60,4,60,0.9083480010057834,1.6335373734524576,success,,0,,,,
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,val,static_alpha_0.50,0.5361111111111111,0.7083333333333334,1.0,33,60,2,60,0.882604446616174,1.544795706785791,success,,0,,,,
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,val,static_alpha_0.75,0.5555555555555556,0.7333333333333333,1.0,32,60,0,60,0.8832116788321169,1.2529373734524571,success,,0,,,,
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,val,contextual_top1,0.5138888888888888,0.7083333333333334,1.0,35,60,0,60,0.8550295857988166,1.1654207067857907,success,estf,0,,,,
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,val,contextual_alpha,0.5138888888888888,0.7083333333333334,1.0,35,60,0,60,0.8550295857988166,1.1654207067857907,success,mean_alpha=1.000,0,0.0,0.0,1.0,1.0
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,val,hard_conditional,0.5722222222222222,0.7166666666666667,1.0,30,60,4,60,0.9162537165510406,1.6550457067857909,success,wfs,0,,,,
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,val,static_alpha_0.25,0.9361111111111111,0.8416666666666667,1.0,1,60,18,60,0.9724499523355575,2.836916461243061,success,,0,,,,
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,val,static_alpha_0.50,0.9361111111111111,0.8416666666666667,1.0,1,60,18,60,0.9724499523355575,2.8338081279097276,success,,0,,,,
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,val,static_alpha_0.75,0.9361111111111111,0.8416666666666667,1.0,1,60,18,60,0.9724499523355575,2.8310331279097274,success,,0,,,,
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,val,contextual_top1,0.9361111111111111,0.8416666666666667,1.0,1,60,18,60,0.9724499523355575,2.836916461243061,success,wfs,0,,,,
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,val,contextual_alpha,0.9361111111111111,0.8416666666666667,1.0,1,60,18,60,0.9724499523355575,2.836916461243061,success,mean_alpha=0.250,0,1.0,0.0,0.0,0.25
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,val,hard_conditional,0.9361111111111111,0.8416666666666667,1.0,1,60,18,60,0.9724499523355575,2.836916461243061,success,wfs,0,,,,
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,val,static_alpha_0.25,0.975,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,,0,,,,
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,val,static_alpha_0.50,0.975,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,,0,,,,
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,val,static_alpha_0.75,0.975,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,,0,,,,
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,val,contextual_top1,0.975,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,wfs,0,,,,
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,val,contextual_alpha,0.975,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,mean_alpha=0.750,0,1.0,0.0,0.0,0.75
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,val,hard_conditional,0.975,0.925,1.0,0,60,9,60,0.993468795355588,1.713528867279052,success,wfs,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,val,static_alpha_0.25,0.625,0.625,1.0,41,60,4,60,0.8042607949671146,4.022880610102592,success,,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,val,static_alpha_0.50,0.6166666666666667,0.6166666666666667,1.0,42,60,4,60,0.7913294797687862,4.011847276769259,success,,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,val,static_alpha_0.75,0.6083333333333333,0.6083333333333333,1.0,44,60,3,60,0.7601997146932952,3.9596139434359254,success,,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,val,contextual_top1,0.6083333333333333,0.6083333333333333,1.0,47,60,0,60,0.7069514460068985,3.6135139434359256,success,estf,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,val,contextual_alpha,0.6083333333333333,0.6083333333333333,1.0,47,60,0,60,0.7069514460068985,3.6135139434359256,success,mean_alpha=1.000,0,0.0,0.0,1.0,1.0
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,val,hard_conditional,0.6083333333333333,0.6083333333333333,1.0,47,60,0,60,0.7069514460068985,3.6135139434359256,success,estf,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,val,static_alpha_0.25,0.7083333333333334,0.7083333333333334,1.0,33,60,2,60,0.882604446616174,2.473465598049514,success,,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,val,static_alpha_0.50,0.6833333333333333,0.6833333333333333,1.0,37,60,1,60,0.8384039900249376,2.4315905980495134,success,,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,val,static_alpha_0.75,0.675,0.675,1.0,38,60,1,60,0.8273644388398486,2.3834405980495132,success,,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,val,contextual_top1,0.6666666666666666,0.6666666666666666,1.0,40,60,0,60,0.7999999999999999,2.228615598049514,success,estf,0,,,,
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,val,contextual_alpha,0.6666666666666666,0.6666666666666666,1.0,40,60,0,60,0.7999999999999999,2.228615598049514,success,mean_alpha=1.000,0,0.0,0.0,1.0,1.0
