active_pressure,all_alternatives_harmful,all_alternatives_zero,axis,beneficial_opportunity,best_action_id,condition_id,decision_step,kv_pressure,max_advantage,mixed_beneficial_and_harmful,num_non_sbs_branches,oracle_headroom,q_ref_sbs_anwg,queue_pressure_proxy,regime_stage,resource_binding,schema_version,source_dataset,state_id,window_index,worst_action_id
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13528,0.471875,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13528,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13529,0.47225,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13529,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13530,0.472625,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13530,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13531,0.473,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13531,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13532,0.473375,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13532,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13533,0.47375,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13533,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13534,0.474125,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13534,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13535,0.4745,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13535,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13536,0.474875,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13536,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13537,0.47525,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13537,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13538,0.475625,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13538,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,kv_8000,13539,0.476,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13539,4,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc
0.005859375,0,1,kv_capacity,0,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b,kv_8000,13592,0.817125,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,1,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13592,4,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b
0.005859375,0,1,kv_capacity,0,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b,kv_8000,13593,0.8175,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,1,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13593,4,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b
0.005859375,0,1,kv_capacity,0,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b,kv_8000,13594,0.817875,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,1,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13594,4,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b
0.005859375,0,1,kv_capacity,0,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b,kv_8000,13595,0.81825,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,1,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13595,4,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b
0.005859375,0,1,kv_capacity,0,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b,kv_8000,13596,0.818625,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,1,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13596,4,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b
0.005859375,0,1,kv_capacity,0,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b,kv_8000,13597,0.819,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,1,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13597,4,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b
0.005859375,0,1,kv_capacity,0,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b,kv_8000,13598,0.819375,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,1,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13598,4,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b
0.005859375,0,1,kv_capacity,0,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b,kv_8000,13599,0.81975,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,1,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13599,4,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b
0.005859375,0,1,kv_capacity,0,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b,kv_8000,13600,0.820125,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,1,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13600,4,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b
0.005859375,0,1,kv_capacity,0,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b,kv_8000,13601,0.8205,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,1,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13601,4,c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b
0.00390625,0,1,kv_capacity,0,9687e546e554f84c402c91d0a6c4cfe8c8a26a6fabd00542d239639b4d55508c,kv_8000,13602,0.303625,0.0,0,1,0.0,1.0,0.01,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13602,4,9687e546e554f84c402c91d0a6c4cfe8c8a26a6fabd00542d239639b4d55508c
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13603,0.35325,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13603,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13604,0.353625,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13604,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13605,0.354,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13605,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13606,0.354375,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13606,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13607,0.35475,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13607,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13608,0.355125,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13608,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13609,0.3555,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13609,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13610,0.355875,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13610,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13611,0.35625,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13611,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13612,0.356625,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13612,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13613,0.357,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13613,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13614,0.357375,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13614,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13615,0.35775,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13615,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13616,0.358125,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13616,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13617,0.3585,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13617,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13618,0.358875,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13618,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13619,0.35925,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13619,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13620,0.359625,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13620,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13621,0.36,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13621,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13622,0.360375,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13622,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13623,0.36075,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13623,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13624,0.361125,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13624,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13625,0.3615,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13625,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13626,0.361875,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13626,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13627,0.36225,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13627,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13628,0.362625,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13628,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13629,0.363,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13629,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13630,0.363375,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13630,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13631,0.36375,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13631,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13632,0.364125,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13632,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13633,0.3645,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13633,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13634,0.364875,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13634,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13635,0.36525,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13635,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13636,0.365625,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13636,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13637,0.366,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13637,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13638,0.366375,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13638,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
0.005859375,0,1,kv_capacity,0,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,kv_8000,13639,0.36675,0.0,0,1,0.0,1.0,0.005,sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_conv,phase_d_v1::azure_2023_conv::w004::kv_capacity::kv_8000::step13639,4,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba
