axis,branch_id,branch_type,candidate_canonical_action_id,candidate_hash_roundtrip_match,completed_count,completed_ids_hash,condition_id,continuation_policy,decision_step,first_step_warning_count,first_step_warnings,forced_once,live_fingerprint_unchanged,mean_latency,median_latency,original_live_state_not_mutated,outside_population_completed_count,p95_latency,policy_forever_switch,population_count,population_ids_hash,regime_stage,sbs_hash_match,source_dataset,state_id,unfinished_count,validity_class,window_index
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w5::faithful::active_4::step50505::sbs_reference,SBS_REFERENCE,08415db9d9cece7df123c71806975f4dbe724bedb2f5000f8d2ac80457ac009f,,34,b227e2d1ceb6b36ad2b624b06ddc497c828a2416de7bf3666fcf078403b67e49,active_4,kv_constrained_online,50505,0,,True,True,0.04237379040437658,0.023755905151368495,True,166,0.17757729568481506,False,34,b227e2d1ceb6b36ad2b624b06ddc497c828a2416de7bf3666fcf078403b67e49,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w5::faithful::active_4::step50505,0,VALID,5
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w5::faithful::active_4::step50505::f59cddf74bf1736d50937b6e94420871a097970dbe6d91b58fdf4dbf4f1dd4f6,COUNTERFACTUAL,f59cddf74bf1736d50937b6e94420871a097970dbe6d91b58fdf4dbf4f1dd4f6,True,34,b227e2d1ceb6b36ad2b624b06ddc497c828a2416de7bf3666fcf078403b67e49,active_4,kv_constrained_online,50505,0,,True,True,0.04234437863967056,0.023755905151368495,True,166,0.17757729568481506,False,34,b227e2d1ceb6b36ad2b624b06ddc497c828a2416de7bf3666fcf078403b67e49,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w5::faithful::active_4::step50505,0,VALID,5
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2785::sbs_reference,SBS_REFERENCE,d829b5b6114d1c6b03aa52bd332f64832ab462242f3491e57689d674a5188291,,136,1d4b17e9069eb2ca271aae81baac43bfb2180d39ce90c6a087076424f3cf2045,active_4,kv_constrained_online,2785,0,,True,True,0.03227066693586503,0.019165998458863243,True,64,0.09200482559204026,False,136,1d4b17e9069eb2ca271aae81baac43bfb2180d39ce90c6a087076424f3cf2045,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2785,0,VALID,7
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2785::56329a3de17abe38de289304f0be721e8d30f7fcadbd2bef526eb846575a1578,COUNTERFACTUAL,56329a3de17abe38de289304f0be721e8d30f7fcadbd2bef526eb846575a1578,True,136,1d4b17e9069eb2ca271aae81baac43bfb2180d39ce90c6a087076424f3cf2045,active_4,kv_constrained_online,2785,0,,True,True,0.032601549288806216,0.019165998458863243,True,64,0.09200482559204026,False,136,1d4b17e9069eb2ca271aae81baac43bfb2180d39ce90c6a087076424f3cf2045,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2785,0,VALID,7
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2785::a615042ae6c94a838501167c3df2a0090489ef5868fef550a168c2ae05d2d438,COUNTERFACTUAL,a615042ae6c94a838501167c3df2a0090489ef5868fef550a168c2ae05d2d438,True,136,1d4b17e9069eb2ca271aae81baac43bfb2180d39ce90c6a087076424f3cf2045,active_4,kv_constrained_online,2785,0,,True,True,0.03238096105351209,0.019165998458863243,True,64,0.09200482559204026,False,136,1d4b17e9069eb2ca271aae81baac43bfb2180d39ce90c6a087076424f3cf2045,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2785,0,VALID,7
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step686::sbs_reference,SBS_REFERENCE,6701049e9f80af39a24a0ac6fe8aeb8323994cb0e31b3965d0f629bc8bed688f,,170,a4b0abc6e1804959d560ea70073e0521378ec178220db056f0cce1517ca94459,active_4,kv_constrained_online,686,0,,True,True,0.04528541693967937,0.029145068168640265,True,30,0.12221725673675536,False,170,a4b0abc6e1804959d560ea70073e0521378ec178220db056f0cce1517ca94459,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step686,0,VALID,11
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step686::3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29,COUNTERFACTUAL,3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29,True,170,a4b0abc6e1804959d560ea70073e0521378ec178220db056f0cce1517ca94459,active_4,kv_constrained_online,686,0,,True,True,0.045291299292620546,0.029145068168640265,True,30,0.12221725673675536,False,170,a4b0abc6e1804959d560ea70073e0521378ec178220db056f0cce1517ca94459,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step686,0,VALID,11
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1942::sbs_reference,SBS_REFERENCE,53ed031c91677fbe6fe311e24b9cb92119643631abd076c0f59a2fbdb79db25a,,90,ad20958aa56fdad45e9c53bd8fa3de2c7ab95138cf6c6d7312bb1be99a8fee95,active_4,kv_constrained_online,1942,0,,True,True,0.05271369872623028,0.03158397865295415,True,110,0.1378970874786377,False,90,ad20958aa56fdad45e9c53bd8fa3de2c7ab95138cf6c6d7312bb1be99a8fee95,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1942,0,VALID,11
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1942::4c0ad6668984730da6ea1a8ba0ddcc0096cb5f1ae7484391bfa9e20f311f1eb2,COUNTERFACTUAL,4c0ad6668984730da6ea1a8ba0ddcc0096cb5f1ae7484391bfa9e20f311f1eb2,True,90,ad20958aa56fdad45e9c53bd8fa3de2c7ab95138cf6c6d7312bb1be99a8fee95,active_4,kv_constrained_online,1942,0,,True,True,0.05268036539289695,0.03158397865295415,True,110,0.1378970874786377,False,90,ad20958aa56fdad45e9c53bd8fa3de2c7ab95138cf6c6d7312bb1be99a8fee95,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1942,0,VALID,11
active_sequence_capacity,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w33::faithful::active_4::step107201::sbs_reference,SBS_REFERENCE,f7bac8dd9b1d04be8bad5a07a59732e66c3c5636d67c3d42145763d4b966e92a,,82,82b1a5720b490871163d086385982095fb0ebcd3d6297a8423a4285bc5b88a85,active_4,kv_constrained_online,107201,0,,True,True,0.031791314567010225,0.021655159950256575,True,118,0.09043051042556415,False,82,82b1a5720b490871163d086385982095fb0ebcd3d6297a8423a4285bc5b88a85,strongest-valid,True,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w33::faithful::active_4::step107201,0,VALID,33
