active_max,active_mean,active_p95,active_p99,active_util_max,active_util_p95,active_util_p99,anwg,canonical_scenario_id,completion_fraction,error,frac_steps_queue_positive,gpu_max_active_sequences,gpu_max_batch_tokens,gpu_max_kv_tokens,kv_utilization_max,kv_utilization_mean,kv_utilization_p95,kv_utilization_p99,load_factor_lambda,mean_latency,mean_ttft,n_requests_base,n_requests_scaled,n_steps,num_completed,num_dropped,num_total,p95_latency,p95_ttft,p99_latency,p99_ttft,policy_id,queue_length_max,queue_length_mean,queue_length_p95,queue_length_p99,request_throughput,scenario_id,seed,sim_duration,slo_violation_rate,source_dataset,status,token_throughput,weighted_completion_fraction,weighted_goodput,window_index,workload_id
6.0,1.8401389181225005,4.0,5.0,0.01171875,0.0078125,0.009765625,1.0,PUBLIC_TRACE::burstgpt::w5967::augmented,1.0,,0.019680067354241212,512,512,8000000,0.00090025,0.00028546584929488533,0.0006672374999999997,0.00086462125,64.0,0.088846,0.002776,200,200,9502,200,0,200,0.500006,0.004763,0.8955,0.006501,vllm_style_continuous_batching,2.0,0.021048200378867607,0.0,1.0,17.307027,burstgpt::w5967::augmented__load_scaling_lambda64,20260820,11.556,0.0,burstgpt,success,1506.922811,1.0,1.0,5967,public_replay_load_scaling_v1
7.0,2.709747404308074,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::burstgpt::w5967::augmented,1.0,,0.02897876956454362,512,512,8000000,0.00097975,0.0004203469316596932,0.0008343499999999999,0.0009589299999999999,128.0,0.088883,0.002813,200,200,6453,200,0,200,0.499703,0.005006,0.89587,0.006312,full_prefill,2.0,0.030993336432666975,0.0,1.0,30.651341,burstgpt::w5967::augmented__load_scaling_lambda128,20260820,6.525,0.0,burstgpt,success,2668.812261,1.0,1.0,5967,public_replay_load_scaling_v1
7.0,2.8048855430941773,6.0,7.0,0.013671875,0.01171875,0.013671875,1.0,PUBLIC_TRACE::burstgpt::w5967::augmented,1.0,,0.028729451528652635,512,512,8000000,0.000976,0.000423614533722538,0.0008336999999999999,0.0009525,128.0,0.092738,0.006668,200,200,6509,200,0,200,0.513512,0.02265,0.91192,0.032828,chunked_prefill_small,2.0,0.030726686126901215,0.0,1.0,30.515716,burstgpt::w5967::augmented__load_scaling_lambda128,20260820,6.554,0.0,burstgpt,success,2657.003357,1.0,1.0,5967,public_replay_load_scaling_v1
7.0,2.709747404308074,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::burstgpt::w5967::augmented,1.0,,0.02897876956454362,512,512,8000000,0.00097975,0.0004203469316596932,0.0008343499999999999,0.0009589299999999999,128.0,0.088883,0.002813,200,200,6453,200,0,200,0.499703,0.005006,0.89587,0.006312,estimated_service_time_first,2.0,0.030993336432666975,0.0,1.0,30.651341,burstgpt::w5967::augmented__load_scaling_lambda128,20260820,6.525,0.0,burstgpt,success,2668.812261,1.0,1.0,5967,public_replay_load_scaling_v1
7.0,2.709747404308074,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::burstgpt::w5967::augmented,1.0,,0.02897876956454362,512,512,8000000,0.00097975,0.0004203469316596932,0.0008343499999999999,0.0009589299999999999,128.0,0.088883,0.002813,200,200,6453,200,0,200,0.499703,0.005006,0.89587,0.006312,weighted_fair_share,2.0,0.030993336432666975,0.0,1.0,30.651341,burstgpt::w5967::augmented__load_scaling_lambda128,20260820,6.525,0.0,burstgpt,success,2668.812261,1.0,1.0,5967,public_replay_load_scaling_v1
7.0,2.709747404308074,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::burstgpt::w5967::augmented,1.0,,0.02897876956454362,512,512,8000000,0.00097975,0.0004203469316596932,0.0008343499999999999,0.0009589299999999999,128.0,0.088883,0.002813,200,200,6453,200,0,200,0.499703,0.005006,0.89587,0.006312,least_laxity_first,2.0,0.030993336432666975,0.0,1.0,30.651341,burstgpt::w5967::augmented__load_scaling_lambda128,20260820,6.525,0.0,burstgpt,success,2668.812261,1.0,1.0,5967,public_replay_load_scaling_v1
7.0,2.709747404308074,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::burstgpt::w5967::augmented,1.0,,0.02897876956454362,512,512,8000000,0.00097975,0.0004203469316596932,0.0008343499999999999,0.0009589299999999999,128.0,0.088883,0.002813,200,200,6453,200,0,200,0.499703,0.005006,0.89587,0.006312,kv_constrained_online,2.0,0.030993336432666975,0.0,1.0,30.651341,burstgpt::w5967::augmented__load_scaling_lambda128,20260820,6.525,0.0,burstgpt,success,2668.812261,1.0,1.0,5967,public_replay_load_scaling_v1
7.0,2.709747404308074,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::burstgpt::w5967::augmented,1.0,,0.02897876956454362,512,512,8000000,0.00097975,0.0004203469316596932,0.0008343499999999999,0.0009589299999999999,128.0,0.088883,0.002813,200,200,6453,200,0,200,0.499703,0.005006,0.89587,0.006312,official_vtc_joint_token_budget_remap,2.0,0.030993336432666975,0.0,1.0,30.651341,burstgpt::w5967::augmented__load_scaling_lambda128,20260820,6.525,0.0,burstgpt,success,2668.812261,1.0,1.0,5967,public_replay_load_scaling_v1
7.0,2.709747404308074,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::burstgpt::w5967::augmented,1.0,,0.02897876956454362,512,512,8000000,0.00097975,0.0004203469316596932,0.0008343499999999999,0.0009589299999999999,128.0,0.088883,0.002813,200,200,6453,200,0,200,0.499703,0.005006,0.89587,0.006312,vllm_style_continuous_batching,2.0,0.030993336432666975,0.0,1.0,30.651341,burstgpt::w5967::augmented__load_scaling_lambda128,20260820,6.525,0.0,burstgpt,success,2668.812261,1.0,1.0,5967,public_replay_load_scaling_v1
5.0,1.128266438941076,2.0,3.0,0.009765625,0.00390625,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.030572160546541417,512,512,8000000,0.0014675,0.0003530492954739539,0.00093175,0.00114299,1.0,0.034554,0.007144,200,200,5855,200,0,200,0.087409,0.016544,0.271503,0.02141,full_prefill,3.0,0.034158838599487616,0.0,1.0,4.882217,azure_2023_code::w28::augmented__load_scaling_lambda1,20260820,40.965,0.0,azure_2023_code,success,138.703772,1.0,1.0,28,public_replay_load_scaling_v1
6.0,1.2330194349829693,2.0,3.0,0.01171875,0.00390625,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.017932278100581046,512,512,8000000,0.00167975,0.00036449828441194147,0.0009317437499999998,0.0012939025000000025,1.0,0.063064,0.035654,200,200,9982,200,0,200,0.141822,0.118122,0.286183,0.118733,chunked_prefill_small,3.0,0.02003606491685033,0.0,1.0,4.881263,azure_2023_code::w28::augmented__load_scaling_lambda1,20260820,40.973,0.0,azure_2023_code,success,138.67669,1.0,1.0,28,public_replay_load_scaling_v1
5.0,1.128266438941076,2.0,3.0,0.009765625,0.00390625,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.030572160546541417,512,512,8000000,0.0014675,0.0003530492954739539,0.00093175,0.00114299,1.0,0.034554,0.007144,200,200,5855,200,0,200,0.087409,0.016544,0.271503,0.02141,estimated_service_time_first,3.0,0.034158838599487616,0.0,1.0,4.882217,azure_2023_code::w28::augmented__load_scaling_lambda1,20260820,40.965,0.0,azure_2023_code,success,138.703772,1.0,1.0,28,public_replay_load_scaling_v1
5.0,1.128266438941076,2.0,3.0,0.009765625,0.00390625,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.030572160546541417,512,512,8000000,0.0014675,0.0003530492954739539,0.00093175,0.00114299,1.0,0.034554,0.007144,200,200,5855,200,0,200,0.087409,0.016544,0.271503,0.02141,weighted_fair_share,3.0,0.034158838599487616,0.0,1.0,4.882217,azure_2023_code::w28::augmented__load_scaling_lambda1,20260820,40.965,0.0,azure_2023_code,success,138.703772,1.0,1.0,28,public_replay_load_scaling_v1
5.0,1.128266438941076,2.0,3.0,0.009765625,0.00390625,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.030572160546541417,512,512,8000000,0.0014675,0.0003530492954739539,0.00093175,0.00114299,1.0,0.034554,0.007144,200,200,5855,200,0,200,0.087409,0.016544,0.271503,0.02141,least_laxity_first,3.0,0.034158838599487616,0.0,1.0,4.882217,azure_2023_code::w28::augmented__load_scaling_lambda1,20260820,40.965,0.0,azure_2023_code,success,138.703772,1.0,1.0,28,public_replay_load_scaling_v1
5.0,1.128266438941076,2.0,3.0,0.009765625,0.00390625,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.030572160546541417,512,512,8000000,0.0014675,0.0003530492954739539,0.00093175,0.00114299,1.0,0.034554,0.007144,200,200,5855,200,0,200,0.087409,0.016544,0.271503,0.02141,kv_constrained_online,3.0,0.034158838599487616,0.0,1.0,4.882217,azure_2023_code::w28::augmented__load_scaling_lambda1,20260820,40.965,0.0,azure_2023_code,success,138.703772,1.0,1.0,28,public_replay_load_scaling_v1
5.0,1.1279248505550812,2.0,3.0,0.009765625,0.00390625,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.030913748932536293,512,512,8000000,0.0014675,0.0003530492954739539,0.00093175,0.00114299,1.0,0.034554,0.007144,200,200,5855,200,0,200,0.087409,0.016544,0.271503,0.02141,official_vtc_joint_token_budget_remap,3.0,0.034500426985482495,0.0,1.0,4.882217,azure_2023_code::w28::augmented__load_scaling_lambda1,20260820,40.965,0.0,azure_2023_code,success,138.703772,1.0,1.0,28,public_replay_load_scaling_v1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,0.0,,1.0,512,512,8000000,0.0,0.0,0.0,0.0,1.0,,,200,200,90901,0,200,200,,,,,vllm_style_continuous_batching,200.0,160.6622369390876,200.0,200.0,,azure_2023_code::w28::augmented__load_scaling_lambda1,20260820,90.9,,azure_2023_code,success,,0.0,,28,public_replay_load_scaling_v1
5.0,1.2438340807174888,3.0,3.0,0.009765625,0.005859375,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.032511210762331835,512,512,8000000,0.001664,0.00038630824925261586,0.000934,0.0012993725,2.0,0.034842,0.007432,200,200,5352,200,0,200,0.08743,0.016863,0.271737,0.022151,full_prefill,3.0,0.03736920777279522,0.0,1.0,9.748964,azure_2023_code::w28::augmented__load_scaling_lambda2,20260820,20.515,0.0,azure_2023_code,success,276.968072,1.0,1.0,28,public_replay_load_scaling_v1
6.0,1.4671593753725116,3.0,4.0,0.01171875,0.005859375,0.0078125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.020741447133150553,512,512,8000000,0.001681125,0.000433713419358684,0.0010781249999999997,0.0013693950000000018,2.0,0.063097,0.035687,200,200,8389,200,0,200,0.141811,0.118493,0.286367,0.118863,chunked_prefill_small,3.0,0.023840743831207534,0.0,1.0,9.745164,azure_2023_code::w28::augmented__load_scaling_lambda2,20260820,20.523,0.0,azure_2023_code,success,276.860108,1.0,1.0,28,public_replay_load_scaling_v1
5.0,1.2438340807174888,3.0,3.0,0.009765625,0.005859375,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.032511210762331835,512,512,8000000,0.001664,0.00038630824925261586,0.000934,0.0012993725,2.0,0.034842,0.007432,200,200,5352,200,0,200,0.08743,0.016863,0.271737,0.022151,estimated_service_time_first,3.0,0.03736920777279522,0.0,1.0,9.748964,azure_2023_code::w28::augmented__load_scaling_lambda2,20260820,20.515,0.0,azure_2023_code,success,276.968072,1.0,1.0,28,public_replay_load_scaling_v1
5.0,1.2438340807174888,3.0,3.0,0.009765625,0.005859375,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.032511210762331835,512,512,8000000,0.001664,0.00038630824925261586,0.000934,0.0012993725,2.0,0.034842,0.007432,200,200,5352,200,0,200,0.08743,0.016863,0.271737,0.022151,weighted_fair_share,3.0,0.03736920777279522,0.0,1.0,9.748964,azure_2023_code::w28::augmented__load_scaling_lambda2,20260820,20.515,0.0,azure_2023_code,success,276.968072,1.0,1.0,28,public_replay_load_scaling_v1
5.0,1.2438340807174888,3.0,3.0,0.009765625,0.005859375,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.032511210762331835,512,512,8000000,0.001664,0.00038630824925261586,0.000934,0.0012993725,2.0,0.034842,0.007432,200,200,5352,200,0,200,0.08743,0.016863,0.271737,0.022151,least_laxity_first,3.0,0.03736920777279522,0.0,1.0,9.748964,azure_2023_code::w28::augmented__load_scaling_lambda2,20260820,20.515,0.0,azure_2023_code,success,276.968072,1.0,1.0,28,public_replay_load_scaling_v1
5.0,1.2438340807174888,3.0,3.0,0.009765625,0.005859375,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.032511210762331835,512,512,8000000,0.001664,0.00038630824925261586,0.000934,0.0012993725,2.0,0.034842,0.007432,200,200,5352,200,0,200,0.08743,0.016863,0.271737,0.022151,kv_constrained_online,3.0,0.03736920777279522,0.0,1.0,9.748964,azure_2023_code::w28::augmented__load_scaling_lambda2,20260820,20.515,0.0,azure_2023_code,success,276.968072,1.0,1.0,28,public_replay_load_scaling_v1
5.0,1.243273542600897,3.0,3.0,0.009765625,0.005859375,0.005859375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.033071748878923765,512,512,8000000,0.001664,0.00038630824925261586,0.000934,0.0012993725,2.0,0.034842,0.007432,200,200,5352,200,0,200,0.08743,0.016863,0.271737,0.022151,official_vtc_joint_token_budget_remap,3.0,0.03792974588938715,0.0,1.0,9.748964,azure_2023_code::w28::augmented__load_scaling_lambda2,20260820,20.515,0.0,azure_2023_code,success,276.968072,1.0,1.0,28,public_replay_load_scaling_v1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,0.0,,1.0,512,512,8000000,0.0,0.0,0.0,0.0,2.0,,,200,200,70451,0,200,200,,,,,vllm_style_continuous_batching,200.0,174.62094221515665,200.0,200.0,,azure_2023_code::w28::augmented__load_scaling_lambda2,20260820,70.45,,azure_2023_code,success,,0.0,,28,public_replay_load_scaling_v1
7.0,1.5485661424606845,3.0,4.0,0.013671875,0.005859375,0.0078125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.03954671600370028,512,512,8000000,0.002110125,0.0004782366732192414,0.001190881249999999,0.0017262212499999999,4.0,0.034963,0.007553,200,200,4324,200,0,200,0.08744,0.016747,0.271383,0.02258,full_prefill,3.0,0.04625346901017576,0.0,1.0,19.436346,azure_2023_code::w28::augmented__load_scaling_lambda4,20260820,10.29,0.0,azure_2023_code,success,552.186589,1.0,1.0,28,public_replay_load_scaling_v1
6.0,2.1024940211820975,5.0,6.0,0.01171875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.029210796036897847,512,512,8000000,0.002438,0.0006215274812094294,0.0015417624999999994,0.002014902500000001,4.0,0.063023,0.035613,200,200,5854,200,0,200,0.141805,0.118348,0.285963,0.118746,chunked_prefill_small,3.0,0.0341646737273659,0.0,1.0,19.421247,azure_2023_code::w28::augmented__load_scaling_lambda4,20260820,10.298,0.0,azure_2023_code,success,551.757623,1.0,1.0,28,public_replay_load_scaling_v1
7.0,1.5485661424606845,3.0,4.0,0.013671875,0.005859375,0.0078125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.03954671600370028,512,512,8000000,0.002110125,0.0004782366732192414,0.001190881249999999,0.0017262212499999999,4.0,0.034963,0.007553,200,200,4324,200,0,200,0.08744,0.016747,0.271383,0.02258,estimated_service_time_first,3.0,0.04625346901017576,0.0,1.0,19.436346,azure_2023_code::w28::augmented__load_scaling_lambda4,20260820,10.29,0.0,azure_2023_code,success,552.186589,1.0,1.0,28,public_replay_load_scaling_v1
7.0,1.5485661424606845,3.0,4.0,0.013671875,0.005859375,0.0078125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.03954671600370028,512,512,8000000,0.002110125,0.0004782366732192414,0.001190881249999999,0.0017262212499999999,4.0,0.034963,0.007553,200,200,4324,200,0,200,0.08744,0.016747,0.271383,0.02258,weighted_fair_share,3.0,0.04625346901017576,0.0,1.0,19.436346,azure_2023_code::w28::augmented__load_scaling_lambda4,20260820,10.29,0.0,azure_2023_code,success,552.186589,1.0,1.0,28,public_replay_load_scaling_v1
7.0,1.5485661424606845,3.0,4.0,0.013671875,0.005859375,0.0078125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.03954671600370028,512,512,8000000,0.002110125,0.0004782366732192414,0.001190881249999999,0.0017262212499999999,4.0,0.034963,0.007553,200,200,4324,200,0,200,0.08744,0.016747,0.271383,0.02258,least_laxity_first,3.0,0.04625346901017576,0.0,1.0,19.436346,azure_2023_code::w28::augmented__load_scaling_lambda4,20260820,10.29,0.0,azure_2023_code,success,552.186589,1.0,1.0,28,public_replay_load_scaling_v1
7.0,1.5485661424606845,3.0,4.0,0.013671875,0.005859375,0.0078125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.03954671600370028,512,512,8000000,0.002110125,0.0004782366732192414,0.001190881249999999,0.0017262212499999999,4.0,0.034963,0.007553,200,200,4324,200,0,200,0.08744,0.016747,0.271383,0.02258,kv_constrained_online,3.0,0.04625346901017576,0.0,1.0,19.436346,azure_2023_code::w28::augmented__load_scaling_lambda4,20260820,10.29,0.0,azure_2023_code,success,552.186589,1.0,1.0,28,public_replay_load_scaling_v1
7.0,1.547641073080481,3.0,4.0,0.013671875,0.005859375,0.0078125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.04024051803885292,512,512,8000000,0.002110125,0.0004782366732192414,0.001190881249999999,0.0017262212499999999,4.0,0.034963,0.007553,200,200,4324,200,0,200,0.08744,0.016747,0.271383,0.02258,official_vtc_joint_token_budget_remap,3.0,0.04717853839037928,0.0,1.0,19.436346,azure_2023_code::w28::augmented__load_scaling_lambda4,20260820,10.29,0.0,azure_2023_code,success,552.186589,1.0,1.0,28,public_replay_load_scaling_v1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,0.0,,1.0,512,512,8000000,0.0,0.0,0.0,0.0,4.0,,,200,200,60226,0,200,200,,,,,vllm_style_continuous_batching,200.0,185.1553980008634,200.0,200.0,,azure_2023_code::w28::augmented__load_scaling_lambda4,20260820,60.225,,azure_2023_code,success,,0.0,,28,public_replay_load_scaling_v1
7.0,2.148841637575373,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.051412250079339895,512,512,8000000,0.00225125,0.0006561769279593779,0.001659125,0.0020895625000000003,8.0,0.035344,0.007934,200,200,3151,200,0,200,0.087445,0.017248,0.271207,0.024588,full_prefill,3.0,0.06347191367819739,1.0,1.0,38.632413,azure_2023_code::w28::augmented__load_scaling_lambda8,20260820,5.177,0.0,azure_2023_code,success,1097.546842,1.0,1.0,28,public_replay_load_scaling_v1
8.0,3.441834451901566,7.0,8.0,0.015625,0.013671875,0.015625,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.04530201342281879,512,512,8000000,0.00375425,0.0010174557815995527,0.002266125,0.00300090625,8.0,0.063029,0.035619,200,200,3576,200,0,200,0.141803,0.118218,0.285767,0.118723,chunked_prefill_small,3.0,0.05592841163310962,0.0,1.0,38.572806,azure_2023_code::w28::augmented__load_scaling_lambda8,20260820,5.185,0.0,azure_2023_code,success,1095.853423,1.0,1.0,28,public_replay_load_scaling_v1
7.0,2.148841637575373,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.051412250079339895,512,512,8000000,0.00225125,0.0006561769279593779,0.001659125,0.0020895625000000003,8.0,0.035344,0.007934,200,200,3151,200,0,200,0.087445,0.017248,0.271207,0.024588,estimated_service_time_first,3.0,0.06347191367819739,1.0,1.0,38.632413,azure_2023_code::w28::augmented__load_scaling_lambda8,20260820,5.177,0.0,azure_2023_code,success,1097.546842,1.0,1.0,28,public_replay_load_scaling_v1
7.0,2.148841637575373,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.051412250079339895,512,512,8000000,0.00225125,0.0006561769279593779,0.001659125,0.0020895625000000003,8.0,0.035344,0.007934,200,200,3151,200,0,200,0.087445,0.017248,0.271207,0.024588,weighted_fair_share,3.0,0.06347191367819739,1.0,1.0,38.632413,azure_2023_code::w28::augmented__load_scaling_lambda8,20260820,5.177,0.0,azure_2023_code,success,1097.546842,1.0,1.0,28,public_replay_load_scaling_v1
7.0,2.148841637575373,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.051412250079339895,512,512,8000000,0.00225125,0.0006561769279593779,0.001659125,0.0020895625000000003,8.0,0.035344,0.007934,200,200,3151,200,0,200,0.087445,0.017248,0.271207,0.024588,least_laxity_first,3.0,0.06347191367819739,1.0,1.0,38.632413,azure_2023_code::w28::augmented__load_scaling_lambda8,20260820,5.177,0.0,azure_2023_code,success,1097.546842,1.0,1.0,28,public_replay_load_scaling_v1
7.0,2.148841637575373,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.051412250079339895,512,512,8000000,0.00225125,0.0006561769279593779,0.001659125,0.0020895625000000003,8.0,0.035344,0.007934,200,200,3151,200,0,200,0.087445,0.017248,0.271207,0.024588,kv_constrained_online,3.0,0.06347191367819739,1.0,1.0,38.632413,azure_2023_code::w28::augmented__load_scaling_lambda8,20260820,5.177,0.0,azure_2023_code,success,1097.546842,1.0,1.0,28,public_replay_load_scaling_v1
7.0,2.147254839733418,5.0,6.0,0.013671875,0.009765625,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.05268168835290384,512,512,8000000,0.00225125,0.0006561769279593779,0.001659125,0.0020895625000000003,8.0,0.035344,0.007934,200,200,3151,200,0,200,0.087445,0.017248,0.271207,0.024588,official_vtc_joint_token_budget_remap,3.0,0.06505871152015233,1.0,1.5,38.632413,azure_2023_code::w28::augmented__load_scaling_lambda8,20260820,5.177,0.0,azure_2023_code,success,1097.546842,1.0,1.0,28,public_replay_load_scaling_v1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,0.0,,1.0,512,512,8000000,0.0,0.0,0.0,0.0,8.0,,,200,200,55113,0,200,200,,,,,vllm_style_continuous_batching,200.0,191.88821149275125,200.0,200.0,,azure_2023_code::w28::augmented__load_scaling_lambda8,20260820,55.112,,azure_2023_code,success,,0.0,,28,public_replay_load_scaling_v1
11.0,3.6687211093990757,7.0,10.0,0.021484375,0.013671875,0.01953125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.07858243451463791,512,512,8000000,0.00380925,0.00106248510529019,0.002340087499999999,0.0028731999999999985,16.0,0.037217,0.009807,200,200,1947,200,0,200,0.088397,0.022616,0.271613,0.028395,full_prefill,5.0,0.1027221366204417,1.0,2.0,76.306753,azure_2023_code::w28::augmented__load_scaling_lambda16,20260820,2.621,0.0,azure_2023_code,success,2167.874857,1.0,1.0,28,public_replay_load_scaling_v1
13.0,6.197791164658635,11.0,12.0,0.025390625,0.021484375,0.0234375,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.07680722891566265,512,512,8000000,0.0047655,0.0018265871611445785,0.0035771937499999985,0.004338628749999999,16.0,0.063232,0.035822,200,200,1992,200,0,200,0.141801,0.118168,0.286163,0.118861,chunked_prefill_small,5.0,0.10040160642570281,1.0,2.0,76.074553,azure_2023_code::w28::augmented__load_scaling_lambda16,20260820,2.629,0.0,azure_2023_code,success,2161.278052,1.0,1.0,28,public_replay_load_scaling_v1
11.0,3.6687211093990757,7.0,10.0,0.021484375,0.013671875,0.01953125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.07858243451463791,512,512,8000000,0.00380925,0.00106248510529019,0.002340087499999999,0.0028731999999999985,16.0,0.037217,0.009807,200,200,1947,200,0,200,0.088397,0.022616,0.271613,0.028395,estimated_service_time_first,5.0,0.1027221366204417,1.0,2.0,76.306753,azure_2023_code::w28::augmented__load_scaling_lambda16,20260820,2.621,0.0,azure_2023_code,success,2167.874857,1.0,1.0,28,public_replay_load_scaling_v1
11.0,3.6687211093990757,7.0,10.0,0.021484375,0.013671875,0.01953125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.07858243451463791,512,512,8000000,0.00380925,0.00106248510529019,0.002340087499999999,0.0028731999999999985,16.0,0.037217,0.009807,200,200,1947,200,0,200,0.088397,0.022616,0.271613,0.028395,weighted_fair_share,5.0,0.1027221366204417,1.0,2.0,76.306753,azure_2023_code::w28::augmented__load_scaling_lambda16,20260820,2.621,0.0,azure_2023_code,success,2167.874857,1.0,1.0,28,public_replay_load_scaling_v1
11.0,3.6687211093990757,7.0,10.0,0.021484375,0.013671875,0.01953125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.07858243451463791,512,512,8000000,0.00380925,0.00106248510529019,0.002340087499999999,0.0028731999999999985,16.0,0.037217,0.009807,200,200,1947,200,0,200,0.088397,0.022616,0.271613,0.028395,least_laxity_first,5.0,0.1027221366204417,1.0,2.0,76.306753,azure_2023_code::w28::augmented__load_scaling_lambda16,20260820,2.621,0.0,azure_2023_code,success,2167.874857,1.0,1.0,28,public_replay_load_scaling_v1
11.0,3.6687211093990757,7.0,10.0,0.021484375,0.013671875,0.01953125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.07858243451463791,512,512,8000000,0.00380925,0.00106248510529019,0.002340087499999999,0.0028731999999999985,16.0,0.037217,0.009807,200,200,1947,200,0,200,0.088397,0.022616,0.271613,0.028395,kv_constrained_online,5.0,0.1027221366204417,1.0,2.0,76.306753,azure_2023_code::w28::augmented__load_scaling_lambda16,20260820,2.621,0.0,azure_2023_code,success,2167.874857,1.0,1.0,28,public_replay_load_scaling_v1
11.0,3.664612223934258,7.0,10.0,0.021484375,0.013671875,0.01953125,1.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,1.0,,0.08166409861325115,512,512,8000000,0.00380925,0.00106248510529019,0.002340087499999999,0.0028731999999999985,16.0,0.037217,0.009807,200,200,1947,200,0,200,0.088397,0.022616,0.271613,0.028395,official_vtc_joint_token_budget_remap,5.0,0.10683102208525937,1.0,2.0,76.306753,azure_2023_code::w28::augmented__load_scaling_lambda16,20260820,2.621,0.0,azure_2023_code,success,2167.874857,1.0,1.0,28,public_replay_load_scaling_v1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUBLIC_TRACE::azure_2023_code::w28::augmented,0.0,,1.0,512,512,8000000,0.0,0.0,0.0,0.0,16.0,,,200,200,52557,0,200,200,,,,,vllm_style_continuous_batching,200.0,195.74587590615903,200.0,200.0,,azure_2023_code::w28::augmented__load_scaling_lambda16,20260820,52.556,,azure_2023_code,success,,0.0,,28,public_replay_load_scaling_v1
