policy_name,n,mean_mean_ttft,median_mean_ttft,mean_p95_ttft,median_p95_ttft,mean_p99_ttft,median_p99_ttft,mean_mean_tpot,median_mean_tpot,mean_p95_tpot,median_p95_tpot,mean_mean_queuing_delay,median_mean_queuing_delay,mean_mean_prefill_delay_s,median_mean_prefill_delay_s,mean_ttft_attainment,median_ttft_attainment,mean_tbt_attainment,median_tbt_attainment,mean_request_throughput,median_request_throughput,mean_token_throughput,median_token_throughput,mean_completion_fraction,median_completion_fraction,mean_decode_stalled_steps,median_decode_stalled_steps,mean_cumulative_decode_tokens_deferred,median_cumulative_decode_tokens_deferred,mean_steps_with_prefill_while_decode_deferred,median_steps_with_prefill_while_decode_deferred,mean_prefill_stalled_steps,median_prefill_stalled_steps,mean_cumulative_prefill_requests_stalled,median_cumulative_prefill_requests_stalled,mean_budget_saturation_fraction,median_budget_saturation_fraction,mean_mean_num_decoding,median_mean_num_decoding,mean_mean_num_prefilling,median_mean_num_prefilling,mean_fraction_prefill_tokens_while_decodes_active,median_fraction_prefill_tokens_while_decodes_active,mean_arrival_normalized_weighted_goodput,median_arrival_normalized_weighted_goodput,mean_unweighted_slo_success_rate,median_unweighted_slo_success_rate
adaptive_prefill_control,4,0.15152265222107406,0.1517138836724819,0.3264415315071035,0.32665180377461867,0.3405878706442065,0.34205959237496497,0.001,0.001,0.0010000000000000005,0.0010000000000000005,0.0006911503895722287,0.0006844427476882004,0.15083150183150185,0.15101602564102568,0.2582417582417582,0.2582417582417582,1.0,1.0,16.337829859970626,14.857850690353182,5248.199018803852,5104.7322540473215,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.25,300.0,4148.0,4126.5,0.11585068660680838,0.10405878342827274,5.385390246294344,5.249362094914984,2.560576822574766,2.3057249559704953,0.8150602100208949,0.8165446238629626,0.2582417582417582,0.2582417582417582,0.2582417582417582,0.2582417582417582
chunked_prefill_large,4,0.12425800020642205,0.12441718037577862,0.29320033682903096,0.2961453079794633,0.30761788017656966,0.3092845166147057,0.001,0.001,0.0010000000000000002,0.0010000000000000002,0.0006911503895722287,0.0006844427476882004,0.1235668498168498,0.12371932234432233,0.3443223443223443,0.3443223443223443,1.0,1.0,16.3459724830378,14.867204058085708,5250.680786120288,5106.298833135453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,352.75,355.0,5075.25,5066.5,0.13070817044734523,0.11844258545193125,5.39901689522794,5.253467076329899,2.1067028357608737,1.8959905670653334,0.9450434657488028,0.9462001576844827,0.2641941391941392,0.2582417582417582,0.2641941391941392,0.2582417582417582
chunked_prefill_small,4,0.15152265222107406,0.1517138836724819,0.3264415315071035,0.32665180377461867,0.3405878706442065,0.34205959237496497,0.001,0.001,0.0010000000000000005,0.0010000000000000005,0.0006911503895722287,0.0006844427476882004,0.15083150183150185,0.15101602564102568,0.2582417582417582,0.2582417582417582,1.0,1.0,16.337829859970626,14.857850690353182,5248.199018803852,5104.7322540473215,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.25,300.0,4148.0,4126.5,0.11585068660680838,0.10405878342827274,5.385390246294344,5.249362094914984,2.560576822574766,2.3057249559704953,0.8150602100208949,0.8165446238629626,0.2582417582417582,0.2582417582417582,0.2582417582417582,0.2582417582417582
decode_priority_chunked,4,0.15152265222107406,0.1517138836724819,0.3264415315071035,0.32665180377461867,0.3405878706442065,0.34205959237496497,0.001,0.001,0.0010000000000000005,0.0010000000000000005,0.0006911503895722287,0.0006844427476882004,0.15083150183150185,0.15101602564102568,0.2582417582417582,0.2582417582417582,1.0,1.0,16.337829859970626,14.857850690353182,5248.199018803852,5104.7322540473215,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.25,300.0,4148.0,4126.5,0.11585068660680838,0.10405878342827274,5.385390246294344,5.249362094914984,2.560576822574766,2.3057249559704953,0.8150602100208949,0.8165446238629626,0.2582417582417582,0.2582417582417582,0.2582417582417582,0.2582417582417582
full_prefill,4,0.11975021632363816,0.11988283971643796,0.287587836829031,0.2905203079794633,0.30209038017656964,0.3042485405769507,0.001,0.001,0.0010000000000000002,0.0010000000000000002,0.0006911503895722287,0.0006844427476882003,0.11905906593406593,0.11918498168498168,0.3658424908424909,0.3658424908424909,1.0,1.0,16.3459724830378,14.867204058085708,5250.680786120288,5106.298833135453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,358.75,361.0,5232.25,5225.0,0.1330955426488467,0.12070485589177177,5.39901689522794,5.253467076329899,2.030391846058107,1.8268320153366884,0.9701797477063178,0.9707587069703335,0.2641941391941392,0.2582417582417582,0.2641941391941392,0.2582417582417582
