slo_regime,decode_occupancy,n,dominant_unique_eps_0.01,unique_winner_counts_eps_0.01,exact_unique_winner_counts,n_unique_eps_0.01,n_exact_ties_structural,mean_margin_structural,frac_margin_gt_0.01_structural,mean_anwg__adaptive_prefill_control,mean_anwg__chunked_prefill_large,mean_anwg__chunked_prefill_small,mean_anwg__decode_priority_chunked,mean_anwg__full_prefill
balanced,high,16,full_prefill,{},"{""full_prefill"": 1}",0,15,0.0005208333333333315,0.0,0.9303766233766234,0.9437424242424243,0.9303766233766234,0.9303766233766234,0.9442632575757576
balanced,low,16,full_prefill,"{""full_prefill"": 1}","{""full_prefill"": 1}",1,15,0.0012019230769230796,0.0625,0.8346838651114967,0.867164405404537,0.8346838651114967,0.8346838651114967,0.86836632848146
balanced,medium,16,full_prefill,"{""full_prefill"": 1}","{""full_prefill"": 1}",1,15,0.0006944444444444489,0.0625,0.9066125897129187,0.9246365796119086,0.9066125897129187,0.9066125897129187,0.925331024056353
tbt_tight,high,16,,{},{},0,16,0.0,0.0,0.9672348484848485,0.9609848484848484,0.9672348484848485,0.9672348484848485,0.9615530303030303
tbt_tight,low,16,,{},{},0,16,0.0,0.0,1.0,1.0,1.0,1.0,1.0
tbt_tight,medium,16,,{},{},0,16,0.0,0.0,0.9692708333333333,0.959375,0.9692708333333333,0.9692708333333333,0.9586805555555555
ttft_tight,high,16,full_prefill,{},"{""full_prefill"": 2}",0,14,0.0009464285714285703,0.0,0.6951363636363637,0.6986447510822511,0.6951363636363637,0.6951363636363637,0.6995911796536797
ttft_tight,low,16,full_prefill,"{""full_prefill"": 3}","{""full_prefill"": 3}",3,13,0.0030610380116959067,0.1875,0.2865687857464173,0.2944651291690765,0.2865687857464173,0.2865687857464173,0.29752616718077246
ttft_tight,medium,16,full_prefill,"{""full_prefill"": 1}","{""full_prefill"": 2}",1,14,0.0012260765550239153,0.0625,0.5928105063795853,0.5974465045188729,0.5928105063795853,0.5928105063795853,0.5986725810738969
