policy_name,n,mean_mean_ttft,median_mean_ttft,mean_p95_ttft,median_p95_ttft,mean_p99_ttft,median_p99_ttft,mean_mean_tpot,median_mean_tpot,mean_p95_tpot,median_p95_tpot,mean_mean_queuing_delay,median_mean_queuing_delay,mean_mean_prefill_delay_s,median_mean_prefill_delay_s,mean_ttft_attainment,median_ttft_attainment,mean_tbt_attainment,median_tbt_attainment,mean_request_throughput,median_request_throughput,mean_token_throughput,median_token_throughput,mean_completion_fraction,median_completion_fraction,mean_decode_stalled_steps,median_decode_stalled_steps,mean_cumulative_decode_tokens_deferred,median_cumulative_decode_tokens_deferred,mean_steps_with_prefill_while_decode_deferred,median_steps_with_prefill_while_decode_deferred,mean_prefill_stalled_steps,median_prefill_stalled_steps,mean_cumulative_prefill_requests_stalled,median_cumulative_prefill_requests_stalled,mean_budget_saturation_fraction,median_budget_saturation_fraction,mean_mean_num_decoding,median_mean_num_decoding,mean_mean_num_prefilling,median_mean_num_prefilling,mean_fraction_prefill_tokens_while_decodes_active,median_fraction_prefill_tokens_while_decodes_active,mean_arrival_normalized_weighted_goodput,median_arrival_normalized_weighted_goodput,mean_unweighted_slo_success_rate,median_unweighted_slo_success_rate
adaptive_prefill_control,4,0.035586368791124603,0.03482955428098443,0.14818227380590562,0.14385709421206994,0.17549613700895078,0.17182075541703343,0.0010000000000000005,0.0010000000000000005,0.0010000000000000002,0.0010000000000000002,0.0005797400032458142,0.0005850930897054125,0.035006628787878795,0.034263636363636364,1.0,1.0,1.0,1.0,21.62456412336273,21.39864713442215,33272.87067745341,33137.735785961544,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,171.5,167.5,2110.0,2053.0,0.033248421372618894,0.031969545046004536,33.26661943767954,33.131562226098424,0.7435993196052489,0.7109773558944834,0.9822737616217596,0.9824448758136504,1.0,1.0,1.0,1.0
chunked_prefill_large,4,0.03329280818506399,0.03309773609916625,0.12172939617105656,0.11975608019475939,0.1385797001834178,0.13543147312238163,0.0010000000000000005,0.0010000000000000005,0.0010000000000000002,0.0010000000000000002,0.0005797400032458141,0.0005850930897054125,0.032713068181818176,0.032531818181818176,1.0,1.0,1.0,1.0,21.628633156996415,21.402629957165622,33279.124268162675,33143.91164709472,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,198.5,195.0,3148.5,3128.0,0.03818049966909891,0.03709708647576535,33.27287067745341,33.13773578596154,0.6931541784640702,0.6736399693760926,0.9868289347248862,0.9870957381789038,1.0,1.0,1.0,1.0
chunked_prefill_small,4,0.035586368791124603,0.03482955428098443,0.14818227380590562,0.14385709421206994,0.17549613700895078,0.17182075541703343,0.0010000000000000005,0.0010000000000000005,0.0010000000000000002,0.0010000000000000002,0.0005797400032458142,0.0005850930897054125,0.035006628787878795,0.034263636363636364,1.0,1.0,1.0,1.0,21.62456412336273,21.39864713442215,33272.87067745341,33137.735785961544,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,171.5,167.5,2110.0,2053.0,0.033248421372618894,0.031969545046004536,33.26661943767954,33.131562226098424,0.7435993196052489,0.7109773558944834,0.9822737616217596,0.9824448758136504,1.0,1.0,1.0,1.0
decode_priority_chunked,4,0.035586368791124603,0.03482955428098443,0.14818227380590562,0.14385709421206994,0.17549613700895078,0.17182075541703343,0.0010000000000000005,0.0010000000000000005,0.0010000000000000002,0.0010000000000000002,0.0005797400032458142,0.0005850930897054125,0.035006628787878795,0.034263636363636364,1.0,1.0,1.0,1.0,21.62456412336273,21.39864713442215,33272.87067745341,33137.735785961544,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,171.5,167.5,2110.0,2053.0,0.033248421372618894,0.031969545046004536,33.26661943767954,33.131562226098424,0.7435993196052489,0.7109773558944834,0.9822737616217596,0.9824448758136504,1.0,1.0,1.0,1.0
full_prefill,4,0.03323295970021551,0.03315379670522686,0.12310731353852912,0.12259306539717223,0.13345538579244548,0.1306554577868993,0.0010000000000000005,0.0010000000000000005,0.0010000000000000002,0.0010000000000000002,0.0005797400032458142,0.0005850930897054127,0.032653219696969694,0.032587878787878784,1.0,1.0,1.0,1.0,21.628633156996415,21.402629957165622,33279.124268162675,33143.91164709472,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,204.75,201.0,3347.5,3335.0,0.03925978078650191,0.038024466862388265,33.27287067745341,33.13773578596154,0.6918710137039158,0.6747500502094166,0.9915551866050196,0.9917656195851715,1.0,1.0,1.0,1.0
