anwg_like_spread,best_policy,diverges,k,median_latency,window_idx
0.0,vllm_faithful,False,1.3,0.049,323
0.0,vllm_faithful,False,1.5,0.049,323
0.0,vllm_faithful,False,2.0,0.049,323
0.0,vllm_faithful,False,3.0,0.049,323
0.0,vllm_faithful,False,5.0,0.049,323
0.0,vllm_faithful,False,10.0,0.049,323
0.0,vllm_faithful,False,0.5,0.064,326
0.0,vllm_faithful,False,0.7,0.064,326
0.0,vllm_faithful,False,0.9,0.064,326
0.0,vllm_faithful,False,1.0,0.064,326
0.0,vllm_faithful,False,1.1,0.064,326
0.0,vllm_faithful,False,1.3,0.064,326
0.0,vllm_faithful,False,1.5,0.064,326
0.0,vllm_faithful,False,2.0,0.064,326
0.0,vllm_faithful,False,3.0,0.064,326
0.0,vllm_faithful,False,5.0,0.064,326
0.0,vllm_faithful,False,10.0,0.064,326
0.333333,weighted_shortest_processing,True,0.5,0.013,328
0.333333,weighted_shortest_processing,True,0.7,0.013,328
0.666667,weighted_shortest_processing,True,0.9,0.013,328
0.166667,weighted_shortest_processing,True,1.0,0.013,328
0.166667,weighted_shortest_processing,True,1.1,0.013,328
0.166667,vllm_faithful,True,1.3,0.013,328
0.0,vllm_faithful,False,1.5,0.013,328
0.0,vllm_faithful,False,2.0,0.013,328
0.0,vllm_faithful,False,3.0,0.013,328
0.0,vllm_faithful,False,5.0,0.013,328
0.0,vllm_faithful,False,10.0,0.013,328
0.0,vllm_faithful,False,0.5,0.089,329
0.0,vllm_faithful,False,0.7,0.089,329
0.0,vllm_faithful,False,0.9,0.089,329
0.0,vllm_faithful,False,1.0,0.089,329
0.0,vllm_faithful,False,1.1,0.089,329
0.0,vllm_faithful,False,1.3,0.089,329
0.0,vllm_faithful,False,1.5,0.089,329
0.0,vllm_faithful,False,2.0,0.089,329
0.0,vllm_faithful,False,3.0,0.089,329
0.0,vllm_faithful,False,5.0,0.089,329
0.0,vllm_faithful,False,10.0,0.089,329
0.090909,weighted_shortest_processing,True,0.5,0.057,33
0.0,vllm_faithful,False,0.7,0.057,33
0.0,vllm_faithful,False,0.9,0.057,33
0.0,vllm_faithful,False,1.0,0.057,33
0.0,vllm_faithful,False,1.1,0.057,33
0.0,vllm_faithful,False,1.3,0.057,33
0.0,vllm_faithful,False,1.5,0.057,33
0.0,vllm_faithful,False,2.0,0.057,33
0.0,vllm_faithful,False,3.0,0.057,33
0.0,vllm_faithful,False,5.0,0.057,33
0.0,vllm_faithful,False,10.0,0.057,33
0.666667,weighted_shortest_processing,True,0.5,0.01,330
0.333333,weighted_shortest_processing,True,0.7,0.01,330
0.333333,weighted_shortest_processing,True,0.9,0.01,330
0.0,vllm_faithful,False,1.0,0.01,330
0.0,vllm_faithful,False,1.1,0.01,330
0.0,vllm_faithful,False,1.3,0.01,330
0.0,vllm_faithful,False,1.5,0.01,330
0.0,vllm_faithful,False,2.0,0.01,330
0.0,vllm_faithful,False,3.0,0.01,330
0.0,vllm_faithful,False,5.0,0.01,330
0.0,vllm_faithful,False,10.0,0.01,330
0.090909,vllm_faithful,True,0.5,0.022,334
0.090909,vllm_faithful,True,0.7,0.022,334
0.181818,vllm_faithful,True,0.9,0.022,334
0.909091,vllm_faithful,True,1.0,0.022,334
0.909091,vllm_faithful,True,1.1,0.022,334
0.818182,vllm_faithful,True,1.3,0.022,334
0.818182,vllm_faithful,True,1.5,0.022,334
0.0,vllm_faithful,False,2.0,0.022,334
0.0,vllm_faithful,False,3.0,0.022,334
0.0,vllm_faithful,False,5.0,0.022,334
0.0,vllm_faithful,False,10.0,0.022,334
0.142857,weighted_shortest_processing,True,0.5,0.018,335
0.285714,weighted_shortest_processing,True,0.7,0.018,335
0.142857,vllm_faithful,True,0.9,0.018,335
0.0,vllm_faithful,False,1.0,0.018,335
0.0,vllm_faithful,False,1.1,0.018,335
0.0,vllm_faithful,False,1.3,0.018,335
0.0,vllm_faithful,False,1.5,0.018,335
0.0,vllm_faithful,False,2.0,0.018,335
0.0,vllm_faithful,False,3.0,0.018,335
0.0,vllm_faithful,False,5.0,0.018,335
0.0,vllm_faithful,False,10.0,0.018,335
0.2,weighted_shortest_processing,True,0.5,0.025,337
0.2,vllm_faithful,True,0.7,0.025,337
0.2,vllm_faithful,True,0.9,0.025,337
0.2,vllm_faithful,True,1.0,0.025,337
0.0,vllm_faithful,False,1.1,0.025,337
0.0,vllm_faithful,False,1.3,0.025,337
0.0,vllm_faithful,False,1.5,0.025,337
0.0,vllm_faithful,False,2.0,0.025,337
0.0,vllm_faithful,False,3.0,0.025,337
0.0,vllm_faithful,False,5.0,0.025,337
0.0,vllm_faithful,False,10.0,0.025,337
0.5,weighted_shortest_processing,True,0.5,0.024,339
0.75,weighted_shortest_processing,True,0.7,0.024,339
0.5,weighted_shortest_processing,True,0.9,0.024,339
0.25,weighted_shortest_processing,True,1.0,0.024,339
0.25,weighted_shortest_processing,True,1.1,0.024,339
0.0,vllm_faithful,False,1.3,0.024,339
0.0,vllm_faithful,False,1.5,0.024,339
0.0,vllm_faithful,False,2.0,0.024,339
0.0,vllm_faithful,False,3.0,0.024,339
0.0,vllm_faithful,False,5.0,0.024,339
0.0,vllm_faithful,False,10.0,0.024,339
0.222222,weighted_shortest_processing,True,0.5,0.026,34
0.333333,weighted_shortest_processing,True,0.7,0.026,34
0.666667,weighted_shortest_processing,True,0.9,0.026,34
0.444444,weighted_shortest_processing,True,1.0,0.026,34
0.111111,vllm_faithful,True,1.1,0.026,34
0.0,vllm_faithful,False,1.3,0.026,34
0.0,vllm_faithful,False,1.5,0.026,34
0.0,vllm_faithful,False,2.0,0.026,34
0.0,vllm_faithful,False,3.0,0.026,34
0.0,vllm_faithful,False,5.0,0.026,34
0.0,vllm_faithful,False,10.0,0.026,34
0.333333,vllm_faithful,True,0.5,0.025,341
0.333333,vllm_faithful,True,0.7,0.025,341
0.333333,vllm_faithful,True,0.9,0.025,341
0.333333,vllm_faithful,True,1.0,0.025,341
0.333333,vllm_faithful,True,1.1,0.025,341
0.333333,scorpio_style_slo_guard,True,1.3,0.025,341
0.0,vllm_faithful,False,1.5,0.025,341
0.0,vllm_faithful,False,2.0,0.025,341
0.0,vllm_faithful,False,3.0,0.025,341
0.0,vllm_faithful,False,5.0,0.025,341
0.0,vllm_faithful,False,10.0,0.025,341
0.25,weighted_shortest_processing,True,0.5,0.096,342
0.25,weighted_shortest_processing,True,0.7,0.096,342
0.25,weighted_shortest_processing,True,0.9,0.096,342
0.25,weighted_shortest_processing,True,1.0,0.096,342
0.25,weighted_shortest_processing,True,1.1,0.096,342
0.25,weighted_shortest_processing,True,1.3,0.096,342
0.0,vllm_faithful,False,1.5,0.096,342
0.0,vllm_faithful,False,2.0,0.096,342
0.0,vllm_faithful,False,3.0,0.096,342
0.0,vllm_faithful,False,5.0,0.096,342
0.0,vllm_faithful,False,10.0,0.096,342
0.5,vllm_faithful,True,0.5,0.038,343
0.333333,vllm_faithful,True,0.7,0.038,343
0.166667,vllm_faithful,True,0.9,0.038,343
0.0,vllm_faithful,False,1.0,0.038,343
0.0,vllm_faithful,False,1.1,0.038,343
0.0,vllm_faithful,False,1.3,0.038,343
0.0,vllm_faithful,False,1.5,0.038,343
0.0,vllm_faithful,False,2.0,0.038,343
0.0,vllm_faithful,False,3.0,0.038,343
0.0,vllm_faithful,False,5.0,0.038,343
0.0,vllm_faithful,False,10.0,0.038,343
0.333333,vllm_faithful,True,0.5,0.045,344
0.333333,vllm_faithful,True,0.7,0.045,344
0.333333,vllm_faithful,True,0.9,0.045,344
0.666667,vllm_faithful,True,1.0,0.045,344
0.666667,vllm_faithful,True,1.1,0.045,344
0.666667,vllm_faithful,True,1.3,0.045,344
0.666667,vllm_faithful,True,1.5,0.045,344
0.333333,vllm_faithful,True,2.0,0.045,344
0.0,vllm_faithful,False,3.0,0.045,344
0.0,vllm_faithful,False,5.0,0.045,344
0.0,vllm_faithful,False,10.0,0.045,344
0.5,weighted_shortest_processing,True,0.5,0.064,345
0.5,weighted_shortest_processing,True,0.7,0.064,345
0.5,weighted_shortest_processing,True,0.9,0.064,345
0.25,weighted_shortest_processing,True,1.0,0.064,345
0.25,weighted_shortest_processing,True,1.1,0.064,345
0.25,vllm_faithful,True,1.3,0.064,345
0.0,vllm_faithful,False,1.5,0.064,345
0.0,vllm_faithful,False,2.0,0.064,345
0.0,vllm_faithful,False,3.0,0.064,345
0.0,vllm_faithful,False,5.0,0.064,345
0.0,vllm_faithful,False,10.0,0.064,345
0.0,vllm_faithful,False,0.5,0.038,347
0.0,vllm_faithful,False,0.7,0.038,347
0.0,vllm_faithful,False,0.9,0.038,347
0.0,vllm_faithful,False,1.0,0.038,347
0.0,vllm_faithful,False,1.1,0.038,347
0.0,vllm_faithful,False,1.3,0.038,347
0.0,vllm_faithful,False,1.5,0.038,347
0.0,vllm_faithful,False,2.0,0.038,347
0.0,vllm_faithful,False,3.0,0.038,347
0.0,vllm_faithful,False,5.0,0.038,347
0.0,vllm_faithful,False,10.0,0.038,347
0.125,vllm_faithful,True,0.5,0.058,348
0.0,vllm_faithful,False,0.7,0.058,348
0.0,vllm_faithful,False,0.9,0.058,348
0.5,vllm_faithful,True,1.0,0.058,348
0.5,vllm_faithful,True,1.1,0.058,348
0.0,vllm_faithful,False,1.3,0.058,348
0.0,vllm_faithful,False,1.5,0.058,348
0.0,vllm_faithful,False,2.0,0.058,348
0.0,vllm_faithful,False,3.0,0.058,348
0.0,vllm_faithful,False,5.0,0.058,348
0.0,vllm_faithful,False,10.0,0.058,348
0.5,weighted_shortest_processing,True,0.5,0.05,35
0.5,weighted_shortest_processing,True,0.7,0.05,35
0.0,vllm_faithful,False,0.9,0.05,35
0.0,vllm_faithful,False,1.0,0.05,35
0.0,vllm_faithful,False,1.1,0.05,35
0.0,vllm_faithful,False,1.3,0.05,35
0.0,vllm_faithful,False,1.5,0.05,35
0.0,vllm_faithful,False,2.0,0.05,35
0.0,vllm_faithful,False,3.0,0.05,35
0.0,vllm_faithful,False,5.0,0.05,35
0.0,vllm_faithful,False,10.0,0.05,35
0.0,vllm_faithful,False,0.5,0.056,350
0.0,vllm_faithful,False,0.7,0.056,350
0.0,vllm_faithful,False,0.9,0.056,350
0.636364,weighted_shortest_processing,True,1.0,0.056,350
0.0,vllm_faithful,False,1.1,0.056,350
0.0,vllm_faithful,False,1.3,0.056,350
0.0,vllm_faithful,False,1.5,0.056,350
0.0,vllm_faithful,False,2.0,0.056,350
0.0,vllm_faithful,False,3.0,0.056,350
0.0,vllm_faithful,False,5.0,0.056,350
0.0,vllm_faithful,False,10.0,0.056,350
0.0,vllm_faithful,False,0.5,0.025,351
0.0,vllm_faithful,False,0.7,0.025,351
0.0,vllm_faithful,False,0.9,0.025,351
0.0,vllm_faithful,False,1.0,0.025,351
0.0,vllm_faithful,False,1.1,0.025,351
0.0,vllm_faithful,False,1.3,0.025,351
0.0,vllm_faithful,False,1.5,0.025,351
0.0,vllm_faithful,False,2.0,0.025,351
0.0,vllm_faithful,False,3.0,0.025,351
0.0,vllm_faithful,False,5.0,0.025,351
0.0,vllm_faithful,False,10.0,0.025,351
0.666667,weighted_shortest_processing,True,0.5,0.083,352
0.666667,weighted_shortest_processing,True,0.7,0.083,352
0.666667,weighted_shortest_processing,True,0.9,0.083,352
0.333333,vllm_faithful,True,1.0,0.083,352
0.333333,vllm_faithful,True,1.1,0.083,352
0.0,vllm_faithful,False,1.3,0.083,352
0.0,vllm_faithful,False,1.5,0.083,352
0.0,vllm_faithful,False,2.0,0.083,352
0.0,vllm_faithful,False,3.0,0.083,352
0.0,vllm_faithful,False,5.0,0.083,352
0.0,vllm_faithful,False,10.0,0.083,352
0.333333,vllm_faithful,True,0.5,0.034,353
0.333333,vllm_faithful,True,0.7,0.034,353
0.333333,vllm_faithful,True,0.9,0.034,353
0.666667,vllm_faithful,True,1.0,0.034,353
0.333333,vllm_faithful,True,1.1,0.034,353
0.333333,vllm_faithful,True,1.3,0.034,353
0.333333,vllm_faithful,True,1.5,0.034,353
0.0,vllm_faithful,False,2.0,0.034,353
0.0,vllm_faithful,False,3.0,0.034,353
0.0,vllm_faithful,False,5.0,0.034,353
0.0,vllm_faithful,False,10.0,0.034,353
0.0,vllm_faithful,False,0.5,0.027,354
0.0,vllm_faithful,False,0.7,0.027,354
0.0,vllm_faithful,False,0.9,0.027,354
0.0,vllm_faithful,False,1.0,0.027,354
0.0,vllm_faithful,False,1.1,0.027,354
0.0,vllm_faithful,False,1.3,0.027,354
0.0,vllm_faithful,False,1.5,0.027,354
0.0,vllm_faithful,False,2.0,0.027,354
0.0,vllm_faithful,False,3.0,0.027,354
0.0,vllm_faithful,False,5.0,0.027,354
0.0,vllm_faithful,False,10.0,0.027,354
0.142857,weighted_shortest_processing,True,0.5,0.037,359
0.142857,weighted_shortest_processing,True,0.7,0.037,359
0.0,vllm_faithful,False,0.9,0.037,359
0.285714,weighted_shortest_processing,True,1.0,0.037,359
0.0,vllm_faithful,False,1.1,0.037,359
0.0,vllm_faithful,False,1.3,0.037,359
0.0,vllm_faithful,False,1.5,0.037,359
0.0,vllm_faithful,False,2.0,0.037,359
0.0,vllm_faithful,False,3.0,0.037,359
0.0,vllm_faithful,False,5.0,0.037,359
0.0,vllm_faithful,False,10.0,0.037,359
0.5,weighted_shortest_processing,True,0.5,0.03,36
0.25,weighted_shortest_processing,True,0.7,0.03,36
0.5,weighted_shortest_processing,True,0.9,0.03,36
0.5,vllm_faithful,True,1.0,0.03,36
0.25,vllm_faithful,True,1.1,0.03,36
0.0,vllm_faithful,False,1.3,0.03,36
0.0,vllm_faithful,False,1.5,0.03,36
0.0,vllm_faithful,False,2.0,0.03,36
0.0,vllm_faithful,False,3.0,0.03,36
0.0,vllm_faithful,False,5.0,0.03,36
0.0,vllm_faithful,False,10.0,0.03,36
0.142857,weighted_shortest_processing,True,0.5,0.176,360
0.142857,weighted_shortest_processing,True,0.7,0.176,360
0.142857,weighted_shortest_processing,True,0.9,0.176,360
0.0,vllm_faithful,False,1.0,0.176,360
0.0,vllm_faithful,False,1.1,0.176,360
0.0,vllm_faithful,False,1.3,0.176,360
0.0,vllm_faithful,False,1.5,0.176,360
0.0,vllm_faithful,False,2.0,0.176,360
0.0,vllm_faithful,False,3.0,0.176,360
0.0,vllm_faithful,False,5.0,0.176,360
0.0,vllm_faithful,False,10.0,0.176,360
0.666667,weighted_shortest_processing,True,0.5,0.014,361
0.666667,weighted_shortest_processing,True,0.7,0.014,361
0.333333,weighted_shortest_processing,True,0.9,0.014,361
0.0,vllm_faithful,False,1.0,0.014,361
0.0,vllm_faithful,False,1.1,0.014,361
0.0,vllm_faithful,False,1.3,0.014,361
0.0,vllm_faithful,False,1.5,0.014,361
0.0,vllm_faithful,False,2.0,0.014,361
0.0,vllm_faithful,False,3.0,0.014,361
0.0,vllm_faithful,False,5.0,0.014,361
0.0,vllm_faithful,False,10.0,0.014,361
0.166667,vllm_faithful,True,0.5,0.011,362
0.166667,weighted_shortest_processing,True,0.7,0.011,362
0.333333,weighted_shortest_processing,True,0.9,0.011,362
0.0,vllm_faithful,False,1.0,0.011,362
0.0,vllm_faithful,False,1.1,0.011,362
0.0,vllm_faithful,False,1.3,0.011,362
0.0,vllm_faithful,False,1.5,0.011,362
0.166667,vllm_faithful,True,2.0,0.011,362
0.0,vllm_faithful,False,3.0,0.011,362
0.0,vllm_faithful,False,5.0,0.011,362
0.0,vllm_faithful,False,10.0,0.011,362
0.333333,vllm_faithful,True,0.5,0.036,363
0.333333,vllm_faithful,True,0.7,0.036,363
0.333333,vllm_faithful,True,0.9,0.036,363
0.333333,vllm_faithful,True,1.0,0.036,363
0.333333,vllm_faithful,True,1.1,0.036,363
0.0,vllm_faithful,False,1.3,0.036,363
0.0,vllm_faithful,False,1.5,0.036,363
0.333333,scorpio_style_slo_guard,True,2.0,0.036,363
0.0,vllm_faithful,False,3.0,0.036,363
0.0,vllm_faithful,False,5.0,0.036,363
0.0,vllm_faithful,False,10.0,0.036,363
0.25,vllm_faithful,True,0.5,0.005,364
0.25,vllm_faithful,True,0.7,0.005,364
0.0,vllm_faithful,False,0.9,0.005,364
0.0,vllm_faithful,False,1.0,0.005,364
0.0,vllm_faithful,False,1.1,0.005,364
0.0,vllm_faithful,False,1.3,0.005,364
0.0,vllm_faithful,False,1.5,0.005,364
0.0,vllm_faithful,False,2.0,0.005,364
0.0,vllm_faithful,False,3.0,0.005,364
0.0,vllm_faithful,False,5.0,0.005,364
0.0,vllm_faithful,False,10.0,0.005,364
0.125,weighted_shortest_processing,True,0.5,0.115,369
0.0,vllm_faithful,False,0.7,0.115,369
0.0,vllm_faithful,False,0.9,0.115,369
0.0,vllm_faithful,False,1.0,0.115,369
0.0,vllm_faithful,False,1.1,0.115,369
0.0,vllm_faithful,False,1.3,0.115,369
0.0,vllm_faithful,False,1.5,0.115,369
0.0,vllm_faithful,False,2.0,0.115,369
0.0,vllm_faithful,False,3.0,0.115,369
0.0,vllm_faithful,False,5.0,0.115,369
0.0,vllm_faithful,False,10.0,0.115,369
0.25,weighted_shortest_processing,True,0.5,0.009,370
0.5,vllm_faithful,True,0.7,0.009,370
0.25,vllm_faithful,True,0.9,0.009,370
0.5,vllm_faithful,True,1.0,0.009,370
0.5,vllm_faithful,True,1.1,0.009,370
0.25,vllm_faithful,True,1.3,0.009,370
0.25,scorpio_style_slo_guard,True,1.5,0.009,370
0.0,vllm_faithful,False,2.0,0.009,370
0.0,vllm_faithful,False,3.0,0.009,370
0.0,vllm_faithful,False,5.0,0.009,370
0.0,vllm_faithful,False,10.0,0.009,370
0.5,weighted_shortest_processing,True,0.5,0.042,371
0.5,weighted_shortest_processing,True,0.7,0.042,371
0.5,vllm_faithful,True,0.9,0.042,371
0.75,vllm_faithful,True,1.0,0.042,371
0.75,vllm_faithful,True,1.1,0.042,371
0.5,vllm_faithful,True,1.3,0.042,371
0.5,vllm_faithful,True,1.5,0.042,371
0.25,scorpio_style_slo_guard,True,2.0,0.042,371
0.0,vllm_faithful,False,3.0,0.042,371
0.0,vllm_faithful,False,5.0,0.042,371
0.0,vllm_faithful,False,10.0,0.042,371
0.222222,vllm_faithful,True,0.5,0.067,372
0.111111,vllm_faithful,True,0.7,0.067,372
0.0,vllm_faithful,False,0.9,0.067,372
0.111111,vllm_faithful,True,1.0,0.067,372
0.0,vllm_faithful,False,1.1,0.067,372
0.0,vllm_faithful,False,1.3,0.067,372
0.0,vllm_faithful,False,1.5,0.067,372
0.0,vllm_faithful,False,2.0,0.067,372
0.0,vllm_faithful,False,3.0,0.067,372
0.0,vllm_faithful,False,5.0,0.067,372
0.0,vllm_faithful,False,10.0,0.067,372
0.5,weighted_shortest_processing,True,0.5,0.144,375
0.5,weighted_shortest_processing,True,0.7,0.144,375
0.5,weighted_shortest_processing,True,0.9,0.144,375
0.25,weighted_shortest_processing,True,1.0,0.144,375
0.0,vllm_faithful,False,1.1,0.144,375
0.0,vllm_faithful,False,1.3,0.144,375
0.0,vllm_faithful,False,1.5,0.144,375
0.0,vllm_faithful,False,2.0,0.144,375
0.0,vllm_faithful,False,3.0,0.144,375
0.0,vllm_faithful,False,5.0,0.144,375
0.0,vllm_faithful,False,10.0,0.144,375
0.333333,weighted_shortest_processing,True,0.5,0.006,376
0.333333,weighted_shortest_processing,True,0.7,0.006,376
0.333333,vllm_faithful,True,0.9,0.006,376
0.666667,vllm_faithful,True,1.0,0.006,376
0.666667,vllm_faithful,True,1.1,0.006,376
0.666667,vllm_faithful,True,1.3,0.006,376
0.666667,vllm_faithful,True,1.5,0.006,376
0.333333,vllm_faithful,True,2.0,0.006,376
0.0,vllm_faithful,False,3.0,0.006,376
0.0,vllm_faithful,False,5.0,0.006,376
0.0,vllm_faithful,False,10.0,0.006,376
0.2,vllm_faithful,True,0.5,0.044,377
0.2,vllm_faithful,True,0.7,0.044,377
0.0,vllm_faithful,False,0.9,0.044,377
0.0,vllm_faithful,False,1.0,0.044,377
0.0,vllm_faithful,False,1.1,0.044,377
0.0,vllm_faithful,False,1.3,0.044,377
0.0,vllm_faithful,False,1.5,0.044,377
0.0,vllm_faithful,False,2.0,0.044,377
0.0,vllm_faithful,False,3.0,0.044,377
0.0,vllm_faithful,False,5.0,0.044,377
0.0,vllm_faithful,False,10.0,0.044,377
0.1,vllm_faithful,True,0.5,0.007,378
0.1,vllm_faithful,True,0.7,0.007,378
0.7,weighted_shortest_processing,True,0.9,0.007,378
0.8,vllm_faithful,True,1.0,0.007,378
0.8,vllm_faithful,True,1.1,0.007,378
0.8,vllm_faithful,True,1.3,0.007,378
0.8,vllm_faithful,True,1.5,0.007,378
0.0,vllm_faithful,False,2.0,0.007,378
0.0,vllm_faithful,False,3.0,0.007,378
0.0,vllm_faithful,False,5.0,0.007,378
0.0,vllm_faithful,False,10.0,0.007,378
0.285714,weighted_shortest_processing,True,0.5,0.019,379
0.714286,weighted_shortest_processing,True,0.7,0.019,379
0.714286,weighted_shortest_processing,True,0.9,0.019,379
0.0,vllm_faithful,False,1.0,0.019,379
0.142857,vllm_faithful,True,1.1,0.019,379
0.0,vllm_faithful,False,1.3,0.019,379
0.0,vllm_faithful,False,1.5,0.019,379
0.0,vllm_faithful,False,2.0,0.019,379
0.0,vllm_faithful,False,3.0,0.019,379
0.0,vllm_faithful,False,5.0,0.019,379
0.0,vllm_faithful,False,10.0,0.019,379
0.5,weighted_shortest_processing,True,0.5,0.041,38
0.5,weighted_shortest_processing,True,0.7,0.041,38
0.5,weighted_shortest_processing,True,0.9,0.041,38
0.0,vllm_faithful,False,1.0,0.041,38
0.0,vllm_faithful,False,1.1,0.041,38
0.0,vllm_faithful,False,1.3,0.041,38
0.0,vllm_faithful,False,1.5,0.041,38
0.0,vllm_faithful,False,2.0,0.041,38
0.0,vllm_faithful,False,3.0,0.041,38
0.0,vllm_faithful,False,5.0,0.041,38
0.0,vllm_faithful,False,10.0,0.041,38
0.333333,vllm_faithful,True,0.5,0.016,380
0.666667,weighted_shortest_processing,True,0.7,0.016,380
0.666667,weighted_shortest_processing,True,0.9,0.016,380
0.0,vllm_faithful,False,1.0,0.016,380
0.0,vllm_faithful,False,1.1,0.016,380
0.333333,vllm_faithful,True,1.3,0.016,380
0.0,vllm_faithful,False,1.5,0.016,380
0.0,vllm_faithful,False,2.0,0.016,380
0.0,vllm_faithful,False,3.0,0.016,380
0.0,vllm_faithful,False,5.0,0.016,380
0.0,vllm_faithful,False,10.0,0.016,380
0.5,vllm_faithful,True,0.5,0.015,381
0.5,vllm_faithful,True,0.7,0.015,381
0.0,vllm_faithful,False,0.9,0.015,381
0.0,vllm_faithful,False,1.0,0.015,381
0.0,vllm_faithful,False,1.1,0.015,381
0.0,vllm_faithful,False,1.3,0.015,381
0.0,vllm_faithful,False,1.5,0.015,381
0.0,vllm_faithful,False,2.0,0.015,381
0.0,vllm_faithful,False,3.0,0.015,381
0.0,vllm_faithful,False,5.0,0.015,381
0.0,vllm_faithful,False,10.0,0.015,381
0.2,weighted_shortest_processing,True,0.5,0.303,383
0.2,weighted_shortest_processing,True,0.7,0.303,383
0.0,vllm_faithful,False,0.9,0.303,383
0.0,vllm_faithful,False,1.0,0.303,383
0.0,vllm_faithful,False,1.1,0.303,383
0.0,vllm_faithful,False,1.3,0.303,383
0.0,vllm_faithful,False,1.5,0.303,383
0.0,vllm_faithful,False,2.0,0.303,383
0.0,vllm_faithful,False,3.0,0.303,383
0.0,vllm_faithful,False,5.0,0.303,383
0.0,vllm_faithful,False,10.0,0.303,383
0.0,vllm_faithful,False,0.5,0.068,384
0.0,vllm_faithful,False,0.7,0.068,384
0.0,vllm_faithful,False,0.9,0.068,384
0.0,vllm_faithful,False,1.0,0.068,384
0.0,vllm_faithful,False,1.1,0.068,384
0.0,vllm_faithful,False,1.3,0.068,384
0.0,vllm_faithful,False,1.5,0.068,384
0.0,vllm_faithful,False,2.0,0.068,384
0.0,vllm_faithful,False,3.0,0.068,384
0.0,vllm_faithful,False,5.0,0.068,384
0.0,vllm_faithful,False,10.0,0.068,384
0.166667,vllm_faithful,True,0.5,0.109,386
0.166667,vllm_faithful,True,0.7,0.109,386
0.166667,vllm_faithful,True,0.9,0.109,386
0.0,vllm_faithful,False,1.0,0.109,386
0.0,vllm_faithful,False,1.1,0.109,386
0.0,vllm_faithful,False,1.3,0.109,386
0.0,vllm_faithful,False,1.5,0.109,386
0.0,vllm_faithful,False,2.0,0.109,386
0.0,vllm_faithful,False,3.0,0.109,386
0.0,vllm_faithful,False,5.0,0.109,386
0.0,vllm_faithful,False,10.0,0.109,386
0.75,weighted_shortest_processing,True,0.5,0.031,388
0.75,weighted_shortest_processing,True,0.7,0.031,388
0.5,weighted_shortest_processing,True,0.9,0.031,388
0.25,weighted_shortest_processing,True,1.0,0.031,388
0.0,vllm_faithful,False,1.1,0.031,388
0.0,vllm_faithful,False,1.3,0.031,388
0.0,vllm_faithful,False,1.5,0.031,388
0.0,vllm_faithful,False,2.0,0.031,388
0.0,vllm_faithful,False,3.0,0.031,388
0.0,vllm_faithful,False,5.0,0.031,388
0.0,vllm_faithful,False,10.0,0.031,388
0.2,weighted_shortest_processing,True,0.5,0.078,39
0.4,weighted_shortest_processing,True,0.7,0.078,39
0.8,weighted_shortest_processing,True,0.9,0.078,39
0.6,vllm_faithful,True,1.0,0.078,39
0.6,vllm_faithful,True,1.1,0.078,39
0.0,vllm_faithful,False,1.3,0.078,39
0.0,vllm_faithful,False,1.5,0.078,39
0.0,vllm_faithful,False,2.0,0.078,39
0.0,vllm_faithful,False,3.0,0.078,39
0.0,vllm_faithful,False,5.0,0.078,39
0.0,vllm_faithful,False,10.0,0.078,39
0.333333,weighted_shortest_processing,True,0.5,0.023,390
0.333333,weighted_shortest_processing,True,0.7,0.023,390
0.166667,weighted_shortest_processing,True,0.9,0.023,390
0.166667,vllm_faithful,True,1.0,0.023,390
0.0,vllm_faithful,False,1.1,0.023,390
0.0,vllm_faithful,False,1.3,0.023,390
0.0,vllm_faithful,False,1.5,0.023,390
0.0,vllm_faithful,False,2.0,0.023,390
0.0,vllm_faithful,False,3.0,0.023,390
0.0,vllm_faithful,False,5.0,0.023,390
0.0,vllm_faithful,False,10.0,0.023,390
0.25,vllm_faithful,True,0.5,0.042,391
0.25,vllm_faithful,True,0.7,0.042,391
0.25,vllm_faithful,True,0.9,0.042,391
0.25,vllm_faithful,True,1.0,0.042,391
0.25,vllm_faithful,True,1.1,0.042,391
0.0,vllm_faithful,False,1.3,0.042,391
0.0,vllm_faithful,False,1.5,0.042,391
0.0,vllm_faithful,False,2.0,0.042,391
0.0,vllm_faithful,False,3.0,0.042,391
0.0,vllm_faithful,False,5.0,0.042,391
0.0,vllm_faithful,False,10.0,0.042,391
0.333333,weighted_shortest_processing,True,0.5,0.048,392
0.166667,vllm_faithful,True,0.7,0.048,392
0.666667,weighted_shortest_processing,True,0.9,0.048,392
0.5,weighted_shortest_processing,True,1.0,0.048,392
0.5,vllm_faithful,True,1.1,0.048,392
0.0,vllm_faithful,False,1.3,0.048,392
0.0,vllm_faithful,False,1.5,0.048,392
0.0,vllm_faithful,False,2.0,0.048,392
0.0,vllm_faithful,False,3.0,0.048,392
0.0,vllm_faithful,False,5.0,0.048,392
0.0,vllm_faithful,False,10.0,0.048,392
0.166667,vllm_faithful,True,0.5,0.02,396
0.166667,weighted_shortest_processing,True,0.7,0.02,396
0.0,vllm_faithful,False,0.9,0.02,396
0.333333,weighted_shortest_processing,True,1.0,0.02,396
0.333333,weighted_shortest_processing,True,1.1,0.02,396
0.0,vllm_faithful,False,1.3,0.02,396
0.0,vllm_faithful,False,1.5,0.02,396
0.0,vllm_faithful,False,2.0,0.02,396
0.0,vllm_faithful,False,3.0,0.02,396
