scenario_id,anwg__full_prefill,anwg__chunked_prefill_small,anwg__estimated_service_time_first,anwg__weighted_fair_share,anwg__least_laxity_first,anwg__kv_constrained_online,anwg__official_vtc_joint_token_budget_remap,anwg__vllm_style_continuous_batching
joint_mm_0000,0.1928770189717766,0.1825470440636209,0.1928770189717766,0.1928770189717766,0.1928770189717766,0.1928770189717766,0.1928770189717766,0.1928770189717766
joint_mm_0001,0.1929760100642676,0.1273376654102033,0.1890369861663422,0.1736121559773075,0.2257951823912998,0.2084008402533023,0.14473200754820076,0.19297601006426765
joint_mm_0002,0.1270068586610062,0.0682721535954716,0.3729931413389938,0.4229454048175473,0.3142584362734592,0.3745031552249058,0.13654430719094335,0.0785646090683648
joint_mm_0003,0.2400482942367094,0.1803748883807141,0.4528558573238544,0.4212507165945601,0.3615773107385648,0.4910076124227439,0.27820004933559883,0.0
joint_mm_0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_mm_0005,0.1515890238971197,0.1114117059480538,0.1424687759979756,0.1321164193146683,0.1722937372637343,0.1814139851628785,0.15158902389711978,0.0
joint_mm_0006,0.2451387884697582,0.2304396976591624,0.362731514954525,0.290027020119941,0.3480324241439292,0.3186342425227375,0.24513878846975828,0.24513878846975823
joint_mm_0007,0.0867709200253629,0.0867709200253629,0.1347083680101451,0.1656551137839776,0.1935672009097428,0.1826458159949274,0.151699070221095,0.08677092002536292
joint_mm_0008,0.2089965329115823,0.1792987543060924,0.2143168569035484,0.1941476436088374,0.2318259082022763,0.2265055842103103,0.20633637091559937,0.03235794060147291
joint_mm_0009,0.2406814940057184,0.1831875345836123,0.2874697971105301,0.2767641407932358,0.2767641407932358,0.2660584844759415,0.2406814940057184,0.2406814940057184
joint_mm_0010,0.0089558548074906,0.0,0.0089558548074906,0.0089558548074906,0.0089558548074906,0.0089558548074906,0.00895585480749062,0.00895585480749062
joint_mm_0011,0.1731080864586447,0.1731080864586447,0.2625351568852082,0.2347408227884425,0.3027156409962903,0.3087597091325565,0.219332638705993,0.07099685227598099
joint_mm_0012,0.8281956516868711,0.8281956516868711,0.8281956516868711,0.8281956516868711,0.8281956516868711,0.8281956516868711,0.8281956516868711,0.8281956516868711
joint_mm_0013,0.1898406165811171,0.1898406165811171,0.1705429597635715,0.1769755120360867,0.2063340723471772,0.1705429597635715,0.18340806430860196,0.18984061658111717
joint_mm_0014,0.0280147888662426,0.0280147888662426,0.0280147888662426,0.0280147888662426,0.0280147888662426,0.0280147888662426,0.028014788866242635,0.0
joint_mm_0015,0.1339003977485897,0.1339003977485897,0.2505316228893029,0.3347509943714744,0.2353889418386379,0.4492557279549758,0.18358142401500804,0.13390039774858978
joint_mm_0016,0.8164086616357749,0.8164086616357749,0.8184208717122597,0.898451969814649,0.6933436993674632,0.8164086616357749,0.7666407515813422,0.8164086616357749
joint_mm_0017,0.2538548027579791,0.2610553798310931,0.2538548027579791,0.2538548027579791,0.2538548027579791,0.2538548027579791,0.2538548027579791,0.0
joint_mm_0018,0.1302946362887806,0.1302946362887806,0.1842521323801485,0.2134277864636269,0.2202237964410604,0.1662663003496926,0.13029463628878066,0.13029463628878066
joint_mm_0019,0.1367285981789561,0.0336009719979011,0.1733445383725012,0.1995350579625296,0.1733445383725012,0.2227106093569143,0.11656801498021543,0.12328820937979566
joint_mm_0020,0.1656349936749268,0.1404735546050301,0.2851183886512575,0.3249461869767011,0.2327098707908656,0.3563645452083936,0.22430043069711456,0.1656349936749268
joint_mm_0021,0.253869706019395,0.2685152347903126,0.3393054256806201,0.4109081008923544,0.3116393367816385,0.3832420119933728,0.1985375282214318,0.0854357196612251
joint_mm_0022,0.2786706729152441,0.2485408763585904,0.3784681377007089,0.3803737089108516,0.3671544913750625,0.3803737089108516,0.28807874803074784,0.2692625977997405
joint_mm_0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_mm_0024,0.2739671149244735,0.1253482399503387,0.3053041749120581,0.2972377499482695,0.2891713249844808,0.3043755350444881,0.2739671149244735,0.008066424963788666
joint_mm_0025,0.0313058259878379,0.0156529129939189,0.0313058259878379,0.0313058259878379,0.0313058259878379,0.0313058259878379,0.03130582598783795,0.03130582598783795
joint_mm_0026,0.0616726075720103,0.0616726075720103,0.0616726075720103,0.0616726075720103,0.0616726075720103,0.0616726075720103,0.061672607572010346,0.0
joint_mm_0027,0.0105003054906094,0.0,0.0105003054906094,0.0105003054906094,0.0210006109812188,0.0105003054906094,0.01050030549060941,0.0
joint_mm_0028,0.0174392886169317,0.0174392886169317,0.0523178658507953,0.0348785772338635,0.0697571544677271,0.0523178658507953,0.0,0.0
joint_mm_0029,0.0548251284127484,0.0443833159758598,0.0965923781603027,0.0548251284127484,0.1462078265927736,0.0887666319517197,0.05482512841274845,0.05482512841274845
joint_mm_0030,0.2760402041028285,0.1569718462978439,0.2760402041028285,0.2760402041028285,0.2760402041028285,0.2760402041028285,0.2760402041028285,0.03936473185460658
joint_mm_0031,0.622696867279563,0.552444899063045,0.708574810478789,0.7736181203677379,0.6114330806383854,0.708574810478789,0.6600039455585872,0.0433622065926325
joint_mm_0032,0.4909205881815853,0.4720101175997951,0.5221874901695821,0.5221874901695821,0.4720101175997951,0.5658108235637854,0.5156334509939984,0.4720101175997951
joint_mm_0033,0.8146573601849728,0.713234136916533,0.8146573601849728,0.8146573601849728,0.7955177664443935,0.8146573601849728,0.7938819794256669,0.0
joint_mm_0034,0.054594900176928,0.054594900176928,0.0415831643741783,0.0415831643741783,0.0806183717824275,0.0415831643741783,0.026023471605499466,0.039035207408249194
joint_mm_0035,0.0156146140143736,0.0156146140143736,0.0078073070071868,0.0156146140143736,0.0234219210215604,0.0078073070071868,0.015614614014373666,0.015614614014373666
joint_mm_0036,0.0110900835035129,0.0110900835035129,0.0221801670070259,0.0221801670070259,0.0332702505105389,0.0110900835035129,0.04436033401405189,0.011090083503512973
joint_mm_0037,0.3788468912486947,0.2993836326308053,0.4053346441213246,0.3939562546424842,0.3296023594183842,0.3939562546424842,0.34471172281217366,0.07573228470294033
joint_mm_0038,0.1396044228078449,0.1254329880860712,0.2246330311384866,0.2700132038449116,0.2973011110835131,0.2416703344013643,0.1527208953246728,0.0070857173608868135
joint_mm_0039,0.1218882008854535,0.1382691491883342,0.1625176011806047,0.1544347838498479,0.2033623151171229,0.2197432634200036,0.08934161792105919,0.1138053835546967
joint_mm_0040,0.2278534232530132,0.2101361618554237,0.4817232127641969,0.4911413693012053,0.4374300592702232,0.4869918168709148,0.23256250152151742,0.03128497036488836
joint_mm_0041,0.1380162202734212,0.0425863270266563,0.2318887432673385,0.1482734594668734,0.2026743959398294,0.1600880689131731,0.12775898107996897,0.0
joint_mm_0042,0.1529463737636363,0.1245443274156739,0.1624137225462905,0.1755264520035527,0.1529463737636363,0.1981065302434692,0.15294637376363637,0.1529463737636364
joint_mm_0043,0.0676806353884479,0.0543400086559461,0.0676806353884479,0.0543400086559461,0.061010322022197,0.0543400086559461,0.06768063538844793,0.030505161011098514
joint_mm_0044,0.9378021627183248,0.90405104517436,0.9804722423248904,0.9609444846497806,0.8845232874992502,0.9662488824560352,0.8312444122801755,0.9182744050432151
joint_mm_0045,0.00818560769316,0.00818560769316,0.0163712153863201,0.00818560769316,0.0327424307726403,0.00818560769316,0.008185607693160095,0.008185607693160095
joint_mm_0046,0.2108956930631841,0.2317011815620939,0.2489137339760389,0.2259636640907789,0.2166332105344991,0.2374386990334089,0.22237072800581417,0.09684157032461956
joint_mm_0047,0.962204180694898,0.8853279716395167,0.9743745969815396,0.9743745969815396,0.9500337644082568,0.9743745969815396,0.9365787776764378,0.0
joint_mm_0048,0.7848558582822243,0.729539496818401,0.7848558582822243,0.7848558582822243,0.7848558582822243,0.7848558582822243,0.7848558582822243,0.7848558582822243
joint_mm_0049,0.4640401365610286,0.3477555570600243,0.4364852623061472,0.4364852623061472,0.4604585045987949,0.4364852623061472,0.4329036303439135,0.020391610330413857
joint_mm_0050,0.0697837153468841,0.0697837153468841,0.0841372300768109,0.0957678493012916,0.0957678493012916,0.121751983255699,0.06978371534688417,0.06978371534688417
joint_mm_0051,0.1478967834808845,0.1078229178720596,0.2280445146985342,0.1345388282779429,0.2423617461500025,0.2423617461500025,0.1345388282779429,0.10782291787205964
joint_mm_0052,0.113239239127188,0.113239239127188,0.2169019021820298,0.2169019021820298,0.2463224335757811,0.3455422101828059,0.17277110509140298,0.11323923912718806
joint_mm_0053,0.5800355342821216,0.5280502883016903,0.7811285780817719,0.7441891007207928,0.5280502883016902,0.741456491221667,0.4459735050823546,0.24349774015888104
joint_mm_0054,0.1737532688737364,0.1737532688737364,0.1706544406738326,0.1768520970736403,0.1889594160211774,0.2773854645579975,0.18586058782127354,0.17375326887373646
joint_mm_0055,0.1040695176160111,0.0822671352560137,0.1040695176160111,0.1040695176160111,0.1096895136746849,0.1258718999760086,0.10406951761601116,0.0
joint_mm_0056,0.3979335019715009,0.3807849328039323,0.5008249169769128,0.5299558102408024,0.4545454545454545,0.5247895651695547,0.40826599211399633,0.15950336757936545
joint_mm_0057,0.1152390153434196,0.071351139346513,0.142702278693026,0.1591268913403263,0.1408180491072554,0.1591268913403263,0.09693017311034877,0.06031248864420694
joint_mm_0058,0.0153654750870281,0.007682737543514,0.0153654750870281,0.0153654750870281,0.0153654750870281,0.0153654750870281,0.015365475087028175,0.0
joint_mm_0059,0.039369609350331,0.013123203116777,0.039369609350331,0.039369609350331,0.039369609350331,0.039369609350331,0.03936960935033105,0.026246406233554034
joint_mm_0060,0.1232913014561844,0.1295288421883742,0.1295288421883742,0.1232913014561844,0.1096217131056602,0.1232913014561844,0.1482414643849435,0.07100196182637687
joint_mm_0061,0.1281351117374909,0.1182785646807609,0.1798505890526022,0.2118529722542533,0.2094202302227925,0.2537119025126346,0.16013749493914212,0.0
joint_mm_0062,0.4972709134717992,0.4972709134717992,0.4972709134717992,0.4587259895772386,0.4412293398687866,0.4972709134717992,0.4587259895772386,0.038544923894560656
joint_mm_0063,0.0917853443860935,0.0538282163249355,0.1007567137735827,0.0917853443860935,0.1276708219360505,0.0917853443860935,0.10075671377358279,0.09178534438609354
joint_mm_0064,0.329424912414515,0.1865483642440416,0.45248768160427,0.4247212235926016,0.41272428644952,0.5476481555890433,0.345330270476415,0.15082922720142333
joint_mm_0065,0.1654133039930272,0.1654133039930272,0.1520474986883597,0.1654133039930272,0.2548028586418745,0.1996650906441988,0.1654133039930272,0.0
joint_mm_0066,0.058792146435577,0.0391947642903847,0.058792146435577,0.058792146435577,0.058792146435577,0.058792146435577,0.058792146435577085,0.058792146435577085
joint_mm_0067,0.1228299039111635,0.1046755592889286,0.1228299039111635,0.1228299039111635,0.1228299039111635,0.1228299039111635,0.12282990391116351,0.0
joint_mm_0068,0.6245178734593655,0.4116803848809213,0.6210192253903737,0.7058401924404607,0.6400826076417861,0.69027545825804,0.5466942025472621,0.0933884050945241
joint_mm_0069,0.244873329556057,0.244873329556057,0.3117090475507265,0.4056960381553606,0.2812659961270742,0.3534173867890979,0.23493695990817653,0.24487332955605706
joint_mm_0070,0.2731728295667837,0.2488813242245614,0.3703388509356727,0.3718304186362574,0.2974643349090059,0.3217558402512282,0.2731728295667837,0.2245898188823392
joint_mm_0071,0.0928186080378762,0.0928186080378762,0.223204652009469,0.1999999999999999,0.273204652009469,0.2696139560284071,0.1392279120568144,0.09281860803787627
joint_mm_0072,0.5774331964846142,0.4540755709638677,0.5774331964846142,0.5774331964846141,0.6312348173828669,0.6128650457684139,0.5420013472008144,0.034124155338693854
joint_mm_0073,0.3023090213030196,0.2461219609962108,0.3980698815477324,0.3825577255325755,0.3065837652568147,0.3911072134401658,0.2685967851189343,0.0379869801378804
joint_mm_0074,0.4075587726132374,0.3540271935139994,0.4075587726132374,0.4075587726132374,0.4075587726132374,0.4075587726132374,0.4075587726132374,0.19343245621628563
